EG	GN	SP	JW	Ori	LeftEnd	RightEnd
EG12813	yhcG	P45423	JW3189	Clockwise	3365849	3366976
EG12814	yhcH	P45424	JW3190	Counterclockwise	3367036	3367500
EG12815	nanK	P45425	JW5538	Counterclockwise	3367497	3368372
EG12816	nanE	P0A761	JW3192	Counterclockwise	3368369	3369058
EG12817	nanR	P0A8W0	JW3195	Counterclockwise	3371720	3372511
EG12818	dcuD	P45428	JW3196	Clockwise	3372891	3374258
EG12819	yhcM	P64612	JW3201	Counterclockwise	3376892	3378019
EG12820	yhcN	P64614	JW5540	Clockwise	3383560	3383823
EG12821	yhcO	P64616	JW3208	Counterclockwise	3383879	3384151
EG12822	aaeB	P46481	JW3209	Counterclockwise	3384243	3386210
EG12823	aaeA	P46482	JW3210	Counterclockwise	3386216	3387148
EG12824	aaeX	P46478	JW5541	Counterclockwise	3387156	3387359
EG12825	aaeR	P67662	JW3212	Clockwise	3387542	3388471
EG12826	tldD	P0AGG8	JW3213	Counterclockwise	3388605	3390050
EG12827	yhdP	P46474	JW5542	Counterclockwise	3390480	3394280
EG12830	ybaM	P45807	JW0455	Counterclockwise	489334	489495
EG12831	yhdT	P45566	JW3225	Clockwise	3405397	3405639
EG12832	yhdU	P64619	JW3231	Clockwise	3410643	3410822
EG12833	yhdV	P64622	JW3235	Clockwise	3416412	3416633
EG12835	yhdX	P45767	JW5544	Clockwise	3418156	3419337
EG12836	yhdY	P45768	JW5545	Clockwise	3419347	3420450
EG12837	yhdZ	P45769	JW3239	Clockwise	3420458	3421216
EG12838	yrdA	P0A9W9	JW5710	Clockwise	3427258	3427812
EG12839	yrdB	P45795	JW3241	Counterclockwise	3427788	3428045
EG12840	rimN	P45748	JW3243	Counterclockwise	3428865	3429437
EG12841	yrdD	P45771	JW5949	Counterclockwise	3429442	3429984
EG12842	ybjC	P46119	JW0834	Clockwise	890136	890423
EG12843	ybaN	P0AAR5	JW0457	Clockwise	490106	490483
EG12844	yefM	P69346	JW5835	Counterclockwise	2087486	2087737
EG12845	ygbF	P45956	JW5438	Counterclockwise	2876591	2876875
EG12850	yfaL	P45508	JW2227	Counterclockwise	2338439	2342191
EG12851	ybeL	P0AAT9	JW0638	Clockwise	674241	674723
EG12853	abgT	P46133	JW5822	Counterclockwise	1398271	1399797
EG12854	ybgF	P45955	JW0732	Clockwise	778821	779612
EG12855	matP	P0A8N0	JW0939	Clockwise	1017708	1018160
EG12857	yfiM	P46126	JW2570	Clockwise	2722150	2722473
EG12859	opgD	P40120	JW1420	Clockwise	1494880	1496535
EG12860	yebK	P46118	JW1842	Clockwise	1934676	1935545
EG12861	yecF	P0AD07	JW1900	Clockwise	1993842	1994066
EG12862	uspC	P46888	JW1884	Clockwise	1977777	1978205
EG12863	yecH	P46887	JW1894	Counterclockwise	1987275	1987514
EG12865	ydcH	P0ACW6	JW5823	Clockwise	1496675	1496899
EG12866	proQ	P45577	JW5300	Counterclockwise	1912860	1913558
EG12867	ampH	P0AD70	JW5052	Counterclockwise	394354	395511
EG12868	yciN	P0AB61	JW1265	Counterclockwise	1328441	1328692
EG12869	ybfK	P46121	Null	Clockwise	719806	720063
EG12870	ycjF	P0A8R7	JW1315	Clockwise	1383535	1384596
EG12874	yajI	P46122	JW5056	Counterclockwise	431536	432075
EG12875	ybhC	P46130	JW0755	Counterclockwise	805221	806504
EG12876	tusE	P0AB18	JW0952	Counterclockwise	1029562	1029891
EG12877	stfP	P45581	JW1140	Clockwise	1206724	1207353
EG12878	zapA	P0ADS2	JW2878	Clockwise	3053634	3053963
EG12879	ybcJ	P0AAS7	JW5070	Counterclockwise	555884	556096
EG12880	yfiN	P46139	JW2585	Clockwise	2740405	2741631
EG12882	gss	P0AES0	JW2956	Counterclockwise	3134685	3136544
EG12883	pitB	P43676	JW2955	Counterclockwise	3132894	3134393
EG12885	gspF	P41441	JW3289	Clockwise	3457839	3459035
EG12886	gspG	P41442	JW3290	Clockwise	3459045	3459482
EG12887	gspH	P41443	JW3291	Clockwise	3459490	3459999
EG12888	gspA	P45756	JW3285	Counterclockwise	3451951	3453420
EG12889	gspC	P45757	JW3286	Clockwise	3453600	3454415
EG12890	gspD	P45758	JW5707	Clockwise	3454399	3456351
EG12891	gspE	P45759	JW3288	Clockwise	3456361	3457842
EG12892	gspI	P45760	JW5706	Clockwise	3459996	3460373
EG12893	gspJ	P45761	JW3293	Clockwise	3460366	3460953
EG12894	gspK	P45762	JW3294	Clockwise	3460946	3461929
EG12895	gspL	P45763	JW5705	Clockwise	3461944	3463107
EG12896	tusB	P45530	JW3305	Counterclockwise	3472700	3472987
EG12897	tusC	P45531	JW3306	Counterclockwise	3472995	3473354
EG12898	tusD	P45532	JW3307	Counterclockwise	3473354	3473740
EG12899	yheO	P64624	JW5703	Counterclockwise	3473740	3474462
EG12900	fkpA	P45523	JW3309	Counterclockwise	3474629	3475441
EG12901	lpxP	P0ACV2	JW2375	Clockwise	2493667	2494587
EG12902	kefG	P0A756	JW3314	Counterclockwise	3478629	3479183
EG12903	yheS	P63389	JW3315	Clockwise	3479311	3481224
EG12904	yheT	P45524	JW3316	Clockwise	3481224	3482246
EG12905	yheU	P67624	JW3317	Clockwise	3482240	3482458
EG12906	yhfK	P45537	JW5701	Clockwise	3484813	3486915
EG12907	yhfL	P64627	JW3332	Clockwise	3497470	3497637
EG12908	frlA	P45539	JW3333	Clockwise	3497932	3499269
EG12909	frlB	P0AC00	JW5700	Clockwise	3499290	3500312
EG12910	frlC	P45541	JW5699	Clockwise	3500362	3501192
EG12912	frlD	P45543	JW3337	Clockwise	3501189	3501974
EG12913	frlR	P45544	JW5698	Clockwise	3502074	3502805
EG12914	yhfS	P45545	JW3339	Counterclockwise	3502957	3504042
EG12915	yhfT	P45546	JW3340	Counterclockwise	3504054	3505358
EG12916	yhfU	P64631	JW5697	Counterclockwise	3505370	3505723
EG12917	php	P45548	JW3342	Counterclockwise	3505734	3506612
EG12918	yhfW	P45549	JW3343	Counterclockwise	3506609	3507835
EG12919	yhfX	P45550	JW3344	Counterclockwise	3507835	3508998
EG12920	yhfY	P45551	JW5696	Counterclockwise	3509082	3509444
EG12921	yhfZ	P45552	JW5948	Counterclockwise	3509461	3510366
EG12922	hofP	P45750	JW5694	Counterclockwise	3518637	3519041
EG12923	hofO	P45751	JW3356	Counterclockwise	3519031	3519471
EG12924	hofN	P64634	JW3357	Counterclockwise	3519455	3519994
EG12925	hofM	P45753	JW5693	Counterclockwise	3519994	3520773
EG12926	nudE	P45799	JW3360	Counterclockwise	3523611	3524171
EG12927	yrfF	P45800	JW3361	Clockwise	3524491	3526626
EG12928	yrfG	P64636	JW5865	Clockwise	3526691	3527359
EG12929	hslR	P0ACG8	JW3363	Clockwise	3527370	3527771
EG12930	hslO	P0A6Y5	JW5692	Clockwise	3527796	3528674
EG12931	yhgE	P45804	JW3365	Counterclockwise	3528737	3530461
EG12932	yhgF	P46837	JW3370	Clockwise	3535407	3537728
EG12933	feoC	P64638	JW3373	Clockwise	3540750	3540986
EG12934	gntX	P46846	JW5691	Clockwise	3542904	3543587
EG12935	nfuA	P63020	JW3377	Clockwise	3543646	3544221
EG12936	hrpA	P43329	JW5905	Clockwise	1481085	1484987
EG12938	rtcA	P46849	JW5688	Counterclockwise	3553855	3554871
EG12939	rtcB	P46850	JW3384	Counterclockwise	3554875	3556101
EG12940	ygaH	P43667	JW2658	Clockwise	2808366	2808701
EG12941	yhgN	P67143	JW3397	Clockwise	3573094	3573687
EG12943	yhhW	P46852	JW3402	Counterclockwise	3576973	3577668
EG12944	yhhX	P46853	JW3403	Counterclockwise	3577791	3578828
EG12945	yhhY	P46854	JW3405	Clockwise	3579161	3579649
EG12946	yhhZ	P46855	JW3406	Clockwise	3579886	3581064
EG12948	yrhB	P46857	JW3411	Clockwise	3582782	3583066
EG12949	yfdN	P76510	JW5385	Counterclockwise	2470409	2470903
EG12951	ynfM	P43531	JW1588	Clockwise	1667723	1668976
EG12952	glcG	P0AEQ1	JW2944	Counterclockwise	3121849	3122253
EG12953	yqjH	Q46871	JW3041	Counterclockwise	3213749	3214513
EG12954	yqjI	P64588	JW3042	Clockwise	3214801	3215424
EG12955	aer	P50466	JW3043	Counterclockwise	3215578	3217098
EG12956	cutC	P67826	JW1863	Counterclockwise	1956544	1957290
EG12957	glk	P0A6V8	JW2385	Counterclockwise	2506483	2507448
EG12959	syd	P0A8U0	JW2764	Counterclockwise	2922757	2923302
EG12963	norV	Q46877	JW2680	Clockwise	2830498	2831937
EG12965	pqiA	P0AFL9	JW0933	Clockwise	1011224	1012477
EG12966	pqiB	P43671	JW0934	Clockwise	1012482	1014122
EG12967	yciO	P0AFR4	JW5196	Clockwise	1322122	1322742
EG12969	yciQ	P45848	JW5197	Clockwise	1322770	1324665
EG12971	ygfF	P52037	JW2870	Counterclockwise	3043180	3043923
EG12972	scpB	P52045	JW2886	Clockwise	3062015	3062800
EG12973	scpC	P52043	JW2887	Clockwise	3062824	3064302
EG12974	ygfI	P52044	JW5476	Counterclockwise	3064299	3065195
EG12976	yggP	P52048	JW5477	Counterclockwise	3074201	3075478
EG12978	yggR	P52052	JW2917	Counterclockwise	3092122	3093102
EG12979	yggS	P67080	JW2918	Clockwise	3093120	3093824
EG12980	yggT	P64564	JW2919	Clockwise	3093842	3094408
EG12981	yggU	P52060	JW5479	Clockwise	3094405	3094695
EG12982	rdgB	P52061	JW2921	Clockwise	3094703	3095296
EG12983	yggW	P52062	JW2922	Clockwise	3095289	3096425
EG12984	yggX	P0A8P3	JW2929	Clockwise	3102115	3102390
EG12986	mltC	P0C066	JW5481	Clockwise	3102455	3103534
EG12987	yqgA	Q46831	JW2934	Clockwise	3107575	3108282
EG12988	yghD	Q46832	JW2935	Counterclockwise	3108612	3109148
EG12991	yghG	Q46835	JW2938	Counterclockwise	3111089	3111499
EG12992	pppA	Q46836	JW2939	Counterclockwise	3111565	3112374
EG12994	yghJ	Q46837	JW5925	Counterclockwise	3112572	3117134
EG12995	glcA	Q46839	JW2942	Counterclockwise	3117619	3119301
EG12996	glcE	P52073	JW5487	Counterclockwise	3123492	3124544
EG12997	glcD	P0AEP9	JW2946	Counterclockwise	3124544	3126043
EG12998	glcC	P0ACL5	JW2947	Clockwise	3126294	3127058
EG13001	yghQ	Q46841	JW5490	Counterclockwise	3129363	3130430
EG13002	yghR	P64572	JW2952	Counterclockwise	3130476	3131234
EG13003	yghS	Q46843	JW5491	Counterclockwise	3131266	3131979
EG13004	yghT	Q46844	JW2954	Clockwise	3132153	3132845
EG13005	yghU	Q46845	JW5492	Clockwise	3136749	3137615
EG13006	hybO	P69741	JW2965	Counterclockwise	3143165	3144283
EG13007	yghW	P64574	JW2966	Counterclockwise	3144472	3144759
EG13010	gpr	Q46851	JW2970	Clockwise	3145919	3146959
EG13011	yqhA	P67244	JW2971	Counterclockwise	3146999	3147493
EG13013	yqhC	Q46855	JW5849	Counterclockwise	3152284	3153240
EG13014	yqhD	Q46856	JW2978	Clockwise	3153377	3154540
EG13015	dkgA	Q46857	JW5499	Clockwise	3154645	3155472
EG13017	yqhG	Q46858	JW5500	Clockwise	3155672	3156598
EG13018	yqhH	P65298	JW2982	Clockwise	3156649	3156906
EG13019	ygiQ	Q46861	JW5501	Counterclockwise	3156949	3159168
EG13021	ygiS	Q46863	JW2988	Counterclockwise	3164133	3165740
EG13022	mqsA	Q46864	JW2989	Counterclockwise	3165873	3166268
EG13023	mqsR	Q46865	JW2990	Counterclockwise	3166270	3166566
EG13024	ygiV	Q46866	JW5502	Counterclockwise	3166771	3167253
EG13025	ygiW	P0ADU5	JW2992	Counterclockwise	3167306	3167698
EG13026	qseB	P52076	JW2993	Clockwise	3167850	3168509
EG13027	qseC	P40719	JW2994	Clockwise	3168506	3169855
EG13028	ygiZ	Q46867	JW2995	Counterclockwise	3169901	3170233
EG13031	yqiC	Q46868	JW5505	Clockwise	3182862	3183152
EG13033	ygcE	P55138	JW5444	Clockwise	2899918	2901396
EG13034	ygcF	P64554	JW2748	Counterclockwise	2902769	2903440
EG13035	ygcG	P55140	JW5445	Clockwise	2903733	2904605
EG13037	ygeG	Q46787	JW2819	Clockwise	2989290	2989781
EG13038	ygeH	P76639	JW2820	Clockwise	2990116	2991492
EG13039	ygeI	Q46789	JW5456	Clockwise	2991660	2991878
EG13048	ygeR	Q46798	JW2833	Counterclockwise	2997158	2997913
EG13049	xdhA	Q46799	JW5462	Clockwise	2998367	3000625
EG13050	xdhB	Q46800	JW2835	Clockwise	3000636	3001514
EG13051	xdhC	Q46801	JW2836	Clockwise	3001511	3001990
EG13052	ygeV	Q46802	JW2837	Counterclockwise	3002030	3003808
EG13053	ygeW	Q46803	JW5463	Clockwise	3004284	3005474
EG13054	ygeX	P66899	JW2839	Clockwise	3005532	3006728
EG13055	ygeY	P65807	JW2840	Clockwise	3006786	3007997
EG13056	hyuA	Q46806	JW2841	Clockwise	3008050	3009435
EG13057	yqeA	Q46807	JW2842	Clockwise	3009483	3010415
EG13058	yqeB	Q46808	JW2843	Counterclockwise	3010636	3012261
EG13059	yqeC	Q46809	JW5464	Counterclockwise	3012309	3013079
EG13060	mocA	Q46810	JW2845	Clockwise	3013182	3013760
EG13061	ygfK	Q46811	JW5923	Clockwise	3014082	3017180
EG13062	ssnA	Q46812	JW2847	Clockwise	3017183	3018511
EG13063	ygfM	P64557	JW2848	Clockwise	3018562	3019341
EG13064	xdhD	Q46814	JW2849	Clockwise	3019338	3022208
EG13065	xanQ	P67444	JW2850	Clockwise	3022373	3023773
EG13066	guaD	P76641	JW5466	Clockwise	3023788	3025107
EG13067	ygfQ	Q46817	JW5467	Clockwise	3025143	3026510
EG13069	ygfS	Q46819	JW5468	Counterclockwise	3026546	3027034
EG13070	ygfT	Q46820	JW5469	Counterclockwise	3027034	3028953
EG13071	ygfU	Q46821	JW5470	Clockwise	3029389	3030837
EG13072	idi	Q46822	JW2857	Clockwise	3031087	3031635
EG13074	ygfX	Q46824	JW2864	Counterclockwise	3038438	3038845
EG13075	ygfY	P64559	JW2865	Counterclockwise	3038826	3039092
EG13076	ygdR	P65294	JW2801	Clockwise	2969293	2969511
EG13077	yqfA	P67153	JW2867	Counterclockwise	3040511	3041170
EG13078	yqfB	P67603	JW2868	Counterclockwise	3041334	3041645
EG13079	bglA	Q46829	JW2869	Clockwise	3041684	3043123
EG13081	ygdI	P65292	JW5448	Counterclockwise	2940940	2941167
EG13082	csdA	Q46925	JW2781	Clockwise	2941359	2942564
EG13083	csdE	P0AGF2	JW2782	Clockwise	2942564	2943007
EG13084	csdL	Q46927	JW2783	Counterclockwise	2943058	2943864
EG13085	mltA	P0A935	JW2784	Counterclockwise	2944103	2945200
EG13086	amiC	P63883	JW5449	Counterclockwise	2945779	2947032
EG13091	rppH	P0A776	JW2798	Counterclockwise	2966469	2966999
EG13092	ygdQ	P67127	JW2800	Clockwise	2968442	2969155
EG13093	tas	P0A9T4	JW2802	Clockwise	2969619	2970659
EG13096	kduI	Q46938	JW2811	Counterclockwise	2981310	2982146
EG13097	yqeF	Q46939	JW5453	Counterclockwise	2982433	2983614
EG13098	yqeG	P63340	JW2813	Clockwise	2983869	2985098
EG13099	yqeH	Q46941	JW5454	Clockwise	2985558	2986190
EG13100	yqeI	Q46942	JW2815	Clockwise	2986524	2987333
EG13101	yqeJ	Q46943	JW5455	Clockwise	2987326	2987808
EG13102	pphB	P55799	JW2704	Clockwise	2857782	2858438
EG13103	ygbI	P52598	JW2705	Counterclockwise	2858489	2859256
EG13104	ygbJ	Q46888	JW2706	Clockwise	2859452	2860360
EG13105	ygbK	Q46889	JW2707	Clockwise	2860357	2861523
EG13106	ygbL	Q46890	JW2708	Clockwise	2861615	2862253
EG13107	ygbM	Q46891	JW2709	Clockwise	2862258	2863034
EG13108	ygbN	Q46892	JW2710	Clockwise	2863123	2864487
EG13109	truD	Q57261	JW2715	Counterclockwise	2868277	2869326
EG13110	ispD	Q46893	JW2717	Counterclockwise	2869802	2870512
EG13111	ftsB	P0A6S5	JW2718	Counterclockwise	2870531	2870842
EG13114	ygbT	Q46896	JW2725	Counterclockwise	2876877	2877794
EG13115	casE	Q46897	JW2726	Counterclockwise	2877810	2878409
EG13116	casD	Q46898	JW5844	Counterclockwise	2878396	2879070
EG13117	casC	Q46899	JW2728	Counterclockwise	2879073	2880164
EG13118	casB	P76632	JW2729	Counterclockwise	2880177	2880659
EG13119	casA	Q46901	JW2730	Counterclockwise	2880652	2882160
EG13120	queD	P65870	JW2735	Clockwise	2890236	2890601
EG13121	ygcN	Q46904	JW2736	Clockwise	2890679	2891950
EG13122	ygcO	Q46905	JW2737	Clockwise	2891941	2892201
EG13123	ygcP	Q46906	JW2738	Clockwise	2892218	2892793
EG13124	ygcQ	Q46907	JW5440	Counterclockwise	2892941	2893801
EG13125	ygcR	Q46908	JW5441	Counterclockwise	2893798	2894577
EG13126	ygcS	Q46909	JW5845	Counterclockwise	2894555	2895892
EG13128	ygcU	Q46911	JW5442	Counterclockwise	2895986	2897440
EG13130	ygcW	P76633	JW5443	Counterclockwise	2897510	2898295
EG13132	znuC	P0A9X1	JW1847	Clockwise	1940686	1941441
EG13133	ycaL	P43674	JW0892	Clockwise	959487	960251
EG13134	uup	P43672	JW0932	Clockwise	1009187	1011094
EG13140	tynA	P46883	JW1381	Counterclockwise	1447100	1449373
EG13141	dinB	Q47155	JW0221	Clockwise	250898	251953
EG13142	dinJ	Q47150	JW0216	Counterclockwise	246242	246502
EG13145	fadE	Q47146	JW5020	Counterclockwise	240859	243303
EG13146	lpcA	P63224	JW0212	Clockwise	243543	244121
EG13147	yafJ	Q47147	JW0213	Clockwise	244327	245094
EG13148	yafK	P0AA99	JW0214	Counterclockwise	245065	245805
EG13149	yafL	Q47151	JW0217	Clockwise	246712	247461
EG13150	yafM	Q47152	JW0218	Clockwise	247637	248134
EG13151	yafN	Q47156	JW0222	Clockwise	252005	252298
EG13152	yafO	Q47157	JW0223	Clockwise	252301	252699
EG13153	yafP	Q47158	JW0224	Clockwise	252709	253161
EG13154	yafQ	Q47149	JW0215	Counterclockwise	245961	246239
EG13155	ais	P45565	JW2246	Counterclockwise	2363040	2363642
EG13156	dgsA	P50456	JW1586	Counterclockwise	1665368	1666588
EG13159	xapB	P45562	JW2397	Counterclockwise	2520751	2522007
EG13160	yfeN	P45564	JW2399	Clockwise	2523149	2523913
EG13161	dsdC	P46068	JW2361	Counterclockwise	2474716	2475651
EG13164	yqgB	P64567	JW2906	Counterclockwise	3083942	3084073
EG13165	yqgC	P64570	JW2907	Clockwise	3084209	3084424
EG13167	gudD	P0AES2	JW2758	Counterclockwise	2916067	2917407
EG13168	gudX	Q46915	JW2759	Counterclockwise	2917428	2918768
EG13169	gudP	Q46916	JW2760	Counterclockwise	2918770	2920122
EG13170	yqcA	P65367	JW2761	Counterclockwise	2920557	2921006
EG13171	truC	P0AA41	JW2762	Counterclockwise	2921024	2921806
EG13172	yqcC	Q46919	JW2763	Counterclockwise	2921806	2922135
EG13173	queF	Q46920	JW2765	Clockwise	2923370	2924218
EG13174	yqcE	P77031	JW2746	Clockwise	2898614	2899891
EG13175	ftnB	P0A9A2	JW1890	Clockwise	1984949	1985452
EG13176	yaiI	P0A8D3	JW0378	Clockwise	404988	405446
EG13177	rseB	P0AFX9	JW2555	Counterclockwise	2705820	2706776
EG13178	rseC	P46187	JW2554	Counterclockwise	2705344	2705823
EG13179	feaB	P80668	JW1380	Clockwise	1445543	1447042
EG13180	ydbH	P52645	JW1376	Clockwise	1441075	1443714
EG13181	hslJ	P52644	JW1374	Counterclockwise	1439345	1439767
EG13182	ydbJ	P0ACW2	JW5215	Clockwise	1439082	1439348
EG13183	ydbK	P52647	JW1372	Counterclockwise	1435284	1438808
EG13184	elaA	P0AEH3	JW2262	Counterclockwise	2379104	2379565
EG13185	elaB	P0AEH5	JW2261	Counterclockwise	2378744	2379049
EG13186	ldhA	P52643	JW1375	Counterclockwise	1439878	1440867
EG13187	puuE	P50457	JW1295	Clockwise	1363574	1364839
EG13189	folM	P0AFS3	JW1598	Clockwise	1679000	1679722
EG13190	rstA	P52108	JW1600	Clockwise	1680183	1680902
EG13191	ydgC	P0ACX0	JW1599	Counterclockwise	1679719	1680054
EG13192	yfjF	P52119	JW2599	Counterclockwise	2752030	2752320
EG13193	yfjG	P0AGL5	JW2600	Counterclockwise	2752310	2752786
EG13194	yfjH	P52123	JW2603	Counterclockwise	2755666	2756622
EG13195	yfjI	P52124	JW2605	Clockwise	2757007	2758416
EG13196	yfjJ	P52125	JW2607	Clockwise	2758569	2759195
EG13197	yfjK	P52126	JW2608	Counterclockwise	2759373	2761562
EG13198	yfjL	P52127	JW2609	Counterclockwise	2761559	2763175
EG13199	yfjM	P52128	JW2610	Counterclockwise	2763535	2763798
EG13200	rnlA	P52129	JW2611	Clockwise	2763940	2765013
EG13201	rnlB	P52130	JW5418	Clockwise	2765006	2765377
EG13202	yfjP	P52131	JW5419	Clockwise	2765732	2766595
EG13203	yfjQ	P52132	JW2614	Clockwise	2766687	2767508
EG13204	yfjR	P52133	JW2615	Clockwise	2767725	2768426
EG13205	yfjS	O52982	JW5921	Clockwise	2768703	2769146
EG13206	yfjT	P52135	JW2618	Clockwise	2769170	2769637
EG13209	yfjW	P52138	JW2623	Clockwise	2771340	2773043
EG13210	yfjX	P52139	JW2624	Clockwise	2773941	2774399
EG13211	yfjY	P52140	JW2625	Clockwise	2774408	2774890
EG13212	yfjZ	P52141	JW2626	Clockwise	2775137	2775454
EG13213	ypjA	P52143	JW5422	Counterclockwise	2776168	2780748
EG13215	yfhL	P52102	JW2546	Clockwise	2697685	2697945
EG13216	cof	P46891	JW0436	Clockwise	466636	467454
EG13217	ybaE	P46890	JW0435	Counterclockwise	464836	466536
EG13218	ybaO	P0ACJ5	JW0437	Clockwise	467607	468065
EG13219	ldcC	P52095	JW0181	Clockwise	209679	211820
EG13220	tilS	P52097	JW0183	Clockwise	212331	213629
EG13221	rof	P0AFW8	JW0184	Counterclockwise	213678	213932
EG13222	yaeP	P0A8K5	JW0185	Counterclockwise	213925	214125
EG13223	yaeQ	P0AA97	JW0186	Clockwise	214291	214836
EG13224	yaeR	P52096	JW0182	Clockwise	211877	212266
EG13226	ftsK	P46889	JW0873	Clockwise	932447	936436
EG13227	modE	P0A9G8	JW0744	Counterclockwise	793079	793867
EG13228	ycjG	P51981	JW1318	Clockwise	1386954	1387919
EG13230	ybhD	P52696	JW5896	Counterclockwise	798845	799798
EG13231	pgl	P52697	JW0750	Clockwise	797809	798804
EG13232	ymcE	P0AAA5	JW0975	Clockwise	1051070	1051300
EG13233	gnsA	P0AC92	JW0976	Clockwise	1051290	1051463
EG13234	yccM	P52636	JW0977	Counterclockwise	1051512	1052585
EG13235	mngA	P54745	JW0720	Clockwise	765207	767183
EG13236	mngB	P54746	JW0721	Clockwise	767201	769834
EG13237	nei	P50465	JW0704	Clockwise	745158	745949
EG13238	cobU	P0AE76	JW1971	Counterclockwise	2063243	2063788
EG13240	cobC	P52086	JW0633	Counterclockwise	668519	669130
EG13241	nadD	P0A752	JW0634	Counterclockwise	669154	669795
EG13242	yecJ	P0AD10	JW1891	Counterclockwise	1985531	1985782
EG13243	hlyE	P77335	JW5181	Counterclockwise	1228706	1229617
EG13244	ybaP	P77301	JW0471	Counterclockwise	506510	507304
EG13245	ybaQ	P0A9T6	JW0472	Clockwise	507442	507783
EG13246	copA	Q59385	JW0473	Counterclockwise	508099	510603
EG13247	ybaS	P77454	JW0474	Clockwise	510865	511797
EG13248	ybaT	P77400	JW0475	Clockwise	511800	513092
EG13249	ppiD	P0ADY1	JW0431	Clockwise	461139	463010
EG13250	ybaV	P0AAR8	JW0432	Clockwise	463161	463532
EG13251	fadM	P77712	JW0433	Clockwise	463626	464024
EG13252	queC	P77756	JW0434	Counterclockwise	464076	464771
EG13253	ybaY	P77717	JW0443	Clockwise	474603	475175
EG13254	ybaZ	P0AFP2	JW0444	Counterclockwise	475206	475595
EG13256	cueR	P0A9G4	JW0476	Clockwise	513217	513624
EG13257	ybbJ	P0AAS3	JW5065	Counterclockwise	513625	514083
EG13258	qmcA	P0AA53	JW0478	Counterclockwise	514080	514997
EG13259	ybbL	P77279	JW0479	Clockwise	515143	515820
EG13260	ybbM	P77307	JW5066	Clockwise	515807	516586
EG13261	ybbN	P77395	JW5067	Counterclockwise	516649	517503
EG13262	ybbO	P0AFP4	JW0482	Counterclockwise	517564	518373
EG13263	ybbP	P77504	JW0485	Clockwise	519640	522054
EG13265	glxR	P77161	JW0497	Clockwise	535810	536688
EG13267	allS	P0ACR0	JW0492	Counterclockwise	530519	531445
EG13268	fsr	P52067	JW0468	Counterclockwise	502700	503920
EG13270	aqpZ	P60844	JW0859	Counterclockwise	914575	915270
EG13271	panE	P0A9J4	JW0415	Counterclockwise	442828	443739
EG13272	yajL	Q46948	JW5057	Counterclockwise	442275	442865
EG13273	thiI	P77718	JW0413	Clockwise	440773	442221
EG13274	yqeK	P77136	JW2817	Counterclockwise	2987957	2988382
EG13275	nudI	P52006	JW2245	Clockwise	2362576	2363001
EG13276	torZ	P46923	JW1861	Counterclockwise	1952602	1955031
EG13277	torY	P52005	JW1862	Counterclockwise	1955056	1956156
EG13278	yedK	P76318	JW1916	Clockwise	2007845	2008513
EG13279	yedL	P76319	JW1917	Clockwise	2008624	2009103
EG13282	emrK	P52599	JW2365	Counterclockwise	2480198	2481361
EG13283	emrY	P52600	JW2364	Counterclockwise	2478660	2480198
EG13284	yfdE	P76518	JW2368	Counterclockwise	2486045	2487190
EG13285	ygaM	P0ADQ7	JW2647	Clockwise	2798156	2798497
EG13286	nrdH	P0AC65	JW2648	Clockwise	2798745	2798990
EG13287	nrdI	P0A772	JW2649	Clockwise	2798987	2799397
EG13288	ygaP	P55734	JW2643	Clockwise	2795542	2796066
EG13289	yqgE	P0A8W5	JW2915	Clockwise	3090959	3091522
EG13290	yqgF	P0A8I1	JW2916	Clockwise	3091522	3091938
EG13291	glcF	P52074	JW5486	Counterclockwise	3122258	3123481
EG13292	mhpE	P51020	JW0343	Clockwise	373092	374105
EG13293	mhpT	P77589	JW5046	Clockwise	374683	375894
EG13294	yaiL	P51024	JW0345	Clockwise	375996	376535
EG13295	frmB	P51025	JW0346	Counterclockwise	376759	377592
EG13296	frmR	P0AAP3	JW0348	Counterclockwise	378830	379105
EG13297	yaiO	Q47534	JW0349	Counterclockwise	379293	380066
EG13298	yaiP	Q47536	JW0355	Counterclockwise	381963	383159
