Accession	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Gene names (OLN)	Entry name	EG	GN	SP	JW	Ori	LeftEnd	RightEnd
P39308	yjfZ		b4204	JW4162	YJFZ_ECOLI	EG12500	yjfZ	P39308	JW4162	Counterclockwise	4424651	4425445
P39310	ytfB		b4206	JW5745	YTFB_ECOLI	EG12502	ytfB	P39310	JW5745	Counterclockwise	4426102	4426740
P0A9L3	fklB	ytfC	b4207	JW5746	FKBB_ECOLI	EG12503	fklB	P0A9L3	JW5746	Clockwise	4426958	4427578
P0AAE0	cycA	dagA ytfD	b4208	JW4166	CYCA_ECOLI	EG12504	cycA	P0AAE0	JW4166	Clockwise	4427887	4429299
P69506	ytfE		b4209	JW4167	RCMNS_ECOLI	EG12505	ytfE	P69506	JW4167	Counterclockwise	4429344	4430006
P39314	ytfF		b4210	JW4168	YTFF_ECOLI	EG12506	ytfF	P39314	JW4168	Counterclockwise	4430114	4431079
P39315	qorB	qor2 ytfG	b4211	JW4169	QOR2_ECOLI	EG12507	qorB	P39315	JW4169	Counterclockwise	4431187	4432047
P0ACN2	ytfH		b4212	JW5747	YTFH_ECOLI	EG12508	ytfH	P0ACN2	JW5747	Clockwise	4432136	4432516
P39317	ytfI		b4215	JW5748	YTFI_ECOLI	EG12509	ytfI	P39317	JW5748	Clockwise	4435730	4436668
P39187	ytfJ		b4216	JW4175	YTFJ_ECOLI	EG12510	ytfJ	P39187	JW4175	Counterclockwise	4436731	4437285
P0ADE2	ytfK		b4217	JW5749	YTFK_ECOLI	EG12511	ytfK	P0ADE2	JW5749	Clockwise	4437610	4437816
P0AE45	ytfL		b4218	JW4177	YTFL_ECOLI	EG12512	ytfL	P0AE45	JW4177	Counterclockwise	4437895	4439238
P0ADE4	ytfM	yftM	b4220	JW4179	YTFM_ECOLI	EG12513	ytfM	P0ADE4	JW4179	Clockwise	4440405	4442138
P39321	ytfN	ytfO	b4221	JW4180	YTFN_ECOLI	EG12514	ytfN	P39321	JW4180	Clockwise	4442135	4445914
P0AE48	ytfP		b4222	JW4181	YTFP_ECOLI	EG12516	ytfP	P0AE48	JW4181	Clockwise	4445917	4446258
P39325	ytfQ		b4227	JW4186	YTFQ_ECOLI	EG12517	ytfQ	P39325	JW4186	Clockwise	4447985	4448941
Q6BEX0	ytfR	ytfS	b4485	JW5752	YTFR_ECOLI	EG12518	ytfR	Q6BEX0	JW5752	Clockwise	4449081	4450583
P39328	ytfT		b4230	JW5753	YTFT_ECOLI	EG12520	ytfT	P39328	JW5753	Clockwise	4450594	4451619
P0AF82	yjfN		b4188	JW5742	YJFN_ECOLI	EG12521	yjfN	P0AF82	JW5742	Counterclockwise	4414040	4414315
P39829	garD	yhaG	b3128	JW3097	GARD_ECOLI	EG12522	garD	P39829	JW3097	Clockwise	3273304	3274875
P0A9N8	nrdG	yjgE	b4237	JW4196	NRDG_ECOLI	EG12523	nrdG	P0A9N8	JW4196	Counterclockwise	4457923	4458387
P0AF93	yjgF		b4243	JW5755	YJGF_ECOLI	EG12524	yjgF	P0AF93	JW5755	Counterclockwise	4468550	4468936
P0ABB8	mgtA	corB mgt	b4242	JW4201	ATMA_ECOLI	EG12525	mgtA	P0ABB8	JW4201	Clockwise	4465648	4468344
P39332	yjgH		b4248	JW4206	YJGH_ECOLI	EG12527	yjgH	P39332	JW4206	Counterclockwise	4470837	4471232
P39333	yjgI		b4249	JW4207	YJGI_ECOLI	EG12528	yjgI	P39333	JW4207	Counterclockwise	4471363	4472076
P39334	yjgJ		b4251	JW4208	YJGJ_ECOLI	EG12529	yjgJ	P39334	JW4208	Clockwise	4472147	4472740
P0AF96	yjgK		b4252	JW5756	YJGK_ECOLI	EG12530	tabA	P0AF96	JW5756	Clockwise	4472885	4473337
P39336	yjgL		b4253	JW5757	YJGL_ECOLI	EG12531	yjgL	P39336	JW5757	Clockwise	4473460	4475274
P39337	yjgM		b4256	JW5758	YJGM_ECOLI	EG12532	yjgM	P39337	JW5758	Counterclockwise	4477057	4477560
P39338	yjgN		b4257	JW5759	YJGN_ECOLI	EG12533	yjgN	P39338	JW5759	Clockwise	4477753	4478949
P0AF98	lptF	yjgP	b4261	JW4218	LPTF_ECOLI	EG12535	lptF	P0AF98	JW4218	Clockwise	4484241	4485341
P0ADC6	lptG	yjgQ	b4262	JW5760	LPTG_ECOLI	EG12536	lptG	P0ADC6	JW5760	Clockwise	4485341	4486423
P39342	yjgR		b4263	JW4220	YJGR_ECOLI	EG12537	yjgR	P39342	JW4220	Counterclockwise	4486584	4488086
P39343	idnR	yjgS	b4264	JW4221	IDNR_ECOLI	EG12538	idnR	P39343	JW4221	Counterclockwise	4488164	4489162
P39344	idnT	gntW yjgT	b4265	JW4222	IDNT_ECOLI	EG12539	idnT	P39344	JW4222	Counterclockwise	4489229	4490548
P0A9P9	idnO	yjgU	b4266	JW4223	IDNO_ECOLI	EG12540	idnO	P0A9P9	JW4223	Counterclockwise	4490610	4491374
P39346	idnD	yjgV	b4267	JW4224	IDND_ECOLI	EG12541	idnD	P39346	JW4224	Counterclockwise	4491398	4492429
P39352	yjhB		b4279	JW5768	YJHB_ECOLI	EG12544	yjhB	P39352	JW5768	Clockwise	4502081	4503298
P39353	yjhC		b4280	JW5769	YJHC_ECOLI	EG12545	yjhC	P39353	JW5769	Clockwise	4503310	4504428
P39357	yjhF		b4296	JW4258	YJHF_ECOLI	EG12548	yjhF	P39357	JW4258	Counterclockwise	4518694	4520043
P39358	yjhG		b4297	JW4259	YJHG_ECOLI	EG12549	yjhG	P39358	JW4259	Counterclockwise	4520150	4522117
P39359	yjhH		b4298	JW5775	YJHH_ECOLI	EG12550	yjhH	P39359	JW5775	Counterclockwise	4522128	4523033
P39360	yjhI		b4299	JW4261	YJHI_ECOLI	EG12551	yjhI	P39360	JW4261	Counterclockwise	4523038	4523826
P39361	sgcR	yjhJ	b4300	JW4262	SGCR_ECOLI	EG12552	sgcR	P39361	JW4262	Counterclockwise	4524129	4524911
P39362	sgcE	yjhK	b4301	JW4263	SGCE_ECOLI	EG12553	sgcE	P39362	JW4263	Counterclockwise	4524928	4525560
P39363	sgcA	yjhL	b4302	JW4264	SGCA_ECOLI	EG12554	sgcA	P39363	JW4264	Counterclockwise	4525572	4526003
P39364	sgcQ	yjhM	b4303	JW4265	SGCQ_ECOLI	EG12555	sgcQ	P39364	JW4265	Counterclockwise	4526134	4526940
P39365	sgcC	yjhN	b4304	JW4266	SGCC_ECOLI	EG12556	sgcC	P39365	JW4266	Counterclockwise	4526953	4528266
P39366	sgcX	yjhO	b4305	JW5776	SGCX_ECOLI	EG12557	sgcX	P39366	JW5776	Counterclockwise	4528553	4529674
P39367	yjhP		b4306	JW4268	YJHP_ECOLI	EG12558	yjhP	P39367	JW4268	Counterclockwise	4530460	4531206
P39368	yjhQ		b4307	JW4269	YJHQ_ECOLI	EG12559	yjhQ	P39368	JW4269	Counterclockwise	4531262	4531807
P39370	yjhS		b4309	JW4272	YJHS_ECOLI	EG12561	nanS	P39370	JW4272	Counterclockwise	4534637	4535617
P39371	nanM	yjhT	b4310	JW5777	NANM_ECOLI	EG12562	nanM	P39371	JW5777	Counterclockwise	4535682	4536788
P0AC94	gntP	yjiB	b4321	JW4284	GNTP_ECOLI	EG12563	gntP	P0AC94	JW4284	Counterclockwise	4547976	4549319
P39374	yjiC		b4325	JW4288	YJIC_ECOLI	EG12564	yjiC	P39374	JW4288	Counterclockwise	4553513	4554343
P39375	iraD	yjiD	b4326	JW5782	IRAD_ECOLI	EG12565	iraD	P39375	JW5782	Clockwise	4555016	4555408
P39376	yjiE		b4327	JW4290	YJIE_ECOLI	EG12566	qseD	P39376	JW4290	Counterclockwise	4555401	4556312
P39377	iadA	yjiF	b4328	JW4291	IADA_ECOLI	EG12567	iadA	P39377	JW4291	Counterclockwise	4556377	4557549
P0AEH8	yjiG		b4329	JW4292	YJIG_ECOLI	EG12568	yjiG	P0AEH8	JW4292	Counterclockwise	4557562	4558023
P39379	yjiH		b4330	JW5783	YJIH_ECOLI	EG12569	yjiH	P39379	JW5783	Counterclockwise	4558020	4558703
P39380	kptA	yjiI	b4331	JW5784	KPTA_ECOLI	EG12570	kptA	P39380	JW5784	Clockwise	4558953	4559507
P39381	yjiJ		b4332	JW4295	YJIJ_ECOLI	EG12571	yjiJ	P39381	JW4295	Counterclockwise	4559520	4560698
P39382	yjiK		b4333	JW5869	YJIK_ECOLI	EG12572	yjiK	P39382	JW5869	Counterclockwise	4560766	4561626
P39383	yjiL		b4334	JW5785	YJIL_ECOLI	EG12573	yjiL	P39383	JW5785	Counterclockwise	4561945	4562712
P39384	yjiM		b4335	JW5786	YJIM_ECOLI	EG12574	yjiM	P39384	JW5786	Counterclockwise	4562722	4563873
P39385	yjiN		b4336	JW4299	YJIN_ECOLI	EG12575	yjiN	P39385	JW4299	Counterclockwise	4563989	4565269
P39386	mdtM	yjiO	b4337	JW4300	MDTM_ECOLI	EG12576	mdtM	P39386	JW4300	Counterclockwise	4565310	4566542
P39389	yjiR		b4340	JW4303	YJIR_ECOLI	EG12579	yjiR	P39389	JW4303	Counterclockwise	4568185	4569597
P39390	yjiS		b4341	JW4304	YJIS_ECOLI	EG12580	yjiS	P39390	JW4304	Clockwise	4569774	4569938
P39394	symE	dinL sosC yjiW	b4347	JW4310	SYME_ECOLI	EG12584	symE	P39394	JW4310	Counterclockwise	4577522	4577863
P0ADC8	yjiX		b4353	JW4316	YJIX_ECOLI	EG12585	yjiX	P0ADC8	JW4316	Counterclockwise	4586899	4587102
P39396	yjiY		b4354	JW5791	YJIY_ECOLI	EG12586	yjiY	P39396	JW5791	Counterclockwise	4587152	4589302
P39398	yjjL	yjiZ	b4356	JW4319	YJJL_ECOLI	EG12588	yjjL	P39398	JW4319	Counterclockwise	4591384	4592745
P39399	yjjM		b4357	JW5792	YJJM_ECOLI	EG12589	yjjM	P39399	JW5792	Counterclockwise	4592960	4593874
P39400	yjjN		b4358	JW5793	YJJN_ECOLI	EG12590	yjjN	P39400	JW5793	Clockwise	4594013	4595035
P39401	mdoB	opgB yjjO	b4359	JW5794	OPGB_ECOLI	EG12591	opgB	P39401	JW5794	Counterclockwise	4595173	4597464
P0ADD5	yjjP		b4364	JW5796	YJJP_ECOLI	EG12592	yjjP	P0ADD5	JW5796	Counterclockwise	4600111	4600881
P0ADD7	yjjQ		b4365	JW4329	YJJQ_ECOLI	EG12593	yjjQ	P0ADD7	JW4329	Clockwise	4601500	4602225
P39404	bglJ	yjjR	b4366	JW5955	BGLJ_ECOLI	EG12594	bglJ	P39404	JW5955	Clockwise	4602333	4602860
P39405	fhuF	yjjS	b4367	JW4331	FHUF_ECOLI	EG12595	fhuF	P39405	JW4331	Counterclockwise	4602898	4603686
P39406	rsmC	yjjT	b4371	JW4333	RSMC_ECOLI	EG12596	rsmC	P39406	JW4333	Counterclockwise	4604692	4605723
P39407	yjjU		b4377	JW4340	YJJU_ECOLI	EG12597	yjjU	P39407	JW4340	Clockwise	4610434	4611507
P39408	yjjV		b4378	JW4341	YJJV_ECOLI	EG12598	yjjV	P39408	JW4341	Clockwise	4611504	4612283
P39409	yjjW		b4379	JW4342	YJJW_ECOLI	EG12599	yjjW	P39409	JW4342	Counterclockwise	4612703	4613566
P39411	yjjX		b4394	JW5801	YJJX_ECOLI	EG12600	yjjX	P39411	JW5801	Counterclockwise	4631256	4631768
P0ADD9	yjjY		b4402	JW4365	YJJY_ECOLI	EG12601	yjjY	P0ADD9	JW4365	Clockwise	4638425	4638565
P39351	yjgZ		b4277	JW4236	YJGZ_ECOLI	EG12603	yjgZ	P39351	JW4236	Clockwise	4499283	4499612
P39356	yjhU		b4295	JW5952	YJHU_ECOLI	EG12604	yjhU	P39356	JW5952	Counterclockwise	4517361	4518347
P0A8E5	yacL		b0119	JW0115	YACL_ECOLI	EG12605	yacL	P0A8E5	JW0115	Clockwise	134388	134750
P0AAI5	fabF	fabJ	b1095	JW1081	FABF_ECOLI	EG12606	fabF	P0AAI5	JW1081	Clockwise	1151162	1152403
P39263	yfcC		b2298	JW2295	YFCC_ECOLI	EG12607	yfcC	P39263	JW2295	Clockwise	2415103	2416623
P39206	caiE		b0035	JW5004	CAIE_ECOLI	EG12608	caiE	P39206	JW5004	Counterclockwise	34781	35371
P0AA37	rluA	yabO	b0058	JW0057	RLUA_ECOLI	EG12609	rluA	P0AA37	JW0057	Counterclockwise	59687	60346
P39099	degQ	hhoA	b3234	JW3203	DEGQ_ECOLI	EG12612	degQ	P39099	JW3203	Clockwise	3378765	3380132
P0A9D2	gst		b1635	JW1627	GST_ECOLI	EG12613	gstA	P0A9D2	JW1627	Clockwise	1712401	1713006
P0ADW3	yhcB		b3233	JW5539	YHCB_ECOLI	EG12614	yhcB	P0ADW3	JW5539	Clockwise	3378213	3378611
P38684	torR		b0995	JW0980	TORR_ECOLI	EG12615	torR	P38684	JW0980	Counterclockwise	1056485	1057177
P38683	torT	yccH	b0994	JW0979	TORT_ECOLI	EG12616	torT	P38683	JW0979	Clockwise	1055484	1056512
P39453	torS	yccI	b0993	JW5135	TORS_ECOLI	EG12617	torS	P39453	JW5135	Counterclockwise	1052657	1055401
P0ADV1	lptA	yhbN	b3200	JW3167	LPTA_ECOLI	EG12618	lptA	P0ADV1	JW3167	Clockwise	3341402	3341959
P0AAT2	ybdF		b0579	JW5083	YBDF_ECOLI	EG12619	ybdF	P0AAT2	JW5083	Counterclockwise	604741	605109
P0AAT4	ybdG		b0577	JW0566	YBDG_ECOLI	EG12620	mscM	P0AAT4	JW0566	Counterclockwise	602639	603886
P0ABK7	csgB		b1041	JW1024	CSGB_ECOLI	EG12621	csgB	P0ABK7	JW1024	Clockwise	1103174	1103629
P39451	adhP	yddN	b1478	JW1474	ADHP_ECOLI	EG12622	adhP	P39451	JW1474	Counterclockwise	1550852	1551862
P39830	ybaL	ylaA	b0478	JW0467	YBAL_ECOLI	EG12623	ybaL	P39830	JW0467	Counterclockwise	500786	502462
P0A9V5	yiaG		b3555	JW3524	YIAG_ECOLI	EG12624	yiaG	P0A9V5	JW3524	Clockwise	3717501	3717791
P0AEF8	dppB		b3543	JW3512	DPPB_ECOLI	EG12625	dppB	P0AEF8	JW3512	Counterclockwise	3702794	3703813
P0AEG1	dppC		b3542	JW3511	DPPC_ECOLI	EG12626	dppC	P0AEG1	JW3511	Counterclockwise	3701882	3702784
P0AAG0	dppD		b3541	JW3510	DPPD_ECOLI	EG12627	dppD	P0AAG0	JW3510	Counterclockwise	3700888	3701871
P37313	dppF	dppE	b3540	JW3509	DPPF_ECOLI	EG12628	dppF	P37313	JW3509	Counterclockwise	3699887	3700891
P46859	gntK		b3437	JW3400	GNTK_ECOLI	EG12629	gntK	P46859	JW3400	Counterclockwise	3575088	3575615
P0ACP5	gntR		b3438	JW5946	GNTR_ECOLI	EG12630	gntR	P0ACP5	JW5946	Counterclockwise	3575754	3576749
P0AC96	gntU		b4476	JW5686	GNTU_ECOLI	EG12631	gntU	P0AC96	JW5686	Counterclockwise	3573744	3575084
P38036	ygcB		b2761	JW2731	YGCB_ECOLI	EG12634	ygcB	P38036	JW2731	Counterclockwise	2882575	2885241
P0AEG8	dsrB		b1952	JW1936	DSRB_ECOLI	EG12636	dsrB	P0AEG8	JW1936	Counterclockwise	2022659	2022847
P0AFW4	rnk		b0610	JW0602	RNK_ECOLI	EG12637	rnk	P0AFW4	JW0602	Counterclockwise	642780	643190
P40191	pdxK	yfeI	b2418	JW2411	PDXK_ECOLI	EG12642	pdxK	P40191	JW2411	Counterclockwise	2534408	2535259
Q47702	yfeK		b2419	JW2412	YFEK_ECOLI	EG12644	yfeK	Q47702	JW2412	Clockwise	2535364	2535738
P71244	wcaM	yefK	b2043	JW2028	WCAM_ECOLI	EG12651	wcaM	P71244	JW2028	Counterclockwise	2112526	2113920
P71243	wcaL	yefL	b2044	JW2029	WCAL_ECOLI	EG12652	wcaL	P71243	JW2029	Counterclockwise	2113931	2115151
P45736	ycjD		b1289	JW1282	YCJD_ECOLI	EG12653	ycjD	P45736	JW1282	Counterclockwise	1349431	1349784
P0AEY5	mdaB	mda66	b3028	JW2996	MDAB_ECOLI	EG12656	mdaB	P0AEY5	JW2996	Clockwise	3170552	3171133
P0ADU2	ygiN		b3029	JW2997	YGIN_ECOLI	EG12657	ygiN	P0ADU2	JW2997	Clockwise	3171164	3171478
P75925	yceJ		b1057	JW1044	C56I_ECOLI	EG12659	yceJ	P75925	JW1044	Counterclockwise	1117703	1118269
P0AER3	gltJ		b0654	JW0649	GLTJ_ECOLI	EG12661	gltJ	P0AER3	JW0649	Counterclockwise	685152	685892
P0AER5	gltK		b0653	JW0648	GLTK_ECOLI	EG12662	gltK	P0AER5	JW0648	Counterclockwise	684478	685152
P0AAG3	gltL		b0652	JW0647	GLTL_ECOLI	EG12663	gltL	P0AAG3	JW0647	Counterclockwise	683753	684478
P0AEM4	flgM		b1071	JW1058	FLGM_ECOLI	EG12664	flgM	P0AEM4	JW1058	Counterclockwise	1129058	1129351
P43533	flgN		b1070	JW1057	FLGN_ECOLI	EG12665	flgN	P43533	JW1057	Counterclockwise	1128637	1129053
P43341	lpxH	ybbF	b0524	JW0513	LPXH_ECOLI	EG12666	lpxH	P43341	JW0513	Counterclockwise	552441	553163
P0ACT6	uidR	gusR	b1618	JW1610	UIDR_ECOLI	EG12667	uidR	P0ACT6	JW1610	Counterclockwise	1694486	1695076
Q47706	uidC	gusC	b1615	JW1607	UIDC_ECOLI	EG12668	uidC	Q47706	JW1607	Counterclockwise	1689610	1690875
P40874	solA		b1059	JW1046	MTOX_ECOLI	EG12669	solA	P40874	JW1046	Counterclockwise	1118691	1119809
P0ABR1	dinI		b1061	JW1048	DINI_ECOLI	EG12670	dinI	P0ABR1	JW1048	Counterclockwise	1120465	1120710
P37590	pmrD		b2259	JW2254	PMRD_ECOLI	EG12671	pmrD	P37590	JW2254	Counterclockwise	2371294	2371560
P0A862	tpx	yzzJ	b1324	JW1317	TPX_ECOLI	EG12672	tpx	P0A862	JW1317	Counterclockwise	1386329	1386835
P37903	uspF	ynaF yzzL	b1376	JW1370	USPF_ECOLI	EG12674	uspF	P37903	JW1370	Counterclockwise	1433209	1433643
P0ADE6	ygaU	yzzM	b2665	JW2640	YGAU_ECOLI	EG12675	ygaU	P0ADE6	JW2640	Counterclockwise	2794359	2794808
P0A940	yaeT	yzzN yzzY	b0177	JW0172	YAET_ECOLI	EG12676	bamA	P0A940	JW0172	Clockwise	197928	200360
P0A6B7	iscS	yfhO yzzO	b2530	JW2514	ISCS_ECOLI	EG12677	iscS	P0A6B7	JW2514	Counterclockwise	2658339	2659553
P39172	znuA	yebL yzzP	b1857	JW5831	ZNUA_ECOLI	EG12678	znuA	P39172	JW5831	Counterclockwise	1939675	1940607
P39173	yeaD	yzzQ	b1780	JW1769	YEAD_ECOLI	EG12679	yeaD	P39173	JW1769	Clockwise	1861874	1862758
P0AEM9	fliY	yzzR	b1920	JW1905	FLIY_ECOLI	EG12680	fliY	P0AEM9	JW1905	Counterclockwise	1997609	1998409
P39176	erfK	yeeG yzzT	b1990	JW1968	ERFK_ECOLI	EG12682	erfK	P39176	JW1968	Counterclockwise	2060415	2061347
P39177	uspG	ybdQ yzzU	b0607	JW0600	USPG_ECOLI	EG12683	uspG	P39177	JW0600	Counterclockwise	640662	641090
P61316	lolA	lplA yzzV	b0891	JW0874	LOLA_ECOLI	EG12684	lolA	P61316	JW0874	Clockwise	936595	937206
P0ADE8	ygfZ	yzzW	b2898	JW2866	YGFZ_ECOLI	EG12685	ygfZ	P0ADE8	JW2866	Clockwise	3039335	3040315
P39180	flu	yeeQ yzzX	b2000	JW1982	AG43_ECOLI	EG12686	flu	P39180	JW1982	Clockwise	2069563	2072682
P0AC59	grxB		b1064	JW1051	GLRX2_ECOLI	EG12688	grxB	P0AC59	JW1051	Counterclockwise	1122630	1123277
P0AB31	yceK		b1050	JW5151	YCEK_ECOLI	EG12689	yceK	P0AB31	JW5151	Clockwise	1112802	1113029
P0AAZ4	rarA	ycaJ	b0892	JW0875	RARA_ECOLI	EG12690	rarA	P0AAZ4	JW0875	Clockwise	937217	938560
P0AB58	yciM		b1280	JW1272	YCIM_ECOLI	EG12691	yciM	P0AB58	JW1272	Clockwise	1338582	1339751
P45579	ybdH		b0599	JW0592	YBDH_ECOLI	EG12692	ybdH	P45579	JW0592	Counterclockwise	631612	632700
P43337	nudL	yeaB	b1813	JW1802	NUDL_ECOLI	EG12693	nudL	P43337	JW1802	Clockwise	1894194	1894772
P45463	ttdR	ygiP	b3060	JW3032	TTDR_ECOLI	EG12694	ttdR	P45463	JW3032	Counterclockwise	3203346	3204278
P41407	azoR	acpD	b1412	JW1409	AZOR_ECOLI	EG12695	azoR	P41407	JW1409	Counterclockwise	1480279	1480884
P0ABY4	fldB		b2895	JW2863	FLAW_ECOLI	EG12697	fldB	P0ABY4	JW2863	Clockwise	3037877	3038398
P0A6G3	ygaD		b2700	JW2670	YGAD_ECOLI	EG12698	ygaD	P0A6G3	JW2670	Counterclockwise	2821871	2822368
P41052	mltB		b2701	JW2671	MLTB_ECOLI	EG12699	mltB	P41052	JW2671	Counterclockwise	2822513	2823598
P37902	gltI	ybeJ yzzK	b0655	JW5092	GLTI_ECOLI	EG12700	gltI	P37902	JW5092	Counterclockwise	686062	686970
P41409	rihA	ybeK	b0651	JW0646	RIHA_ECOLI	EG12701	rihA	P41409	JW0646	Counterclockwise	682700	683635
P43340	ycaK		b0901	JW0884	YCAK_ECOLI	EG12702	ycaK	P43340	JW0884	Clockwise	948891	949481
P0AB14	yccJ		b1003	JW0988	YCCJ_ECOLI	EG12703	yccJ	P0AB14	JW0988	Counterclockwise	1066087	1066314
P46142	yggM		b2956	JW2923	YGGM_ECOLI	EG12704	yggM	P46142	JW2923	Counterclockwise	3096580	3097587
P0ADS9	yggN		b2958	JW2925	YGGN_ECOLI	EG12705	yggN	P0ADS9	JW2925	Counterclockwise	3098926	3099645
P46141	ygbE		b2749	JW2719	YGBE_ECOLI	EG12707	ygbE	P46141	JW2719	Counterclockwise	2871036	2871359
P45570	ybcI		b0527	JW0516	YBCI_ECOLI	EG12708	ybcI	P45570	JW0516	Counterclockwise	555255	555776
P46125	yedI		b1958	JW1941	YEDI_ECOLI	EG12709	yedI	P46125	JW1941	Counterclockwise	2026473	2027390
P46144	yedJ		b1962	JW1945	YEDJ_ECOLI	EG12710	yedJ	P46144	JW1945	Counterclockwise	2030408	2031103
P45578	luxS	ygaG	b2687	JW2662	LUXS_ECOLI	EG12712	luxS	P45578	JW2662	Counterclockwise	2812240	2812755
P46136	yddG		b1473	JW1469	YDDG_ECOLI	EG12713	yddG	P46136	JW1469	Counterclockwise	1544312	1545193
P45568	dxr	ispC yaeM	b0173	JW0168	DXR_ECOLI	EG12715	dxr	P45568	JW0168	Clockwise	193521	194717
P0A9H1	mug	ygjF	b3068	JW3040	MUG_ECOLI	EG12717	mug	P0A9H1	JW3040	Counterclockwise	3212989	3213495
P42588	patA	ygjG	b3073	JW5510	PAT_ECOLI	EG12718	patA	P42588	JW5510	Clockwise	3217516	3218895
P42589	ygjH		b3074	JW3045	YGJH_ECOLI	EG12719	ygjH	P42589	JW3045	Counterclockwise	3218937	3219269
P42590	ygjI		b3078	JW5512	YGJI_ECOLI	EG12720	ygjI	P42590	JW5512	Clockwise	3224256	3225689
P42591	ygjJ		b3079	JW3050	YGJJ_ECOLI	EG12721	ygjJ	P42591	JW3050	Clockwise	3225823	3226893
P42592	ygjK		b3080	JW3051	YGJK_ECOLI	EG12722	ygjK	P42592	JW3051	Clockwise	3226910	3229261
P42593	fadH	ygjL	b3081	JW3052	FADH_ECOLI	EG12723	fadH	P42593	JW3052	Clockwise	3229687	3231705
P67701	ygjM		b3082	JW3053	YGJM_ECOLI	EG12724	higA	P67701	JW3053	Counterclockwise	3231750	3232166
P64578	ygjN		b3083	JW3054	YGJN_ECOLI	EG12725	higB	P64578	JW3054	Counterclockwise	3232163	3232477
P42596	rlmG	ygjO	b3084	JW5513	RLMG_ECOLI	EG12726	rlmG	P42596	JW5513	Counterclockwise	3232761	3233897
P42597	ygjP		b3085	JW5514	YGJP_ECOLI	EG12727	ygjP	P42597	JW5514	Clockwise	3233982	3234485
P42598	ygjQ		b3086	JW3057	YGJQ_ECOLI	EG12728	ygjQ	P42598	JW3057	Clockwise	3234562	3235254
P42599	ygjR		b3087	JW3058	YGJR_ECOLI	EG12729	ygjR	P42599	JW3058	Clockwise	3235333	3236319
P42601	alx	ygjT	b3088	JW5515	ALX_ECOLI	EG12731	alx	P42601	JW5515	Clockwise	3236602	3237567
P0AGE4	sstT	ygjU	b3089	JW3060	SSTT_ECOLI	EG12732	sstT	P0AGE4	JW3060	Clockwise	3237966	3239210
P42603	ygjV		b3090	JW3061	YGJV_ECOLI	EG12733	ygjV	P42603	JW3061	Counterclockwise	3239215	3239766
P42604	uxaA	ygjW	b3091	JW3062	UXAA_ECOLI	EG12734	uxaA	P42604	JW3062	Counterclockwise	3239849	3241336
P0A8G3	uxaC	ygjX ygjY ygjZ	b3092	JW3063	UXAC_ECOLI	EG12737	uxaC	P0A8G3	JW3063	Counterclockwise	3241351	3242763
P0AA78	exuT		b3093	JW3064	EXUT_ECOLI	EG12738	exuT	P0AA78	JW3064	Clockwise	3243126	3244544
P0ACL2	exuR		b3094	JW3065	EXUR_ECOLI	EG12739	exuR	P0ACL2	JW3065	Clockwise	3244674	3245450
P0AA63	yqjA		b3095	JW3066	YQJA_ECOLI	EG12740	yqjA	P0AA63	JW3066	Clockwise	3245795	3246457
P42615	yqjB		b3096	JW3067	YQJB_ECOLI	EG12741	mzrA	P42615	JW3067	Clockwise	3246461	3246844
P42616	yqjC		b3097	JW5516	YQJC_ECOLI	EG12742	yqjC	P42616	JW5516	Clockwise	3246991	3247359
P64581	yqjD		b3098	JW3069	YQJD_ECOLI	EG12743	yqjD	P64581	JW3069	Clockwise	3247397	3247702
P64585	yqjE		b3099	JW3070	YQJE_ECOLI	EG12744	yqjE	P64585	JW3070	Clockwise	3247705	3248109
P42619	yqjF		b3101	JW5850	YQJF_ECOLI	EG12745	yqjF	P42619	JW5850	Clockwise	3248584	3248976
P42620	yqjG		b3102	JW3073	YQJG_ECOLI	EG12746	yqjG	P42620	JW3073	Clockwise	3249046	3250032
P64590	yhaH		b3103	JW3074	YHAH_ECOLI	EG12747	yhaH	P64590	JW3074	Clockwise	3250326	3250691
P64592	yhaI		b3104	JW3075	YHAI_ECOLI	EG12748	yhaI	P64592	JW3075	Clockwise	3250933	3251289
P67660	yhaJ		b3105	JW3076	YHAJ_ECOLI	EG12749	yhaJ	P67660	JW3076	Counterclockwise	3251340	3252236
P42624	yhaK		b3106	JW3077	YHAK_ECOLI	EG12750	yhaK	P42624	JW3077	Clockwise	3252341	3253042
P42625	yhaL		b3107	JW5517	YHAL_ECOLI	EG12751	yhaL	P42625	JW5517	Clockwise	3253065	3253229
P42626	yhaM	yhaN	b4470	JW5518	YHAM_ECOLI	EG12752	yhaM	P42626	JW5518	Counterclockwise	3253363	3254673
P42628	yhaO		b3110	JW5519	YHAO_ECOLI	EG12754	yhaO	P42628	JW5519	Counterclockwise	3254701	3256032
P42630	tdcG	yhaP yhaQ	b4471	JW5520	TDCG_ECOLI	EG12756	tdcG	P42630	JW5520	Counterclockwise	3256307	3257671
P0AGL2	tdcF	yhaR	b3113	JW5521	TDCF_ECOLI	EG12757	tdcF	P0AGL2	JW5521	Counterclockwise	3257743	3258132
P42632	tdcE	yhaS	b3114	JW5522	TDCE_ECOLI	EG12758	tdcE	P42632	JW5522	Counterclockwise	3258146	3260440
