AAEA_ECOLI	P46482	C6EGL9_ECOBD
PRIA_ECOLI	P17888	C6EE74_ECOBD
PRIB_ECOLI	P07013	C6ECE8_ECOBD
PRIC_ECOLI	P23862	C6EKZ7_ECOBD
PRMA_ECOLI	P0A8T1	C6EGK1_ECOBD
PROA_ECOLI	P07004	C6EA42_ECOBD
PROB_ECOLI	P0A7B5	C6EA43_ECOBD
PROQ_ECOLI	P45577	C6EBZ8_ECOBD
PRP1_ECOLI	P55798	C6EBZ1_ECOBD
PRP2_ECOLI	P55799	C6EJD3_ECOBD
PRPC_ECOLI	P31660	C6ELP7_ECOBD
PRPD_ECOLI	P77243	C6ELP6_ECOBD
PRPE_ECOLI	P77495	C6ELP5_ECOBD
PRPR_ECOLI	P77743	C6ELQ0_ECOBD
PRTL_ECOLI	P02338	Null
PSIA1_ECOLI	P18148	Null
PSIB1_ECOLI	P10031	Null
PSPF_ECOLI	P37344	C6EFS9_ECOBD
PSUK_ECOLI	P30235	C6EAE7_ECOBD
PTH_ECOLI	P0A7D1	C6EGR2_ECOBD
PTHP_ECOLI	P0AA04	C6EL62_ECOBD
PTPB1_ECOLI	P42909	C6EH87_ECOBD
PTPB2_ECOLI	P42904	C6EH94_ECOBD
PTPS_ECOLI	P65870	Null
PTRB_ECOLI	P24555	C6EBY4_ECOBD
PTSO_ECOLI	P0A9N0	C6EH21_ECOBD
PUR1_ECOLI	P0AG16	C6ELE1_ECOBD
PUR2_ECOLI	P15640	C6EE13_ECOBD
PUR3_ECOLI	P08179	C6EKL1_ECOBD
PUR4_ECOLI	P15254	C6EKF0_ECOBD
PUR5_ECOLI	P08178	C6EKL2_ECOBD
PUR6_ECOLI	P0AG18	C6EKU3_ECOBD
PUR7_ECOLI	P0A7D7	C6EKN5_ECOBD
PUR8_ECOLI	P0AB89	C6EGW0_ECOBD
PUR9_ECOLI	P15639	C6EE12_ECOBD
PURA_ECOLI	P0A7D4	C6ECH2_ECOBD
PURK_ECOLI	P09029	C6EKU4_ECOBD
PURR_ECOLI	P0ACP7	C6ECU5_ECOBD
PURT_ECOLI	P33221	C6EBX9_ECOBD
PURU_ECOLI	P37051	C6EGN5_ECOBD
PUUA_ECOLI	P78061	C6EFT5_ECOBD
PUUB_ECOLI	P37906	C6EFT1_ECOBD
PUUC_ECOLI	P23883	C6EFT2_ECOBD
PUUD_ECOLI	P76038	C6EFT4_ECOBD
PUUE_ECOLI	P50457	C6EFT0_ECOBD
PUUR_ECOLI	P0A9U6	C6EFT3_ECOBD
PYRB_ECOLI	P0A786	C6ECA3_ECOBD
PYRC_ECOLI	P05020	C6EHF1_ECOBD
PYRE_ECOLI	P0A7E3	C6EDE9_ECOBD
PYRF_ECOLI	P08244	C6EFV3_ECOBD
PYRH_ECOLI	P0A7E9	C6EAB4_ECOBD
PYRI_ECOLI	P0A7F3	C6ECA4_ECOBD
QOR_ECOLI	P28304	Null
QSEB_ECOLI	P52076	C6EHW8_ECOBD
QUEA_ECOLI	P0A7F9	C6ELH9_ECOBD
QUEF_ECOLI	Q46920	C6EJ78_ECOBD
RACC_ECOLI	P15033	C6EFN3_ECOBD
RACR_ECOLI	P76062	Null
RADA_ECOLI	P24554	C6EBI2_ECOBD
RAIA_ECOLI	P0AD49	C6EJZ4_ECOBD
RAPA_ECOLI	P60240	C6EAZ6_ECOBD
RARA_ECOLI	P0AAZ4	C6EI90_ECOBD
RAVA_ECOLI	P31473	C6EG57_ECOBD
RBFA_ECOLI	P0A7G2	C6EH58_ECOBD
RBSD_ECOLI	P04982	Null
RBSK_ECOLI	P0A9J6	C6EG50_ECOBD
RBSR_ECOLI	P0ACQ0	C6EG49_ECOBD
RCMNS_ECOLI	P69506	C6ECD5_ECOBD
RCNR_ECOLI	P64530	Null
RCSA_ECOLI	P69405	C6EBB4_ECOBD
RCSB_ECOLI	P69407	Null
RDGB_ECOLI	P52061	C6EIF7_ECOBD
RDGC_ECOLI	P36767	C6ELJ1_ECOBD
RDOA_ECOLI	P0C0K3	C6EF44_ECOBD
REA1_ECOLI	P13960	Null
RECE_ECOLI	P15032	Null
RECF_ECOLI	P0A7H0	C6ECH9_ECOBD
RECG_ECOLI	P24230	C6EDD8_ECOBD
RECQ_ECOLI	P15043	C6EF89_ECOBD
RECR_ECOLI	P0A7H6	C6EKZ2_ECOBD
RECT_ECOLI	P33228	C6EFN4_ECOBD
RECX_ECOLI	P33596	C6EJT3_ECOBD
REDF_ECOLI	P06615	Null
RELA_ECOLI	P0AG20	C6EJ88_ECOBD
RELB_ECOLI	P0C079	Null
RELE_ECOLI	P0C077	Null
REM_ECOLI	P07010	C6EDT0_ECOBD
REND_ECOLI	P75718	Null
REP_ECOLI	P09980	C6EG35_ECOBD
REPB_ECOLI	Q57154	Null
REPE1_ECOLI	P03856	Null
REPL1_ECOLI	P56980	Null
REQ1_ECOLI	Q47274	Null
REQ2_ECOLI	P76161	C6EJG3_ECOBD
RF1_ECOLI	P0A7I0	C6EGQ5_ECOBD
RF2_ECOLI	P07012	C6EIL7_ECOBD
RF3_ECOLI	P0A7I4	C6EBJ7_ECOBD
RFAB_ECOLI	P27127	Null
RFAC_ECOLI	P24173	C6EDG9_ECOBD
RFAF_ECOLI	P37692	C6EDH0_ECOBD
RFAG_ECOLI	P25740	C6EDG0_ECOBD
RFAH_ECOLI	P0AFW0	C6EF56_ECOBD
RFAI_ECOLI	P27128	C6EDG2_ECOBD
RFAJ_ECOLI	P27129	C6EDG6_ECOBD
RFAP_ECOLI	P25741	C6EDG1_ECOBD
RFAQ_ECOLI	P25742	C6EDF9_ECOBD
RFAS_ECOLI	P27126	Null
RFAY_ECOLI	P27240	C6EDG5_ECOBD
RFAZ_ECOLI	P27241	Null
RFBB_ECOLI	P37759	Null
RFBC_ECOLI	P37745	Null
RFBD_ECOLI	P37760	Null
RFFA_ECOLI	P27833	C6EG21_ECOBD
RFFC_ECOLI	P27832	C6EG22_ECOBD
RFFG_ECOLI	P27830	Null
RFH_ECOLI	P28369	C6EA51_ECOBD
RHAA_ECOLI	P32170	C6EEZ5_ECOBD
RHAB_ECOLI	P32171	C6EEZ4_ECOBD
RHAD_ECOLI	P32169	C6EEZ6_ECOBD
RHAM_ECOLI	P32156	C6EEZ7_ECOBD
RHAMD_ECOLI	P77215	Null
RHAR_ECOLI	P09378	C6EEZ1_ECOBD
RHAS_ECOLI	P09377	C6EEZ2_ECOBD
RHLB_ECOLI	P0A8J8	C6EG33_ECOBD
RHLE_ECOLI	P25888	C6EIY5_ECOBD
RHO_ECOLI	P0AG30	C6EG30_ECOBD
RHSA_ECOLI	P16916	C6EE82_ECOBD
RHSB_ECOLI	P16917	C6EF92_ECOBD
RHSC_ECOLI	P16918	Null
RHSD_ECOLI	P16919	C6EKW7_ECOBD
RHSE_ECOLI	P24211	Null
RIBA_ECOLI	P0A7I7	C6EFV7_ECOBD
RIBD_ECOLI	P25539	C6ELH0_ECOBD
RIBF_ECOLI	P0AG40	C6EB28_ECOBD
RIHA_ECOLI	P41409	C6EK45_ECOBD
RIHB_ECOLI	P33022	C6EAF1_ECOBD
RIHC_ECOLI	P22564	C6EB23_ECOBD
RIMI_ECOLI	P0A944	C6EBJ9_ECOBD
RIMJ_ECOLI	P0A948	C6EHE7_ECOBD
RIMK_ECOLI	P0C0U4	C6EIQ3_ECOBD
RIML_ECOLI	P13857	C6EET6_ECOBD
RIMM_ECOLI	P0A7X6	C6EJY4_ECOBD
RIMN_ECOLI	P45748	C6EGI4_ECOBD
RIMO_ECOLI	P0AEI4	C6EIU8_ECOBD
RIMP_ECOLI	P0A8A8	C6EH55_ECOBD
RIR1_ECOLI	P00452	C6E9W7_ECOBD
RIR3_ECOLI	P39452	C6EJV0_ECOBD
RISA_ECOLI	P0AFU8	C6ECU1_ECOBD
RISB_ECOLI	P61714	C6ELG9_ECOBD
RL1_ECOLI	P0A7L0	C6EE35_ECOBD
RL10_ECOLI	P0A7J3	C6EE34_ECOBD
RL11_ECOLI	P0A7J7	C6EE36_ECOBD
RL13_ECOLI	P0AA10	C6EH01_ECOBD
RL14_ECOLI	P0ADY3	C6EGF6_ECOBD
RL15_ECOLI	P02413	C6EGG5_ECOBD
RL16_ECOLI	P0ADY7	C6EGF3_ECOBD
RL17_ECOLI	P0AG44	C6EGH2_ECOBD
RL18_ECOLI	P0C018	C6EGG2_ECOBD
RL19_ECOLI	P0A7K6	C6EJY6_ECOBD
RL2_ECOLI	P60422	C6EGE9_ECOBD
RL20_ECOLI	P0A7L3	C6ECP1_ECOBD
RL21_ECOLI	P0AG48	C6EH41_ECOBD
RL22_ECOLI	P61175	C6EGF1_ECOBD
RL23_ECOLI	P0ADZ0	C6EGE8_ECOBD
RL24_ECOLI	P60624	C6EGF7_ECOBD
RL25_ECOLI	P68919	C6EA12_ECOBD
RL27_ECOLI	P0A7L8	C6EH42_ECOBD
RL28_ECOLI	P0A7M2	C6EDF4_ECOBD
RL29_ECOLI	P0A7M6	C6EGF4_ECOBD
RL3_ECOLI	P60438	C6EGE6_ECOBD
RL30_ECOLI	P0AG51	C6EGG4_ECOBD
RL31_ECOLI	P0A7M9	C6EE73_ECOBD
RL31B_ECOLI	P0A7N1	C6ELT3_ECOBD
RL32_ECOLI	P0A7N4	C6EHC5_ECOBD
RL33_ECOLI	P0A7N9	C6EDF5_ECOBD
RL34_ECOLI	P0A7P5	C6EGA1_ECOBD
RL35_ECOLI	P0A7Q1	C6ECP0_ECOBD
RL36_ECOLI	P0A7Q6	C6EGG7_ECOBD
RL362_ECOLI	Q2EEQ2	C6ELT4_ECOBD
RL4_ECOLI	P60723	C6EGE7_ECOBD
RL5_ECOLI	P62399	C6EGF8_ECOBD
RL6_ECOLI	P0AG55	C6EGG1_ECOBD
RL7_ECOLI	P0A7K2	C6EE33_ECOBD
RL9_ECOLI	P0A7R1	C6ECE6_ECOBD
RLMA_ECOLI	P36999	C6EC08_ECOBD
RLMB_ECOLI	P63177	C6ECG9_ECOBD
RLME_ECOLI	P0C0R7	C6EH48_ECOBD
RLMF_ECOLI	P75782	C6EIX5_ECOBD
RLMG_ECOLI	P42596	C6EHR2_ECOBD
RLMH_ECOLI	P0A8I8	C6EK57_ECOBD
RLMI_ECOLI	P75876	C6EI14_ECOBD
RLML_ECOLI	P75864	C6EI34_ECOBD
RLMM_ECOLI	P0ADR6	C6EJ60_ECOBD
RLMN_ECOLI	P36979	C6EKJ2_ECOBD
RLUA_ECOLI	P0AA37	C6EAZ7_ECOBD
RLUB_ECOLI	P37765	C6EFW8_ECOBD
RLUC_ECOLI	P0AA39	C6EHC8_ECOBD
RLUD_ECOLI	P33643	C6EJZ6_ECOBD
RLUE_ECOLI	P75966	C6EGV6_ECOBD
RLUF_ECOLI	P32684	C6EE02_ECOBD
RMF_ECOLI	P0AFW2	C6EI29_ECOBD
RMLA2_ECOLI	P61887	C6EG23_ECOBD
RNB_ECOLI	P30850	C6EFU6_ECOBD
RNC_ECOLI	P0A7Y0	C6EK20_ECOBD
RND_ECOLI	P09155	C6EC27_ECOBD
RNG_ECOLI	P0A9J0	C6EGL4_ECOBD
RNH_ECOLI	P0A7Y4	C6EA76_ECOBD
RNH2_ECOLI	P10442	C6EAA2_ECOBD
RNK_ECOLI	P0AFW4	C6EK84_ECOBD
RNPA_ECOLI	P0A7Y8	C6EGA0_ECOBD
RNPH_ECOLI	P0CG19	C6EDE8_ECOBD
RNR_ECOLI	P21499	C6ECH0_ECOBD
RNT_ECOLI	P30014	C6ECV1_ECOBD
RNZ_ECOLI	P0A8V0	C6E9T1_ECOBD
ROB_ECOLI	P0ACI0	C6EBH5_ECOBD
ROF_ECOLI	P0AFW8	C6EA96_ECOBD
RP32_ECOLI	P0AGB3	C6EFB3_ECOBD
RP54_ECOLI	P24255	C6EH25_ECOBD
RP5M_ECOLI	P0AFX0	C6EH24_ECOBD
RPE_ECOLI	P0AG07	C6EFJ0_ECOBD
RPIA_ECOLI	P0A7Z0	C6EIJ5_ECOBD
RPIB_ECOLI	P37351	C6ED33_ECOBD
RPOA_ECOLI	P0A7Z4	C6EGH1_ECOBD
RPOB_ECOLI	P0A8V2	C6EE32_ECOBD
RPOC_ECOLI	P0A8T7	C6EE31_ECOBD
RPOD_ECOLI	P00579	C6EHS8_ECOBD
RPOS_ECOLI	P13445	C6EJC6_ECOBD
RPOZ_ECOLI	P0A800	C6EDE1_ECOBD
RPPH_ECOLI	P0A776	C6EJ39_ECOBD
RRAA_ECOLI	P0A8R0	C6EEW9_ECOBD
RRF_ECOLI	P0A805	C6EAB3_ECOBD
RS1_ECOLI	P0AG67	C6EI71_ECOBD
RS10_ECOLI	P0A7R5	C6EGE5_ECOBD
RS11_ECOLI	P0A7R9	C6EGG9_ECOBD
RS12_ECOLI	P0A7S3	C6EGC2_ECOBD
RS13_ECOLI	P0A7S9	C6EGG8_ECOBD
RS14_ECOLI	P0AG59	C6EGF9_ECOBD
RS15_ECOLI	P0ADZ4	C6EH60_ECOBD
RS16_ECOLI	P0A7T3	C6EJY3_ECOBD
RS17_ECOLI	P0AG63	C6EGF5_ECOBD
RS18_ECOLI	P0A7T7	C6ECE7_ECOBD
RS19_ECOLI	P0A7U3	C6EGF0_ECOBD
RS2_ECOLI	P0A7V0	C6EAB6_ECOBD
RS20_ECOLI	P0A7U7	C6EB30_ECOBD
RS21_ECOLI	P68679	C6EHT0_ECOBD
RS3_ECOLI	P0A7V3	C6EGF2_ECOBD
RS4_ECOLI	P0A7V8	C6EGH0_ECOBD
RS5_ECOLI	P0A7W1	C6EGG3_ECOBD
RS6_ECOLI	P02358	C6ECE9_ECOBD
RS7_ECOLI	P02359	C6EGC3_ECOBD
RS8_ECOLI	P0A7W7	C6EGG0_ECOBD
RS9_ECOLI	P0A7X3	C6EH02_ECOBD
RSD_ECOLI	P0AFX4	C6EE23_ECOBD
RSGA_ECOLI	P39286	C6ECW4_ECOBD
RSMA_ECOLI	P06992	C6EB02_ECOBD
RSMC_ECOLI	P39406	C6EBK1_ECOBD
RSMD_ECOLI	P0ADX9	C6EFA9_ECOBD
RSME_ECOLI	P0AGL7	C6EIG5_ECOBD
RSMF_ECOLI	P76273	C6EBZ4_ECOBD
RSMG_ECOLI	P0A6U5	C6EG63_ECOBD
RSMH_ECOLI	P60390	C6EAX3_ECOBD
RSPA_ECOLI	P38104	C6EDR7_ECOBD
RSSA_ECOLI	P0AFR0	C6EGN3_ECOBD
RSTA_ECOLI	P52108	C6EDP0_ECOBD
RSUA_ECOLI	P0AA43	C6EA14_ECOBD
RTCA_ECOLI	P46849	C6EFF4_ECOBD
RTCB_ECOLI	P46850	C6EFF3_ECOBD
RTCR_ECOLI	P38035	C6EFF2_ECOBD
RUMA_ECOLI	P55135	C6EJ87_ECOBD
RUMB_ECOLI	P75817	C6EIC2_ECOBD
RUSA_ECOLI	P0AG74	C6EKE2_ECOBD
RUTA_ECOLI	P75898	C6EHJ5_ECOBD
RUTB_ECOLI	P75897	C6EHJ6_ECOBD
RUTD_ECOLI	P75895	C6EHJ8_ECOBD
RUTE_ECOLI	P75894	C6EHJ9_ECOBD
RUTF_ECOLI	P75893	C6EHK0_ECOBD
RUTR_ECOLI	P0ACU2	C6EHJ4_ECOBD
RUVA_ECOLI	P0A809	C6EBW6_ECOBD
RUVB_ECOLI	P0A812	C6EBW7_ECOBD
RUVC_ECOLI	P0A814	C6EBW4_ECOBD
RUVX_ECOLI	P0A8I1	C6EIG2_ECOBD
SBCD_ECOLI	P0AG76	C6ELI6_ECOBD
SBM_ECOLI	P27253	C6EIJ2_ECOBD
SDHD_ECOLI	P00926	C6ELA2_ECOBD
SDHM_ECOLI	P30744	C6EJ74_ECOBD
SDIA_ECOLI	P07026	C6EBE5_ECOBD
SELA_ECOLI	P0A821	C6EE84_ECOBD
SELB_ECOLI	P14081	C6EE85_ECOBD
SELD_ECOLI	P16456	C6ECJ3_ECOBD
SELU_ECOLI	P33667	C6EKW2_ECOBD
SERA_ECOLI	P0A9T0	C6EIJ6_ECOBD
SERC_ECOLI	P23721	C6EI75_ECOBD
SFGH1_ECOLI	P51025	C6ELM5_ECOBD
SFGH2_ECOLI	P33018	C6EAF9_ECOBD
SFSA_ECOLI	P0A823	C6EAD8_ECOBD
SFSB_ECOLI	P0ACH1	C6EH39_ECOBD
SGBE_ECOLI	P37680	C6EE96_ECOBD
SGBH_ECOLI	P37678	C6EE98_ECOBD
SGBU_ECOLI	P37679	C6EE97_ECOBD
SGCA_ECOLI	P39363	C6EC57_ECOBD
SGCE_ECOLI	P39362	C6EC58_ECOBD
SGCQ_ECOLI	P39364	C6EC56_ECOBD
SGCR_ECOLI	P39361	C6EC59_ECOBD
SGCX_ECOLI	P39366	C6EBT0_ECOBD
SGRR_ECOLI	P33595	C6EAY6_ECOBD
SGRT_ECOLI	C1P5Z7	C6EAY5_ECOBD
SLMA_ECOLI	P0C093	C6EDF0_ECOBD
SLYA_ECOLI	P0A8W2	C6EDK3_ECOBD
SLYD_ECOLI	P0A9K9	C6EGB5_ECOBD
SLYX_ECOLI	P0A8R4	C6EGB6_ECOBD
SMF_ECOLI	P30852	C6EGI1_ECOBD
SMG_ECOLI	P0A828	C6EGI2_ECOBD
SMTA_ECOLI	P36566	C6EI61_ECOBD
SODF_ECOLI	P0AGD3	C6ECU7_ECOBD
SODM_ECOLI	P00448	C6EEY9_ECOBD
SOHA_ECOLI	P15373	C6EH97_ECOBD
SOPA_ECOLI	P62556	Null
SOPB_ECOLI	P62558	Null
SOXR_ECOLI	P0ACS2	C6ED61_ECOBD
SOXS_ECOLI	P0A9E2	C6ED62_ECOBD
SPEA_ECOLI	P21170	C6EIH1_ECOBD
SPEB_ECOLI	P60651	C6EIH2_ECOBD
SPED_ECOLI	P0A7F6	C6EAT7_ECOBD
SPEE_ECOLI	P09158	C6EAT6_ECOBD
SPOT_ECOLI	P0AG24	C6EDE0_ECOBD
SPRT_ECOLI	P39902	C6EIG7_ECOBD
SRA_ECOLI	P68191	C6EEN7_ECOBD
SRLD_ECOLI	P05707	C6EJS6_ECOBD
SRLR_ECOLI	P15082	C6EJS4_ECOBD
SRMB_ECOLI	P21507	C6EK10_ECOBD
SSB_ECOLI	P0AGE0	C6ED65_ECOBD
SSBF_ECOLI	P18310	Null
SSEB_ECOLI	P0AFZ1	C6EKI5_ECOBD
SSNA_ECOLI	Q46812	C6EIM9_ECOBD
SSPA_ECOLI	P0ACA3	C6EH03_ECOBD
SSPB_ECOLI	P0AFZ3	C6EH04_ECOBD
SSRP_ECOLI	P0A832	C6EJX3_ECOBD
SSUD_ECOLI	P80645	C6EI47_ECOBD
SSUE_ECOLI	P80644	C6EI45_ECOBD
STFE_ECOLI	P33227	C6EIR1_ECOBD
STFQ_ECOLI	P77515	Null
STFR_ECOLI	P76072	Null
STHA_ECOLI	P27306	C6EE47_ECOBD
STPA_ECOLI	P0ACG1	C6EJV6_ECOBD
SUCC_ECOLI	P0A836	C6EJL0_ECOBD
SUCD_ECOLI	P0AGE9	C6EJK9_ECOBD
SUCP_ECOLI	P76041	C6EFS3_ECOBD
SUHB_ECOLI	P0ADG4	C6EKH4_ECOBD
SULA_ECOLI	P0AFZ5	C6EI23_ECOBD
SUPH_ECOLI	P75792	C6EIW0_ECOBD
SURE_ECOLI	P0A840	C6EJC3_ECOBD
SXY_ECOLI	P75869	C6EI22_ECOBD
SYA_ECOLI	P00957	C6EJT4_ECOBD
SYC_ECOLI	P21888	C6EKU0_ECOBD
SYE_ECOLI	P04805	C6EL72_ECOBD
SYFA_ECOLI	P08312	C6ECP3_ECOBD
SYFB_ECOLI	P07395	C6ECP4_ECOBD
SYGA_ECOLI	P00960	C6EEB9_ECOBD
SYGB_ECOLI	P00961	C6EEC0_ECOBD
SYH_ECOLI	P60906	C6EKJ5_ECOBD
SYI_ECOLI	P00956	C6EB27_ECOBD
SYK1_ECOLI	P0A8N3	C6EIL8_ECOBD
SYK2_ECOLI	P0A8N5	C6ECZ5_ECOBD
SYK3_ECOLI	P0A8N7	Null
SYL_ECOLI	P07813	C6EK51_ECOBD
SYM_ECOLI	P00959	C6EAJ7_ECOBD
SYME_ECOLI	P39394	C6EBN4_ECOBD
SYN_ECOLI	P0A8M0	C6EI52_ECOBD
SYP_ECOLI	P16659	C6EA90_ECOBD
SYQ_ECOLI	P00962	C6EJQ4_ECOBD
SYR_ECOLI	P11875	C6EBV1_ECOBD
SYS_ECOLI	P0A8L1	C6EI89_ECOBD
SYT_ECOLI	P0A8M3	C6ECN8_ECOBD
SYV_ECOLI	P07118	C6EC93_ECOBD
SYW_ECOLI	P00954	C6EFJ2_ECOBD
SYY_ECOLI	P0AGJ9	C6EDK8_ECOBD
T1MK_ECOLI	P08957	C6EBN1_ECOBD
T1RK_ECOLI	P08956	C6EBN0_ECOBD
T1SK_ECOLI	P05719	Null
TADA_ECOLI	P68398	C6EK29_ECOBD
TALA_ECOLI	P0A867	C6EKP8_ECOBD
TALB_ECOLI	P0A870	C6EBG1_ECOBD
TAM_ECOLI	P76145	C6EEK4_ECOBD
TAS_ECOLI	P0A9T4	C6EJ34_ECOBD
TATD_ECOLI	P27859	C6EF57_ECOBD
TAUD_ECOLI	P37610	C6ELL6_ECOBD
TDCA_ECOLI	P0ACQ7	C6EHA6_ECOBD
TDCD_ECOLI	P11868	C6EHA9_ECOBD
TDCE_ECOLI	P42632	C6EHB0_ECOBD
TDCF_ECOLI	P0AGL2	C6EHB1_ECOBD
TDCR_ECOLI	P11866	C6EHA5_ECOBD
TDH_ECOLI	P07913	C6EDH3_ECOBD
TEHB_ECOLI	P25397	C6EET3_ECOBD
TESB_ECOLI	P0AGG2	C6EL11_ECOBD
TESC_ECOLI	P77712	C6EL20_ECOBD
TFAD_ECOLI	P77699	C6EJF3_ECOBD
TFAE_ECOLI	P09153	C6EIR2_ECOBD
TFAQ_ECOLI	P76155	Null
TFAR_ECOLI	P77163	Null
TFAS_ECOLI	P77326	Null
TGT_ECOLI	P0A847	C6ELH8_ECOBD
THGA_ECOLI	P07464	C6ELN8_ECOBD
THID_ECOLI	P76422	C6EAK7_ECOBD
THIE_ECOLI	P30137	C6EE25_ECOBD
THIG_ECOLI	P30139	C6EE28_ECOBD
THIH_ECOLI	P30140	C6EE29_ECOBD
THII_ECOLI	P77718	C6EL46_ECOBD
THIJ_ECOLI	Q46948	C6EL45_ECOBD
THIL_ECOLI	P0AGG0	C6ELG7_ECOBD
THIO_ECOLI	P0AA25	C6EG32_ECOBD
THIO2_ECOLI	P0AGG4	C6EK04_ECOBD
THIS_ECOLI	O32583	C6EE27_ECOBD
THRC_ECOLI	P00934	C6EBG5_ECOBD
THTM_ECOLI	P31142	C6EKI8_ECOBD
TIG_ECOLI	P0A850	C6EL29_ECOBD
TILS_ECOLI	P52097	C6EA97_ECOBD
TKT1_ECOLI	P27302	C6EIH4_ECOBD
TKT2_ECOLI	P33570	C6EKP7_ECOBD
TLDD_ECOLI	P0AGG8	C6EGL6_ECOBD
TNAA_ECOLI	P0A853	C6EG95_ECOBD
TNPA_ECOLI	Q00037	Null
TNPX_ECOLI	Q00042	Null
TNR1_ECOLI	P03012	Null
TOP1_ECOLI	P06612	C6EFW3_ECOBD
TOP3_ECOLI	P14294	C6ECJ4_ECOBD
TORD_ECOLI	P36662	C6EHK9_ECOBD
TORI_ECOLI	Q2EES9	Null
TORR_ECOLI	P38684	C6EHL2_ECOBD
TPIS_ECOLI	P0A858	C6EEX9_ECOBD
TPX_ECOLI	P0A862	C6EFQ8_ECOBD
TRAI1_ECOLI	P14565	Null
TRAJ1_ECOLI	P06626	Null
TRAM1_ECOLI	P10026	Null
TRAR_ECOLI	P41065	Null
TRAY1_ECOLI	P06627	Null
TRBD_ECOLI	P41070	Null
TRBG_ECOLI	P41072	Null
TREC_ECOLI	P28904	C6ECA9_ECOBD
TREF_ECOLI	P62601	C6EEG4_ECOBD
TRER_ECOLI	P36673	C6ECA7_ECOBD
TRMA_ECOLI	P23003	C6EE44_ECOBD
TRMB_ECOLI	P0A8I5	C6EIF0_ECOBD
TRMD_ECOLI	P0A873	C6EJY5_ECOBD
TRMH_ECOLI	P0AGJ2	C6EDD9_ECOBD
TRMJ_ECOLI	P0AE01	C6EKH5_ECOBD
TRMN6_ECOLI	P31825	C6EK11_ECOBD
TRPA_ECOLI	P0A877	C6EFX6_ECOBD
TRPE_ECOLI	P00895	C6EFX2_ECOBD
TRPH_ECOLI	P77766	C6EFX1_ECOBD
TRPR_ECOLI	P0A881	C6EBH8_ECOBD
TRUA_ECOLI	P07649	C6ELD5_ECOBD
TRUB_ECOLI	P60340	C6EH59_ECOBD
TRUC_ECOLI	P0AA41	C6EJ81_ECOBD
TRUD_ECOLI	Q57261	C6EJC2_ECOBD
TTCA_ECOLI	P76055	C6EFN8_ECOBD
TTDA_ECOLI	P05847	C6EHT4_ECOBD
TTDB_ECOLI	P0AC35	C6EHT3_ECOBD
TTUC_ECOLI	P76251	Null
TUS_ECOLI	P16525	C6EDN8_ECOBD
TUSA_ECOLI	P0A890	C6EFA4_ECOBD
TUSB_ECOLI	P45530	C6EGC1_ECOBD
TUSC_ECOLI	P45531	C6EGC0_ECOBD
TUSD_ECOLI	P45532	C6EGB9_ECOBD
TUSE_ECOLI	P0AB18	C6EI12_ECOBD
TYPA_ECOLI	P32132	C6EF30_ECOBD
TYRA_ECOLI	P07023	C6EJZ2_ECOBD
TYRB_ECOLI	P04693	C6ED71_ECOBD
TYRR_ECOLI	P07604	C6EFQ9_ECOBD
TYSY_ECOLI	P0A884	C6EJ42_ECOBD
UBIC_ECOLI	P26602	C6EDY1_ECOBD
UBIE_ECOLI	P0A887	C6EF63_ECOBD
UBIG_ECOLI	P17993	C6E9W9_ECOBD
UBIX_ECOLI	P0AG03	C6ELE2_ECOBD
UCPA_ECOLI	P37440	C6EL51_ECOBD
UDP_ECOLI	P12758	C6EF71_ECOBD
UGPQ_ECOLI	P10908	C6EFC5_ECOBD
UHPA_ECOLI	P0AGA6	C6EDA0_ECOBD
UIDR_ECOLI	P0ACT6	C6EDM9_ECOBD
ULAB_ECOLI	P69822	C6ECF5_ECOBD
ULAD_ECOLI	P39304	C6ECF3_ECOBD
ULAE_ECOLI	P39305	C6ECF2_ECOBD
ULAF_ECOLI	P39306	C6ECF1_ECOBD
ULAG_ECOLI	P39300	C6ECF7_ECOBD
ULAR_ECOLI	P0A9W0	C6ECF8_ECOBD
UMUC_ECOLI	P04152	C6EGT3_ECOBD
UMUD_ECOLI	P0AG11	C6EGT4_ECOBD
UNG_ECOLI	P12295	C6EK06_ECOBD
UPP_ECOLI	P0A8F0	C6EKL3_ECOBD
UPPS_ECOLI	P60472	C6EAB1_ECOBD
URK_ECOLI	P0A8F4	C6EAP1_ECOBD
USG_ECOLI	P08390	C6ELD4_ECOBD
USPC_ECOLI	P46888	C6EBT4_ECOBD
USPD_ECOLI	P0AAB8	C6EEX5_ECOBD
USPE_ECOLI	P0AAC0	C6EFP9_ECOBD
USPF_ECOLI	P37903	C6EFL5_ECOBD
USPG_ECOLI	P39177	C6EK87_ECOBD
UVRB_ECOLI	P0A8F8	C6EJ03_ECOBD
UVRC_ECOLI	P0A8G0	C6EBE9_ECOBD
UVRD_ECOLI	P03018	C6EG01_ECOBD
UVRY_ECOLI	P0AED5	C6EBE8_ECOBD
UXAB_ECOLI	P0A6L7	C6EEK2_ECOBD
UXAC_ECOLI	P0A8G3	C6EHQ2_ECOBD
UXUA_ECOLI	P24215	C6EBR1_ECOBD
UXUB_ECOLI	P39160	C6EBR0_ECOBD
UXUR_ECOLI	P39161	C6EBQ8_ECOBD
VIAA_ECOLI	P0ADN0	C6EG58_ECOBD
VSR_ECOLI	P09184	C6EBA6_ECOBD
VXIS_ECOLI	P75970	Null
