Join Name	BL21Remv	K12Total	No files found in	BL21Remv Duplicates	K12Total Duplicates
P13960		1	1		1	REA1_ECOLI
A5A627		1	1		1	TISB_ECOLI
P75971		1	1		1	Y1142_ECOLI
P11291		1	1		1	Y3808_ECOLI
Q2EEQ8		1	1		1	YBFQ_ECOLI
Q79CP2		1	1		1	YGIA_ECOLI
Q9Z3A0		1	1		1	YJGW_ECOLI
P36930		1	1		1	GATR_ECOLI
P37008		1	1		1	YAGB_ECOLI
P28916		1	1		1	YBFD_ECOLI
P76362		1	1		1	YEES_ECOLI
P64570		1	1		1	YQGC_ECOLI
P76612		1	1		1	YPJB_ECOLI
Q9JMS2		1	1		1	YUAS_ECOLI
Q9JMT2		1	1		1	YUAG_ECOLI
P05052		1	1		1	APPY_ECOLI
P06960		1	1		1	OTC2_ECOLI
P09557		1	1		1	DICB_ECOLI
P24218		1	1		1	INTD_ECOLI
P11072		1	1		1	LIT_ECOLI
P24200		1	1		1	MCRA_ECOLI
P23895		1	1		1	EMRE_ECOLI
P09169		1	1		1	OMPT_ECOLI
P03014		1	1		1	PINE_ECOLI
P15033		1	1		1	RACC_ECOLI
P15032		1	1		1	RECE_ECOLI
P0C079		1	1		1	RELB_ECOLI
P23849		1	1		1	TRKG_ECOLI
P09153		1	1		1	TFAE_ECOLI
P07010		1	1		1	REM_ECOLI
P0ACG6		1	1		1	HOKD_ECOLI
P0C077		1	1		1	RELE_ECOLI
P0ACW8		1	1		1	YDFA_ECOLI
P29009		1	1		1	YDFB_ECOLI
P21418		1	1		1	YDFC_ECOLI
P29010		1	1		1	YDFD_ECOLI
P31062		1	1		1	NOHB_ECOLI
P32053		1	1		1	INTA_ECOLI
P33228		1	1		1	RECT_ECOLI
P33229		1	1		1	LAR_ECOLI
P33230		1	1		1	YDAC_ECOLI
P33997		1	1		1	ALPA_ECOLI
P38392		1	1		1	SIEB_ECOLI
P38393		1	1		1	KIL_ECOLI
P38394		1	1		1	YDAE_ECOLI
P0ACW0		1	1		1	YDAF_ECOLI
P76061		1	1		1	YDAG_ECOLI
P36995		1	1		1	CSPB_ECOLI
P0A976		1	1		1	CSPF_ECOLI
P37007		1	1		1	YAGA_ECOLI
P37009		1	1		1	FBPC_ECOLI
P75969		1	1		1	INTE_ECOLI
P37326		1	1		1	INTS_ECOLI
P45581		1	1		1	YCFK_ECOLI
P76510		1	1		1	YFDN_ECOLI
P52123		1	1		1	YFJH_ECOLI
P52124		1	1		1	YFJI_ECOLI
P52125		1	1		1	YFJJ_ECOLI
P52126		1	1		1	YFJK_ECOLI
P52127		1	1		1	YFJL_ECOLI
P52128		1	1		1	YFJM_ECOLI
P52129		1	1		1	YFJN_ECOLI
P52130		1	1		1	YFJO_ECOLI
P52131		1	1		1	YFJP_ECOLI
P52132		1	1		1	YFJQ_ECOLI
P52133		1	1		1	YFJR_ECOLI
O52982		1	1		1	YFJS_ECOLI
P52135		1	1		1	YFJT_ECOLI
P52138		1	1		1	YFJW_ECOLI
P52139		1	1		1	YFJX_ECOLI
P52140		1	1		1	YFJY_ECOLI
P52141		1	1		1	YFJZ_ECOLI
Q47684		1	1		1	YAFW_ECOLI
P75676		1	1		1	YAFX_ECOLI
P77365		1	1		1	YAFY_ECOLI
P77206		1	1		1	YAFZ_ECOLI
P75678		1	1		1	YKFA_ECOLI
Q57083		1	1		1	PERR_ECOLI
Q47689		1	1		1	MMUP_ECOLI
Q47690		1	1		1	MMUM_ECOLI
P75682		1	1		1	YAGE_ECOLI
P77596		1	1		1	YAGF_ECOLI
P75683		1	1		1	YAGG_ECOLI
P77713		1	1		1	YAGH_ECOLI
P76056		1	1		1	INTR_ECOLI
P76057		1	1		1	YDAQ_ECOLI
P76062		1	1		1	RACR_ECOLI
P76063		1	1		1	YDAS_ECOLI
P76064		1	1		1	YDAT_ECOLI
P76065		1	1		1	YDAU_ECOLI
P77546		1	1		1	YDAV_ECOLI
P76072		1	1		1	STFR_ECOLI
P77163		1	1		1	TFAR_ECOLI
P0ADI0		1	1		1	PINR_ECOLI
P76073		1	1		1	YNAE_ECOLI
P76361		1	1		1	YEER_ECOLI
P64521		1	1		1	YEET_ECOLI
P76364		1	1		1	YEEU_ECOLI
P64524		1	1		1	YEEV_ECOLI
P75967		1	1		1	YMFD_ECOLI
P75968		1	1		1	YMFE_ECOLI
P77162		1	1		1	YKFB_ECOLI
P77657		1	1		1	YAGK_ECOLI
P77607		1	1		1	YAGL_ECOLI
P71296		1	1		1	YAGM_ECOLI
P71297		1	1		1	YAGN_ECOLI
P71298		1	1		1	INTF_ECOLI
P77698		1	1		1	YBCK_ECOLI
P77368		1	1		1	YBCL_ECOLI
P77634		1	1		1	YBCM_ECOLI
Q47269		1	1		1	YBCN_ECOLI
P68661		1	1		1	YBCO_ECOLI
Q47274		1	1		1	REQ1_ECOLI
P0A9R2		1	1		1	ESSD_ECOLI
P78285		1	1		1	LYSD_ECOLI
P75719		1	1		1	RZPD_ECOLI
P77330		1	1		1	BORD_ECOLI
P77598		1	1		1	YBCV_ECOLI
P64435		1	1		1	YBCW_ECOLI
P76154		1	1		1	YDFK_ECOLI
P77170		1	1		1	PINQ_ECOLI
P76155		1	1		1	TFAQ_ECOLI
P77515		1	1		1	STFQ_ECOLI
P76156		1	1		1	YDFO_ECOLI
P76158		1	1		1	RZPQ_ECOLI
P76159		1	1		1	LYSQ_ECOLI
P76160		1	1		1	YDFR_ECOLI
P77237		1	1		1	ESSQ_ECOLI
P76162		1	1		1	YDFU_ECOLI
P76163		1	1		1	YDFV_ECOLI
P77695		1	1		1	GNSB_ECOLI
P0A986		1	1		1	CSPI_ECOLI
P77682		1	1		1	GTRA_ECOLI
P77293		1	1		1	GTRB_ECOLI
P76507		1	1		1	YFDI_ECOLI
P77656		1	1		1	YFDK_ECOLI
P76512		1	1		1	YFDP_ECOLI
P76513		1	1		1	YFDQ_ECOLI
P76514		1	1		1	YFDR_ECOLI
P76515		1	1		1	YFDS_ECOLI
P76516		1	1		1	YFDT_ECOLI
P76542		1	1		1	INTZ_ECOLI
P76543		1	1		1	YFFL_ECOLI
P76544		1	1		1	YFFM_ECOLI
P76545		1	1		1	YFFN_ECOLI
P76546		1	1		1	YFFO_ECOLI
P76547		1	1		1	YFFP_ECOLI
P76548		1	1		1	YFFQ_ECOLI
P76549		1	1		1	YFFR_ECOLI
P76550		1	1		1	YFFS_ECOLI
P75970		1	1		1	VXIS_ECOLI
P75972		1	1		1	YMFI_ECOLI
P75973		1	1		1	YMFJ_ECOLI
P75976		1	1		1	YMFL_ECOLI
P75977		1	1		1	YMFM_ECOLI
P75982		1	1		1	YMFQ_ECOLI
P75677		1	1		1	YKFF_ECOLI
Q46953		1	1		1	YPJF_ECOLI
Q47270		1	1		1	NINE_ECOLI
P76068		1	1		1	YNAK_ECOLI
P58033		1	1		1	YPJJ_ECOLI
Q47685		1	1		1	YKFG_ECOLI
Q9XB42		1	1		1	YKFH_ECOLI
P77692		1	1		1	YKFI_ECOLI
P75979		1	1		1	YMFR_ECOLI
P09154		1	1		1	YMFS_ECOLI
P52134		1	1		1	YPJK_ECOLI
P58041		1	1		1	RZOD_ECOLI
P58042		1	1		1	RZOR_ECOLI
P76157		1	1		1	YNFN_ECOLI
Q2EES9		1	1		1	TORI_ECOLI
P75975		1	1		1	YMFT_ECOLI
P0AG74		1	1		1	RUSA_ECOLI
P0CE57		1	1		1	INH10_ECOLI
P0CE58		1	1		1	INH11_ECOLI
P0CF40		1	1		1	INSC1_ECOLI
P0CF41		1	1		1	INSC2_ECOLI
P0CF42		1	1		1	INSC3_ECOLI
P0CF43		1	1		1	INSC4_ECOLI
P0CF44		1	1		1	INSC5_ECOLI
P0CF45		1	1		1	INSC6_ECOLI
P0CF46		1	1		1	INSC7_ECOLI
P0CF53		1	1		1	INSD1_ECOLI
P0CF54		1	1		1	INSD2_ECOLI
P0CF55		1	1		1	INSD3_ECOLI
P0CF56		1	1		1	INSD4_ECOLI
P0CF57		1	1		1	INSD5_ECOLI
P0CF58		1	1		1	INSD6_ECOLI
P0CF59		1	1		1	INSD7_ECOLI
P0CF66		1	1		1	INSE1_ECOLI
P0CF67		1	1		1	INSE2_ECOLI
P0CF68		1	1		1	INSE3_ECOLI
P0CF69		1	1		1	INSE4_ECOLI
P0CF70		1	1		1	INSE5_ECOLI
P0CF71		1	1		1	INSE6_ECOLI
P0CF72		1	1		1	INSE7_ECOLI
P0CF80		1	1		1	INSF2_ECOLI
P0CF81		1	1		1	INSF3_ECOLI
P0CF82		1	1		1	INSF4_ECOLI
P0CF83		1	1		1	INSF5_ECOLI
P0CF84		1	1		1	INSF6_ECOLI
Q9JMT3		1	1		1	INF7_ECOLI
P03835		1	1		1	INSG_ECOLI
P0CE49		1	1		1	INSH1_ECOLI
P0CE50		1	1		1	INSH2_ECOLI
P0CE51		1	1		1	INSH3_ECOLI
P0CE52		1	1		1	INSH4_ECOLI
P76071		1	1		1	INSH5_ECOLI
P0CE53		1	1		1	INSH6_ECOLI
P0CE54		1	1		1	INSH7_ECOLI
P0CE55		1	1		1	INSH8_ECOLI
P0CE56		1	1		1	INSH9_ECOLI
P0CF88		1	1		1	INSI1_ECOLI
P0CF89		1	1		1	INSI3_ECOLI
P0CF90		1	1		1	INSI4_ECOLI
P19769		1	1		1	INSK_ECOLI
P0CF91		1	1		1	INSL1_ECOLI
P0CF92		1	1		1	INSL2_ECOLI
P0CF93		1	1		1	INSL3_ECOLI
P75679		1	1		1	INSN1_ECOLI
P39212		1	1		1	INSN2_ECOLI
P76102		1	1		1	INSQ_ECOLI
P0CF07		1	1		1	INSA1_ECOLI
P0CF08		1	1		1	INSA2_ECOLI
P0CF09		1	1		1	INSA3_ECOLI
P0CF10		1	1		1	INSA4_ECOLI
P0CF11		1	1		1	INSA5_ECOLI
P0CF12		1	1		1	INSA6_ECOLI
P19767		1	1		1	INSA7_ECOLI
P0CF25		1	1		1	INSB1_ECOLI
P0CF26		1	1		1	INSB2_ECOLI
P0CF27		1	1		1	INSB3_ECOLI
P57998		1	1		1	INSB4_ECOLI
P0CF28		1	1		1	INSB5_ECOLI
P0CF29		1	1		1	INSB6_ECOLI
P19768		1	1		1	INSJ_ECOLI
Q00037		1	1		1	TNPA_ECOLI
P31665		1	1		1	YADD_ECOLI
P75741		1	1		1	YBFL_ECOLI
P28917		1	1		1	YDCC_ECOLI
P37014		1	1		1	YFAD_ECOLI
P77768		1	1		1	YFCI_ECOLI
P31667		1	1		1	YHGA_ECOLI
P28912		1	1		1	YHHI_ECOLI
P76168		1	1		1	INTQ_ECOLI
P16917		1	1		1	RHSB_ECOLI
P16918		1	1		1	RHSC_ECOLI
P16916		1	1		1	RHSA_ECOLI
P16919		1	1		1	RHSD_ECOLI
P0ADH5		1	1		1	FIMB_ECOLI
P0ADH7		1	1		1	FIME_ECOLI
P52627		1	1		1	FLIZ_ECOLI
P0A8A0		1	1		1	YEBC_ECOLI
P0A8A2		1	1		1	YEEN_ECOLI
P0ADP0		1	1		1	YIGB_ECOLI
P18032		1	1		1	ARTA_ECOLI
P62552		1	1		1	CCDA_ECOLI
P62554		1	1		1	CCDB_ECOLI
P13959		1	1		1	COPB1_ECOLI
P22707		1	1		1	FINO_ECOLI
P62670		1	1		1	FLMA_ECOLI
P11519		1	1		1	FLMC1_ECOLI
P56979		1	1		1	INTM_ECOLI
P34210		1	1		1	OMPP_ECOLI
P96329		1	1		1	PIFA_ECOLI
P10030		1	1		1	PIFC_ECOLI
P04737		1	1		1	PIL1_ECOLI
P18148		1	1		1	PSIA1_ECOLI
P10031		1	1		1	PSIB1_ECOLI
P06615		1	1		1	REDF_ECOLI
Q57154		1	1		1	REPB_ECOLI
P03856		1	1		1	REPE1_ECOLI
P56980		1	1		1	REPL1_ECOLI
P62556		1	1		1	SOPA_ECOLI
P62558		1	1		1	SOPB_ECOLI
P13970		1	1		1	SRNB_ECOLI
P18310		1	1		1	SSBF_ECOLI
Q00042		1	1		1	TNPX_ECOLI
P03012		1	1		1	TNR1_ECOLI
P41067		1	1		1	TRAB1_ECOLI
P18004		1	1		1	TRAC_ECOLI
P09130		1	1		1	TRAD1_ECOLI
P08322		1	1		1	TRAE1_ECOLI
P14497		1	1		1	TRAF_ECOLI
P33790		1	1		1	TRAG1_ECOLI
P15069		1	1		1	TRAH1_ECOLI
P14565		1	1		1	TRAI1_ECOLI
P06626		1	1		1	TRAJ1_ECOLI
P41066		1	1		1	TRAK1_ECOLI
P08321		1	1		1	TRAL1_ECOLI
P10026		1	1		1	TRAM1_ECOLI
P24082		1	1		1	TRAN_ECOLI
P41068		1	1		1	TRAP_ECOLI
P18033		1	1		1	TRAQ_ECOLI
P41065		1	1		1	TRAR_ECOLI
P09129		1	1		1	TRAS1_ECOLI
P13979		1	1		1	TRAT1_ECOLI
P18471		1	1		1	TRAU_ECOLI
P41069		1	1		1	TRAV_ECOLI
P18472		1	1		1	TRAW_ECOLI
P22709		1	1		1	TRAX1_ECOLI
P06627		1	1		1	TRAY1_ECOLI
P18034		1	1		1	TRBA_ECOLI
P18035		1	1		1	TRBB_ECOLI
P18473		1	1		1	TRBC_ECOLI
P41070		1	1		1	TRBD_ECOLI
Q05807		1	1		1	TRBE_ECOLI
P15068		1	1		1	TRBF_ECOLI
P41072		1	1		1	TRBG_ECOLI
P19381		1	1		1	TRBH_ECOLI
P18006		1	1		1	TRBI_ECOLI
P18353		1	1		1	TRBJ_ECOLI
P47737		1	1		1	X19F_ECOLI
Q9JMT9		1	1		1	YUAA_ECOLI
Q9JMT8		1	1		1	YUAB_ECOLI
Q9JMT7		1	1		1	YUAC_ECOLI
Q9JMT6		1	1		1	YUAD_ECOLI
Q9JMT5		1	1		1	YUAE_ECOLI
Q9JMT4		1	1		1	YUAF_ECOLI
Q9JMT1		1	1		1	YUAH_ECOLI
Q9JMS9		1	1		1	YUAK_ECOLI
Q9JMS8		1	1		1	YUAL_ECOLI
Q9JMS7		1	1		1	YUAM_ECOLI
Q9JMS6		1	1		1	YUAN_ECOLI
Q9JMS5		1	1		1	YUAO_ECOLI
Q9JMS4		1	1		1	YUAP_ECOLI
P34211		1	1		1	YUAR_ECOLI
Q9JMS1		1	1		1	YUAT_ECOLI
Q9JMS0		1	1		1	YUAU_ECOLI
Q9JMR9		1	1		1	YUAV_ECOLI
Q9JMR8		1	1		1	YUAW_ECOLI
Q9JMR7		1	1		1	YUAX_ECOLI
Q9JMR6		1	1		1	YUAY_ECOLI
P08868		1	1		1	YUAZ_ECOLI
Q9S4X5		1	1		1	YUBA_ECOLI
Q9S4X4		1	1		1	YUBB_ECOLI
Q9S4X3		1	1		1	YUBC_ECOLI
Q9S4X2		1	1		1	YUBD_ECOLI
Q9S4X1		1	1		1	YUBE_ECOLI
Q9S4X0		1	1		1	YUBF_ECOLI
Q9S4W9		1	1		1	YUBG_ECOLI
Q9JMR5		1	1		1	YUBH_ECOLI
Q9S4W7		1	1		1	YUBI_ECOLI
P0C243		1	1		1	YUBJ_ECOLI
Q9JMR4		1	1		1	YUBK_ECOLI
Q9JMR3		1	1		1	YUBL1_ECOLI
Q9JMR2		1	1		1	YUBN_ECOLI
Q02885		1	1		1	YUBO_ECOLI
P18005		1	1		1	YUBP_ECOLI
P0A9E5		1	1		1	FNR_ECOLI
P0A6T3		1	1		1	GAL1_ECOLI
P0A9C3		1	1		1	GALM_ECOLI
P76141		1	1		1	LSRR_ECOLI
P0A9G8		1	1		1	MODE_ECOLI
P04982		1	1		1	RBSD_ECOLI
P64530		1	1		1	RCNR_ECOLI
P0A8P6		1	1		1	XERC_ECOLI
P0A8P8		1	1		1	XERD_ECOLI
P37749		1	1		1	YEFG_ECOLI
A5A621		1	1		1	YPFM_ECOLI
P64567		1	1		1	YQGB_ECOLI
P27242		1	1		1	WAAU_ECOLI
C1P611		1	1		1	SHOB_ECOLI
P39308		1	1		1	YJFZ_ECOLI
C1P603		1	1		1	YOAJ_ECOLI
P52697		1	1		1	6PGL_ECOLI
P23325		1	1		1	ARPA_ECOLI
P33647		1	1		1	CHPB_ECOLI
P08365		1	1		1	CHPS_ECOLI
P0ACF4		1	1		1	DBHB_ECOLI
P10805		1	1		1	ENVY_ECOLI
P0AB87		1	1		1	FUCA_ECOLI
P09148		1	1		1	GAL7_ECOLI
P09147		1	1		1	GALE_ECOLI
P68066		1	1		1	GRCA_ECOLI
P25666		1	1		1	HTRL_ECOLI
C1P607		1	1		1	IBSA_ECOLI
C1P608		1	1		1	IBSB_ECOLI
C1P615		1	1		1	IBSC_ECOLI
C1P617		1	1		1	IBSE_ECOLI
C1P619		1	1		1	ILVX_ECOLI
P0AD72		1	1		1	LPF_ECOLI
P0AD74		1	1		1	LPF2_ECOLI
A8DYP9		1	1		1	LPFUR_ECOLI
P60995		1	1		1	LPHI_ECOLI
P62522		1	1		1	LPID_ECOLI
P03061		1	1		1	LPIV_ECOLI
P0AD83		1	1		1	LPPY_ECOLI
P0AD86		1	1		1	LPT_ECOLI
P0AD92		1	1		1	LPW_ECOLI
P06993		1	1		1	MALT_ECOLI
P75959		1	1		1	NAGK_ECOLI
P76077		1	1		1	PAAA_ECOLI
P76078		1	1		1	PAAB_ECOLI
P76079		1	1		1	PAAC_ECOLI
P76080		1	1		1	PAAD_ECOLI
P76081		1	1		1	PAAE_ECOLI
P77467		1	1		1	PAAG_ECOLI
P76084		1	1		1	PAAI_ECOLI
P0C7L2		1	1		1	PAAJ_ECOLI
P76085		1	1		1	PAAK_ECOLI
P76086		1	1		1	PAAX_ECOLI
P77181		1	1		1	PAAY_ECOLI
P02338		1	1		1	PRTL_ECOLI
P69407		1	1		1	RCSB_ECOLI
P27127		1	1		1	RFAB_ECOLI
P27126		1	1		1	RFAS_ECOLI
P27241		1	1		1	RFAZ_ECOLI
P05719		1	1		1	T1SK_ECOLI
P36667		1	1		1	WBBL_ECOLI
P45563		1	1		1	XAPA_ECOLI
P23841		1	1		1	XAPR_ECOLI
P75688		1	1		1	Y309_ECOLI
P08339		1	1		1	Y4223_ECOLI
Q47152		1	1		1	YAFM_ECOLI
P71311		1	1		1	YAIS_ECOLI
P0AAS9		1	1		1	YBDD_ECOLI
P77216		1	1		1	YBDN_ECOLI
P77746		1	1		1	YBDO_ECOLI
P77427		1	1		1	YBEU_ECOLI
P21829		1	1		1	YBHA_ECOLI
P52696		1	1		1	YBHD_ECOLI
P0AAV8		1	1		1	YBHH_ECOLI
P75764		1	1		1	YBHJ_ECOLI
P62066		1	1		1	YCEQ_ECOLI
P37052		1	1		1	YCHJ_ECOLI
P76023		1	1		1	YCHS_ECOLI
A5A613		1	1		1	YCIY_ECOLI
P25906		1	1		1	YDBC_ECOLI
P37757		1	1		1	YDDE_ECOLI
P76122		1	1		1	YDDJ_ECOLI
P76123		1	1		1	YDDK_ECOLI
P76204		1	1		1	YDIV_ECOLI
P0ACY3		1	1		1	YEAG_ECOLI
P76322		1	1		1	YEDM_ECOLI
P69346		1	1		1	YEFM_ECOLI
P76484		1	1		1	YFBN_ECOLI
P76485		1	1		1	YFBO_ECOLI
P76486		1	1		1	YFBP_ECOLI
P76505		1	1		1	YFDF_ECOLI
P45956		1	1		1	YGBF_ECOLI
Q46896		1	1		1	YGBT_ECOLI
P38036		1	1		1	YGCB_ECOLI
Q46897		1	1		1	YGCH_ECOLI
Q46898		1	1		1	YGCI_ECOLI
Q46899		1	1		1	YGCJ_ECOLI
P76632		1	1		1	YGCK_ECOLI
Q46787		1	1		1	YGEG_ECOLI
Q46789		1	1		1	YGEI_ECOLI
Q46796		1	1		1	YGEP_ECOLI
P64594		1	1		1	YHAV_ECOLI
P31453		1	1		1	YIDP_ECOLI
P09162		1	1		1	YJAA_ECOLI
P32704		1	1		1	YJCF_ECOLI
P39283		1	1		1	YJEN_ECOLI
C1P621		1	1		1	YJEV_ECOLI
P0AF78		1	1		1	YJFJ_ECOLI
P39351		1	1		1	YJGZ_ECOLI
P39358		1	1		1	YJHG_ECOLI
P39359		1	1		1	YJHH_ECOLI
P39360		1	1		1	YJHI_ECOLI
P39356		1	1		1	YJHU_ECOLI
P39389		1	1		1	YJIR_ECOLI
P39390		1	1		1	YJIS_ECOLI
P39410		1	1		1	YJJJ_ECOLI
P39399		1	1		1	YJJM_ECOLI
P56614		1	1		1	YMDF_ECOLI
A5A611		1	1		1	YMGI_ECOLI
P77658		1	1		1	YNAA_ECOLI
C1P600		1	1		1	YNBG_ECOLI
C1P604		1	1		1	YOBI_ECOLI
P69348		1	1		1	YOEB_ECOLI
C1P606		1	1		1	YOEI_ECOLI
P76613		1	1		1	YPJC_ECOLI
P77136		1	1		1	YQEK_ECOLI
C1P613		1	1		1	YQEL_ECOLI
C1P618		1	1		1	YRBN_ECOLI
P39317		1	1		1	YTFI_ECOLI
P15078		1	1		1	CSTA_ECOLI
P0AEC8		1	1		1	DCUS_ECOLI
P11551		1	1		1	FUCP_ECOLI
P77858		1	1		1	HYFC_ECOLI
P77672		1	1		1	LSRC_ECOLI
P0AFS1		1	1		1	LSRD_ECOLI
P0AF01		1	1		1	MODB_ECOLI
P0AFA5		1	1		1	NFRB_ECOLI
P0AFF4		1	1		1	NUPG_ECOLI
P32696		1	1		1	PSPG_ECOLI
P76425		1	1		1	RCNA_ECOLI
P37746		1	1		1	RFBX_ECOLI
P37748		1	1		1	RFC_ECOLI
P45562		1	1		1	XAPB_ECOLI
P75763		1	1		1	YBHI_ECOLI
P76197		1	1		1	YDIM_ECOLI
P0ABD1		1	1		1	YEAV_ECOLI
P27843		1	1		1	YIGG_ECOLI
P39284		1	1		1	YJEO_ECOLI
P39357		1	1		1	YJHF_ECOLI
P39838		1	1		1	YOJN_ECOLI
P0AFM9		1	1		1	PSPB_ECOLI
P0AFN2		1	1		1	PSPC_ECOLI
P0ABC3		1	1		1	HFLC_ECOLI
P0ABC7		1	1		1	HFLK_ECOLI
P75910		1	1		1	YCDU_ECOLI
P64485		1	1		1	YEAQ_ECOLI
P31572		1	1		1	CAIB_ECOLI
A5A605		1	1		1	YKFM_ECOLI
A5A624		1	1		1	DINQ_ECOLI
P77494		1	1		1	HOKB_ECOLI
C1P616		1	1		1	IBSD_ECOLI
P0AAW9		1	1		1	YBHT_ECOLI
P76482		1	1		1	YFBL_ECOLI
A5A615		1	1		1	YNCL_ECOLI
A5A618		1	1		1	YNHF_ECOLI
P76239		1	1		1	YOAI_ECOLI
C1P602		1	1		1	YOAK_ECOLI
C1P609		1	1		1	YOHP_ECOLI
C1P610		1	1		1	YPDK_ECOLI
P77381		1	1		1	DJLB_ECOLI
P77359		1	1		1	DJLC_ECOLI
P37747		1	1		1	GLF_ECOLI
Q6BF86		1	1		1	LDRA_ECOLI
P77455		1	1		1	MAOC_ECOLI
P76083		1	1		1	PAAH_ECOLI
Q47536		1	1		1	YAIP_ECOLI
P75711		1	1		1	YBBV_ECOLI
P45848		1	1		1	YCIQ_ECOLI
A5A617		1	1		1	YDGU_ECOLI
Q46901		1	1		1	YGCL_ECOLI
P45545		1	1		1	YHFS_ECOLI
P75800		1	1		1	YLIE_ECOLI
P75786		1	1		1	YLIL_ECOLI
A5A612		1	1		1	YMGJ_ECOLI
Q46942		1	1		1	YQEI_ECOLI
C1P601		1	1		1	RZOQ_ECOLI
P76481		1	1		1	YFBK_ECOLI
P0AAG3		1	1		1	GLTL_ECOLI
P36937		1	1		1	KDPF_ECOLI
P77257		1	1		1	LSRA_ECOLI
P09833		1	1		1	MODC_ECOLI
P31060		1	1		1	MODF_ECOLI
P37388		1	1		1	XYLG_ECOLI
P0AFM6		1	1		1	PSPA_ECOLI
P0AFV8		1	1		1	PSPD_ECOLI
C1P605		1	1		1	AZUC_ECOLI
P77667		1	1		1	SUFA_ECOLI
P76639		1	1		1	YGEH_ECOLI
P0ACG4		1	1		1	HOKC_ECOLI
P28721		1	1		1	GLTF_ECOLI
Q46943		1	1		1	YQEJ_ECOLI
P46883		1	1		1	AMO_ECOLI
P0AEE5		1	1		1	DGAL_ECOLI
P0AEG4		1	1		1	DSBA_ECOLI
P37329		1	1		1	MODA_ECOLI
P23857		1	1		1	PSPE_ECOLI
P33342		1	1		1	YEHC_ECOLI
P28722		1	1		1	YHCA_ECOLI
P75616		1	1		1	YAAX_ECOLI
P37325		1	1		1	YBCH_ECOLI
P76394		1	1		1	YEGJ_ECOLI
P33340		1	1		1	YEHA_ECOLI
P33343		1	1		1	YEHD_ECOLI
P33344		1	1		1	YEHE_ECOLI
P77619		1	1		1	YFEW_ECOLI
P45422		1	1		1	YHCF_ECOLI
P64534		1	1		1	YOHN_ECOLI
P31600		1	1		1	NFRA_ECOLI
P06129		1	1		1	BTUB_ECOLI
P06971		1	1		1	FHUA_ECOLI
P06996		1	1		1	OMPC_ECOLI
P0A927		1	1		1	TSX_ECOLI
P33341		1	1		1	YEHB_ECOLI
P45420		1	1		1	YHCD_ECOLI
P52143		1	1		1	YPJA_ECOLI
P33666		1	1		1	YDBA_ECOLI
P77286		1	1		1	YDEU_ECOLI
P45564		1	1		1	YFEN_ECOLI
P0ADB4		1	1		1	ECNA_ECOLI
P77296		1	1		1	YBET_ECOLI
P77335		1	1		1	HLYE_ECOLI
