Merge ID	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome Duplicates	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization	Abundance Level
P0AAT9	1	1	1	1	0	1	1	6	A	YBEL_ECOLI	2.37	2	2	2	2		8.360040779	A	P
P0AAV4	0	1	1	1	0	0	0	3	A	YBGJ_ECOLI			2	2	2				P
P0AAW1	0	1	1	1	0	0	1	4	A	YBHP_ECOLI			0	0				A	A
P0AAY6	0	1	1	1	0	0	1	4	A	YBJN_ECOLI			2	2	2			A	P
P0AAZ4	0	1	1	1	0	1	1	5	A	RARA_ECOLI			2	2	2			A	P
P0AB03	0	1	1	1	0	1	0	4	A	YCBJ_ECOLI			2	2	2				P
P0AB18	1	1	1	1	0	0	0	4	A	TUSE_ECOLI	0.83	2	2	2	2				P
P0AB20	0	1	1	1	0	0	1	4	A	HSPQ_ECOLI			2	2				A	P
P0AB33	0	1	1	1	0	0	0	3	A	BSSS_ECOLI			2	2	2				P
P0AB43	0	1	1	1	0	0	1	4	A	YCGL_ECOLI			2	2	2			A	P
P0AB52	1	1	1	1	0	0	1	5	A	YCHN_ECOLI	1.05	2	2	2	2			A	P
P0AB55	1	1	1	1	0	1	1	6	A	YCII_ECOLI		2	2	2	2		5.667029666	A	P
P0AB61	1	1	1	1	0	1	1	6	A	YCIN_ECOLI	1.31	2	2	2	2		3.580623265	A	P
P0AB71	1	1	1	1	0	1	1	6	A	ALF_ECOLI	2.84	2	2	2	2			A	P
P0AB74	0	1	1	1	0	0	0	3	A	KBAY_ECOLI			0	0	0				A
P0AB77	1	1	1	1	0	1	1	6	A	KBL_ECOLI		2	2	2	2			A	P
P0AB80	1	1	1	1	0	0	1	5	A	ILVE_ECOLI		2	2	2	2			A	P
P0AB83	0	1	1	1	0	1	1	5	A	END3_ECOLI			1	0	0			A	A
P0AB89	1	1	1	1	0	1	1	6	A	PUR8_ECOLI	3.51	2	2	2	2		1.206811678	A	P
P0AB91	1	1	1	1	0	0	1	5	A	AROG_ECOLI	0.72	2	2	2	2			A	P
P0AB96	0	1	1	1	1	1	0	5	A	ARSC_ECOLI			2	2	2	0			P
P0ABE2	1	1	1	1	1	1	1	7	A	BOLA_ECOLI	0.75	2	2	2	2	0		A	P
P0ABH7	1	1	1	1	0	1	1	6	A	CISY_ECOLI	11.49	2	2	2	2		9.091215961	A	P
P0ABK5	1	1	1	1	0	0	1	5	A	CYSK_ECOLI	7.28	2	2	2	2			A	P
P0ABP8	1	1	1	1	0	1	1	6	A	DEOD_ECOLI	3	2	2	2	2			A	P
P0ABQ2	1	1	1	1	0	0	1	5	A	GARR_ECOLI	12.19	2	2	2	2			A	P
P0ABQ4	1	1	1	1	0	1	1	6	A	DYR_ECOLI	0.85	2	2	2				A	P
P0ABR1	0	1	1	1	1	0	0	4	A	DINI_ECOLI			2	2	2	0			P
P0ABS1	1	1	1	1	0	0	1	5	A	DKSA_ECOLI	11.17	2	2	2	2			A	P
P0ABT2	1	1	1	1	0	1	1	6	A	DPS_ECOLI	13.68	2	2	2	2			A	P
P0ABT5	0	1	1	1	0	0	1	4	A	DUSB_ECOLI			2	2	2			A	P
P0ABU0	1	1	1	1	0	1	1	6	A	MENB_ECOLI	2.67	2	2	2	2			A	P
P0ABU2	1	1	1	1	0	0	1	5	A	ENGD_ECOLI	1.41	2	2	2	2			A	P
P0ABU5	1	1	1	1	0	0	1	5	A	ELBB_ECOLI	0.93	2	2	2	0			A	P
P0ABW3	0	1	1	1	0	0	0	3	A	YFAE_ECOLI			2	0	2				P
P0ABY4	0	1	1	1	0	0	0	3	A	FLAW_ECOLI			2	2	2				P
P0AC13	1	1	1	1	1	0	1	6	A	DHPS_ECOLI	0.28	2	2	2	2	0		A	P
P0AC19	1	1	1	1	0	0	1	5	A	FOLX_ECOLI	2.38	2	2	2	2			A	P
P0AC28	0	0	1	1	0	1	0	3	A	YGFA_ECOLI				2	0				P
P0AC33	1	1	1	1	0	0	1	5	A	FUMA_ECOLI	5.89	2	2	2	2			A	P
P0AC35	0	1	1	1	0	0	0	3	A	TTDB_ECOLI			0	0	0				A
P0AC38	1	1	1	1	0	1	1	6	A	ASPA_ECOLI	9	2	2	2	2		1.860885741	A	P
P0AC51	1	1	1	1	0	0	0	4	A	ZUR_ECOLI		2	2	2	2				P
P0AC53	1	1	1	1	0	1	1	6	A	G6PD_ECOLI		2	2	2	2		4.37335545	A	P
P0AC59	1	1	1	1	0	0	1	5	A	GLRX2_ECOLI	1.82	2	2	2	2			A	P
P0AC69	1	1	1	1	0	1	1	6	A	GLRX4_ECOLI	2.24	2	2	2	2		10.01228778	A	P
P0AC73	0	1	1	1	1	0	0	4	A	EBGC_ECOLI			0	2		0			P
P0AC81	1	1	1	1	0	1	1	6	A	LGUL_ECOLI	9.54	2	2	2	2			A	P
P0AC84	1	1	1	1	0	1	1	6	A	GLO2_ECOLI	1.39	2	2	2	2		0.545163602	A	P
P0AC86	1	1	1	1	0	1	1	6	A	PHSG_ECOLI	1.59	2	2	2	2			A	P
P0AC88	0	1	1	1	0	0	0	3	A	GM4D_ECOLI			0	0	0				A
P0ACA3	1	1	1	1	0	1	1	6	A	SSPA_ECOLI	3	2	2	2	2		16.47142465	A	P
P0ACB0	1	1	1	1	0	1	1	6	A	DNAB_ECOLI	2.54	2	2	2	2		5.301667051	A	P
P0ACB2	1	1	1	1	0	0	1	5	A	HEM2_ECOLI	7	2	2	2	2			A	P
P0ACB4	0	1	1	1	0	0	1	4	A	HEMG_ECOLI			2	2	2			A	P
P0ACC1	0	1	1	1	0	0	1	4	A	HEMK_ECOLI			2	2	2			A	P
P0ACC3	1	1	1	1	0	1	1	6	A	ERPA_ECOLI	2.68	2	2	2	2		7.255359847	A	P
P0ACC7	1	1	1	1	0	1	1	6	A	GLMU_ECOLI	1.06	2	2	2	2		6.799609488	A	P
P0ACC9	0	1	1	1	1	0	0	4	A	WCAB_ECOLI			0	0	0	0			A
P0ACD2	0	1	1	1	0	0	0	3	A	WCAF_ECOLI			0	0	0				A
P0ACD4	1	1	1	1	0	1	1	6	A	NIFU_ECOLI	10.56	2	2	2	2			A	P
P0ACE7	1	1	1	1	0	1	1	6	A	HINT_ECOLI	4.03	2	2	2	2			A	P
P0ACF0	1	1	1	1	0	1	1	6	A	DBHA_ECOLI	22.49	2	2	2	2		49.37696073	A	P
P0ACF8	1	1	1	1	0	0	1	5	A	HNS_ECOLI	19.14	2	2	2	2			A	P
P0ACH1	0	1	1	1	1	0	0	4	A	SFSB_ECOLI			2	2	2	0			P
P0ACH5	0	1	1	1	0	0	0	3	A	MARA_ECOLI			2	2	2				P
P0ACH8	0	1	1	1	0	1	1	5	A	MELR_ECOLI			0	2	2			A	P
P0ACI0	1	1	1	1	0	1	1	6	A	ROB_ECOLI	0.81	2	2	2	2		15.26262506	A	P
P0ACI3	0	1	1	1	0	0	1	4	A	XYLR_ECOLI			2	2	2			A	P
P0ACI6	0	1	1	1	0	1	1	5	A	ASNC_ECOLI			2	2			0.872985255	A	P
P0ACJ8	1	1	1	1	0	0	1	5	A	CRP_ECOLI	3.52	2	2	2	2			A	P
P0ACK2	0	1	1	1	1	0	1	5	A	AGAR_ECOLI			2	2	2	0		A	P
P0ACK5	1	1	1	1	1	0	1	6	A	DEOR_ECOLI		2	2	2	2	0		A	P
P0ACK8	0	1	1	1	1	0	1	5	A	FUCR_ECOLI			2	2	2	0		A	P
P0ACL0	1	1	1	1	0	0	1	5	A	GLPR_ECOLI	0.26	2	2	2	2			A	P
P0ACL2	1	1	1	1	0	0	1	5	A	EXUR_ECOLI	0.58	2	2	2	2			A	P
P0ACL7	0	1	1	1	0	0	1	4	A	LLDR_ECOLI			2	2				A	P
P0ACL9	1	1	1	1	0	0	1	5	A	PDHR_ECOLI	0.31	2	2	2	2			A	P
P0ACM2	0	1	1	1	0	0	1	4	A	YDFH_ECOLI			2	2	2			A	P
P0ACM5	0	1	1	1	0	0	1	4	A	YEGW_ECOLI			2	2				A	P
P0ACN7	0	1	1	1	0	0	1	4	A	CYTR_ECOLI			2	2	2			A	P
P0ACP5	1	1	1	1	0	0	1	5	A	GNTR_ECOLI		2	2	2	2			A	P
P0ACQ4	1	1	1	1	0	1	1	6	A	OXYR_ECOLI	0.41	2	2	1	2		2.401244959	A	P
P0ACQ7	0	1	1	1	1	0	0	4	A	TDCA_ECOLI			0	0	2	0			P
P0ACR2	0	1	1	1	0	0	0	3	A	YDHB_ECOLI			2	2	2				P
P0ACR4	1	1	1	1	0	0	1	5	A	YEIE_ECOLI		2	2	2	2			A	P
P0ACS2	0	1	1	1	1	0	1	5	A	SOXR_ECOLI			0	0	0	0		A	A
P0ACS5	0	1	1	1	0	0	1	4	A	ZNTR_ECOLI			2	2				A	P
P0ACT2	0	1	1	1	1	0	0	4	A	ENVR_ECOLI			0	0	0	0			A
P0ACT6	0	1	1	1	0	0	1	4	A	UIDR_ECOLI			2	2	2			A	P
P0ACU2	0	1	1	1	0	0	1	4	A	RUTR_ECOLI			0	0	0			A	A
P0ACY1	0	0	1	1	0	1	1	4	A	YDJA_ECOLI				2	2		4.577463274	A	P
P0ACZ8	0	1	1	1	0	0	1	4	A	CUSR_ECOLI			0	0	0			A	A
P0AD05	1	1	1	1	0	0	1	5	A	YECA_ECOLI	1.27	2	2	2	2			A	P
P0AD37	0	1	1	1	0	0	0	3	A	YFEC_ECOLI			2	2	2				P
P0AD53	0	1	1	1	0	0	0	3	A	YGAC_ECOLI			0	0	0				A
P0AD57	1	1	1	1	0	0	1	5	A	ISPB_ECOLI	0.33	2	2	2	2			A	P
P0AD61	1	1	1	1	0	1	1	6	A	KPYK1_ECOLI	2.07	2	2	2	2			A	P
P0ADD7	0	1	1	1	0	0	0	3	A	YJJQ_ECOLI			0	0	0				A
P0ADE6	1	1	1	1	0	0	1	5	A	YGAU_ECOLI	2.73	2	2	2	2			A	P
P0ADE8	1	1	1	1	0	0	1	5	A	YGFZ_ECOLI	2.73	2	2	2	2			A	P
P0ADF6	0	1	1	1	0	1	1	5	A	EDD_ECOLI			2	2	2			A	P
P0ADF8	1	1	1	1	1	0	1	6	A	ILVN_ECOLI	0.91	2	0	2	2	0		A	P
P0ADI7	0	1	1	1	0	0	1	4	A	YECD_ECOLI			2	2	2			A	P
P0ADN0	0	1	1	1	0	1	0	4	A	VIAA_ECOLI			2	2	2				P
P0ADN2	1	1	1	1	0	0	1	5	A	YIFE_ECOLI	3.39	2	2	2	2			A	P
P0ADP7	1	1	1	1	0	0	1	5	A	YIGP_ECOLI	0.73	2	2	2	2			A	P
P0ADP9	1	1	1	1	0	1	1	6	A	YIHD_ECOLI	1.13	2	2	2	2		3.06702323	A	P
P0ADR6	1	1	1	1	0	0	1	5	A	RLMM_ECOLI	0.19	2	2	2	2			A	P
P0ADR8	1	1	1	1	0	0	1	5	A	YGDH_ECOLI	2.42	2	2	2	2			A	P
P0ADS2	1	1	1	1	0	0	1	5	A	ZAPA_ECOLI	0.61	2	2	2	2			A	P
P0ADT2	1	1	1	1	0	0	1	5	A	YGIB_ECOLI		2	2	2	2			A	P
P0ADT5	1	1	1	1	0	0	1	5	A	YGIC_ECOLI	1.14	2	2	2	2			A	P
P0ADU7	0	1	1	1	0	0	1	4	A	YQIB_ECOLI			2	2	2			A	P
P0ADV5	1	1	1	1	0	0	1	5	A	YHBW_ECOLI	0.46	2	2	0	0			A	P
P0ADW6	0	1	1	1	0	1	0	4	A	YHCC_ECOLI			2	0	2				P
P0ADX1	1	1	1	1	0	0	1	5	A	YHFA_ECOLI	0.48	2	2	2	2			A	P
P0ADX9	0	1	1	1	0	1	1	5	A	RSMD_ECOLI			2	2	2		2.482555693	A	P
P0ADY3	1	1	1	1	0	0	1	5	A	RL14_ECOLI	9.48	2	2	2	2			A	P
P0ADY7	1	1	1	1	0	0	1	5	A	RL16_ECOLI	5.43	2	2	2	2			A	P
P0ADZ4	1	1	1	1	0	0	1	5	A	RS15_ECOLI	2.94	2	2	2	2			A	P
P0AE01	1	1	1	1	0	0	1	5	A	TRMJ_ECOLI	4	2	2	2	2			A	P
P0AE08	1	1	1	1	0	0	1	5	A	AHPC_ECOLI	15.63	2	2	2	2			A	P
P0AE12	1	1	1	1	0	0	1	5	A	AMN_ECOLI	0.39	2	2	2	2			A	P
P0AE18	1	1	1	1	0	1	1	6	A	AMPM_ECOLI	0.85	2	2	2	2		7.772093475	A	P
P0AE37	0	1	1	1	0	0	1	4	A	ASTA_ECOLI			2	2	0			A	P
P0AE39	0	1	1	1	0	0	1	4	A	YPDB_ECOLI			2	2	2			A	P
P0AE48	1	1	1	1	0	1	1	6	A	YTFP_ECOLI	0.65	2	2	2	2			A	P
P0AE52	1	1	1	1	0	0	1	5	A	BCP_ECOLI	1.86	2	2	2	2			A	P
P0AE58	0	1	1	1	1	0	0	4	A	CAIF_ECOLI			2	2	2	0			P
P0AE60	0	1	1	1	0	1	0	4	A	CEDA_ECOLI			2	2	2				P
P0AE76	0	1	1	1	0	0	1	4	A	COBU_ECOLI			2	2	2			A	P
P0AE78	1	1	1	1	0	1	1	6	A	CORC_ECOLI	1.74	2	2	2	2		5.007031667	A	P
P0AEA8	0	1	1	1	0	0	1	4	A	CYSG_ECOLI			2	2	2			A	P
P0AEB7	1	1	1	1	0	0	1	5	A	YOAB_ECOLI	6.99	2	2	2	2			A	P
P0AED7	1	1	1	1	0	0	0	4	A	DAPE_ECOLI		2	2	2	2				P
P0AEE8	0	1	1	1	1	1	1	6	A	DMA_ECOLI			2	2	2	0	1.149695641	A	P
P0AEF0	0	1	1	1	0	0	1	4	A	DNAC_ECOLI			2	2	2			A	P
P0AEF4	0	1	1	1	1	1	1	6	A	DPIA_ECOLI			2	2	2	0		A	P
P0AEI1	1	1	1	1	0	0	1	5	A	MIAB_ECOLI	1.89	2	2	2	2			A	P
P0AEI4	1	1	1	1	0	0	1	5	A	RIMO_ECOLI	0.35	2	0	0	0			A	P
P0AEI6	0	1	1	1	0	0	1	4	A	NUDJ_ECOLI			2	2	2			A	P
P0AEJ2	0	1	1	1	1	0	1	5	A	ENTC_ECOLI			2	0	1	0		A	P
P0AEJ8	0	1	1	1	1	0	0	4	A	EUTN_ECOLI			2	2	0	0			P
P0AEK0	0	1	1	1	0	0	1	4	A	EXOX_ECOLI			2	2	2			A	P
P0AEM0	1	0	1	1	0	0	1	4	A	FKBX_ECOLI	1.04	2		2	2			A	P
P0AEN1	1	1	1	1	0	0	1	5	A	FRE_ECOLI	3.27	2	2	2	2			A	P
P0AEN8	0	1	1	1	1	1	1	6	A	FUCM_ECOLI			2	2	2	0	1.059549192	A	P
P0AES0	1	1	1	1	0	0	1	5	A	GSP_ECOLI	0.09	2	2	2	2			A	P
P0AES2	0	1	1	1	0	0	1	4	A	GUDH_ECOLI			2	0	1			A	P
P0AES4	1	1	1	1	0	1	1	6	A	GYRA_ECOLI	2.14	2	2	2	2		6.570290688	A	P
P0AET8	1	1	1	1	1	0	1	6	A	HDHA_ECOLI	1.04	2	2	2	2	0		A	P
P0AEV1	0	1	1	1	1	0	1	5	A	HNR_ECOLI			2	2	2	0		A	P
P0AEV4	0	1	1	1	1	1	0	5	A	HYCA_ECOLI			0	0	0	0			L
P0AEV7	0	1	1	1	1	0	0	4	A	HYCH_ECOLI			2	0	0	0			P
P0AEV9	0	1	1	1	1	1	0	5	A	HYCI_ECOLI			1	2	2	0			P
P0AEW4	0	1	1	1	1	0	1	5	A	ICC_ECOLI			2	2	2	0		A	P
P0AEW6	1	1	1	1	0	0	1	5	A	INGK_ECOLI	0.62	2	2	2	2			A	P
P0AEX5	0	1	1	1	1	1	1	6	A	KPPR_ECOLI			2	2	2	0	2.745774668	A	P
P0AEY3	1	1	1	1	0	0	0	4	A	MAZG_ECOLI	0.18	2	2	2	2				P
P0AEZ1	0	1	1	1	0	0	1	4	A	METF_ECOLI			2	2	0			A	P
P0AEZ9	1	1	1	1	0	0	1	5	A	MOAB_ECOLI		2	2	2	2			A	P
P0AF03	1	1	1	1	0	1	1	6	A	MOG_ECOLI	1	2	2	2	2			A	P
P0AF08	1	1	1	1	0	0	1	5	A	MRP_ECOLI	1	2	2	2	2			A	P
P0AF10	0	1	1	1	0	0	1	4	A	MTLR_ECOLI			2	2	2			A	P
P0AF12	1	1	1	1	0	0	1	5	A	MTNN_ECOLI		2	2	2	2			A	P
P0AF18	1	1	1	1	0	0	1	5	A	NAGA_ECOLI	1.32	2	2	2	2			A	P
P0AF24	1	1	1	1	0	0	1	5	A	NAGD_ECOLI	0.25	2	2	2	2			A	P
P0AF26	1	1	1	1	1	1	0	6	A	NARJ_ECOLI	1.75	2	2	0	2	0			P
P0AF28	1	1	1	1	0	0	1	5	A	NARL_ECOLI	1.57	2	2	2	2			A	P
P0AF48	0	1	1	1	0	1	0	4	A	YJBQ_ECOLI			2	2	2		5.092785935		P
P0AF50	0	1	1	1	0	0	1	4	A	YJBR_ECOLI			2	2	2			A	P
P0AF63	0	1	1	1	0	1	1	5	A	NSRR_ECOLI			2	2	2		3.908936181	A	P
P0AF67	1	1	1	1	0	1	1	6	A	YJEE_ECOLI	0.46	2	2	2	2		5.640335341	A	P
P0AF76	0	1	1	1	0	0	0	3	A	YJFI_ECOLI			2	2	2				P
P0AF93	1	1	1	1	0	1	1	6	A	YJGF_ECOLI	2.44	2	2	2	2			A	P
P0AFB5	1	1	1	1	0	1	1	6	A	NTRB_ECOLI	0.78	2	2	2	2			A	P
P0AFB8	1	1	1	1	0	0	1	5	A	NTRC_ECOLI	0.62	2	0	0	0			A	P
P0AFC0	0	1	1	1	0	0	1	4	A	NUDB_ECOLI			2	2	2			A	P
P0AFF6	1	1	1	1	0	1	1	6	A	NUSA_ECOLI	1.54	2	2	2	2		10.73238524	A	P
P0AFG0	1	1	1	1	0	0	1	5	A	NUSG_ECOLI	1.32	2	2	2	2			A	P
P0AFG3	1	1	1	1	0	1	1	6	A	ODO1_ECOLI	8.01	2	2	2	2			A	P
P0AFG6	1	1	1	1	0	0	1	5	A	ODO2_ECOLI	8.52	2	2	2	2			A	P
P0AFI0	0	1	1	1	0	1	0	4	A	OXC_ECOLI			0	0	0		0.105754324		L
P0AFI7	1	1	1	1	0	1	1	6	A	PDXH_ECOLI	1.13	2	2	2	2		4.017367335	A	P
P0AFJ5	0	1	1	1	1	0	0	4	A	PHOB_ECOLI			1	0	0	0			A
P0AFK0	1	1	1	1	0	0	1	5	A	PMBA_ECOLI	1	2	2	2	2			A	P
P0AFP2	0	1	1	1	0	1	0	4	A	YBAZ_ECOLI			2	2	2		1.441636678		P
P0AFP6	1	1	1	1	0	0	1	5	A	YBGI_ECOLI	2.32	2	2	2	2			A	P
P0AFQ7	1	1	1	1	0	1	1	6	A	YCFH_ECOLI	0.73	2	2	2	0		3.728225127	A	P
P0AFR0	0	1	1	1	0	1	1	5	A	RSSA_ECOLI			2	2	2			A	P
P0AFR4	1	1	1	1	0	0	1	5	A	YCIO_ECOLI	1.37	2	2	2	2			A	P
P0AFS3	0	1	1	1	0	0	0	3	A	FOLM_ECOLI			2	2	2				P
P0AFT5	0	1	1	1	0	0	1	4	A	YEHT_ECOLI			2	2	2			A	P
P0AFU4	0	0	1	1	0	1	1	4	A	YFHA_ECOLI				2	2		0.986434861	A	P
P0AFU8	1	0	1	1	0	0	1	4	A	RISA_ECOLI	0.79	2		2	2			A	P
P0AFW0	0	1	1	1	1	0	1	5	A	RFAH_ECOLI			1	2		0		A	P
P0AFW4	1	1	1	1	1	1	0	6	A	RNK_ECOLI	0.25	2	0	1	2	0	1.09977726		P
P0AFW8	0	1	1	1	0	0	0	3	A	ROF_ECOLI			2	2					P
P0AFX0	0	1	1	1	0	1	1	5	A	RP5M_ECOLI			2	2	2			A	P
P0AFX4	0	1	1	1	0	0	1	4	A	RSD_ECOLI			2	2	2			A	P
P0AFZ1	1	1	1	1	0	0	1	5	A	SSEB_ECOLI	2.34	2	2	2	2			A	P
P0AFZ3	1	1	1	1	1	1	1	7	A	SSPB_ECOLI	1.03	2	2	2	2	0	10.69193305	A	P
P0AG03	1	1	1	1	1	1	1	7	A	UBIX_ECOLI		2	2	0		0		A	P
P0AG07	1	1	1	1	0	0	1	5	A	RPE_ECOLI	1.36	2	2	2				A	P
P0AG16	1	1	1	1	0	0	1	5	A	PUR1_ECOLI	5.63	2	2	0	0			A	P
P0AG24	1	1	1	1	0	1	1	6	A	SPOT_ECOLI	0.59	2	2	2	2		3.959496477	A	P
P0AG30	1	1	1	1	0	1	1	6	A	RHO_ECOLI	0.78	2	2	2	2		15.30168117	A	P
P0AG40	1	1	1	1	0	1	1	6	A	RIBF_ECOLI	2.52	2	2	2	2		10.42698006	A	P
P0AG44	1	1	1	1	0	0	1	5	A	RL17_ECOLI	7.49	2	2	2	2			A	P
P0AG55	1	1	1	1	0	0	1	5	A	RL6_ECOLI	8.24	2	2	2	2			A	P
P0AG59	1	1	1	1	0	0	1	5	A	RS14_ECOLI	15.83	2	2	2	2			A	P
P0AG63	1	1	1	1	0	0	1	5	A	RS17_ECOLI	1.31	2	2	2	2			A	P
P0AG76	0	1	1	1	0	0	1	4	A	SBCD_ECOLI			2	2	2			A	P
P0AG84	0	1	1	1	0	1	1	5	A	YGHA_ECOLI			2	2	2			A	P
P0AGA6	0	1	1	1	0	0	1	4	A	UHPA_ECOLI			2	2	2			A	P
P0AGB3	0	1	1	1	0	0	0	3	A	RP32_ECOLI			2	2	2				P
P0AGD3	1	1	1	1	0	0	1	5	A	SODF_ECOLI	21.05	2	2	2	2			A	P
P0AGE0	0	0	1	1	0	0	1	3	A	SSB_ECOLI				2	2			A	P
P0AGE6	1	1	1	1	0	1	1	6	A	YIEF_ECOLI	0.95	2	2	2	2			A	P
P0AGF2	1	1	1	1	0	0	1	5	A	YGDK_ECOLI	0.55	2	2	2	2			A	P
P0AGG0	1	1	1	1	0	0	1	5	A	THIL_ECOLI	0.36	2	2	2	2			A	P
P0AGG2	1	1	1	1	1	0	1	6	A	TESB_ECOLI	2.04	2	2	0		0		A	P
P0AGG4	1	1	1	1	0	0	1	5	A	THIO2_ECOLI		2	2	2	2			A	P
P0AGG8	1	1	1	1	0	1	1	6	A	TLDD_ECOLI	1.01	2	2	2	2		2.802845032	A	P
P0AGJ2	0	1	1	1	0	0	1	4	A	TRMH_ECOLI			2	2	2			A	P
P0AGJ5	1	1	1	1	0	1	1	6	A	YFIF_ECOLI	1.82	2	2	2	2		1.320536007	A	P
P0AGJ7	0	1	1	1	0	1	1	5	A	YIBK_ECOLI			2	2	2			A	P
P0AGK8	1	1	1	1	0	0	1	5	A	ISCR_ECOLI	1.72	2	2	2	2			A	P
P0AGL2	0	1	1	1	0	0	0	3	A	TDCF_ECOLI			0	0	2				P
P0AGL5	0	1	1	1	0	0	1	4	A	YFJG_ECOLI			2	2	2			A	P
P0AGL7	0	1	1	1	0	0	1	4	A	RSME_ECOLI			2	2	2			A	P
P0C037	0	1	1	1	0	1	1	5	A	YAIE_ECOLI			2	2	2		6.200218922	A	P
P0C054	1	1	1	1	0	1	1	6	A	IBPA_ECOLI	0.59	2	2	2	0			A	P
P0C058	0	1	1	1	1	1	1	6	A	IBPB_ECOLI			2	2	2	0		A	P
P0C093	1	1	1	1	0	0	1	5	A	SLMA_ECOLI	0.55	2	2	2	2			A	P
P0C0K3	0	1	1	1	0	0	1	4	A	RDOA_ECOLI			2	2	2			A	P
P0C0L2	1	1	1	1	1	1	0	6	A	OSMC_ECOLI	1.52	2	2	2	2	0			P
P0C0R7	1	1	1	1	0	1	1	6	A	RLME_ECOLI	0.87	2	2	2	2			A	P
P0C0U4	0	1	1	1	0	0	1	4	A	RIMK_ECOLI			0	0	0			A	A
P0C8K0	0	1	1	1	0	0	0	3	A	KBAZ_ECOLI			0	0	0				A
P10442	0	1	1	1	1	0	1	5	A	RNH2_ECOLI			2	2	2	0		A	P
P10443	0	1	1	1	0	1	1	5	A	DPO3A_ECOLI			2	2	2			A	P
P11071	0	1	1	1	0	0	0	3	A	ACEK_ECOLI			2	2	0				P
P11290	0	1	1	1	0	0	1	4	A	YIBD_ECOLI			2	0	0			A	P
P11446	0	1	1	1	1	0	1	5	A	ARGC_ECOLI			2	0		0		A	P
P11447	0	1	1	1	0	0	1	4	A	ARLY_ECOLI			0	0	0			A	A
P11458	0	1	1	1	0	0	1	4	A	NADA_ECOLI			2	2	2			A	P
P11663	0	1	1	1	0	0	0	3	A	YGGD_ECOLI			2	2	2				P
P11875	1	1	1	1	0	0	1	5	A	SYR_ECOLI	0.97	2	2	2				A	P
P11880	1	1	1	1	0	1	1	6	A	MURF_ECOLI	0.77	2	2	2	2		0.491018338	A	P
P12281	1	1	1	1	0	1	1	6	A	MOEA_ECOLI	1	2	2	2	2		0.699283168	A	P
P12282	0	1	1	1	1	1	1	6	A	MOEB_ECOLI			2	0	0	0	1.473429807	A	P
P12295	1	1	1	1	1	1	1	7	A	UNG_ECOLI	2.58	2	2	2	2	0	1.242139903	A	P
P12758	1	1	1	1	0	0	1	5	A	UDP_ECOLI	1.59	2	2	2	2			A	P
P12994	0	0	1	1	0	0	0	2	A	YBHB_ECOLI				0					A
P12995	0	1	1	1	0	0	0	3	A	BIOA_ECOLI			0	0	0				A
P12999	0	1	1	1	1	0	0	4	A	BIOC_ECOLI			0	0	0	0			A
P13000	0	1	1	1	0	0	0	3	A	BIOD_ECOLI			2	0	0				P
P13001	0	1	1	1	1	0	1	5	A	BIOH_ECOLI			2	2	2	0		A	P
P13009	1	1	1	1	0	0	1	5	A	METH_ECOLI	0.09	2	2	1				A	P
P13016	0	1	1	1	0	0	1	4	A	AMPD_ECOLI			2	2	2			A	P
P13024	1	1	1	1	0	0	1	5	A	FDHE_ECOLI	1.45	2	2	2	2			A	P
P13029	1	1	1	1	0	1	1	6	A	KATG_ECOLI	2.74	2	2	2	2			A	P
P13039	0	1	1	1	1	0	0	4	A	FES_ECOLI			2	2		0			P
P14081	1	1	1	1	1	1	1	7	A	SELB_ECOLI		2	1	0	0	0		A	P
P14294	0	1	1	1	0	1	1	5	A	TOP3_ECOLI			2	1	0		1.620805501	A	P
P14407	1	1	1	1	0	0	0	4	A	FUMB_ECOLI	0.17	2	0	0					P
P15034	1	1	1	1	0	1	1	6	A	AMPP_ECOLI	1.28	2	2	2	2		3.379149323	A	P
P15038	0	1	1	1	0	0	1	4	A	HELD_ECOLI			2	2	2			A	P
P15042	1	1	1	1	0	1	1	6	A	DNLJ_ECOLI	0.57	2	2	1	2			A	P
P15067	0	1	1	1	0	0	0	3	A	GLGX_ECOLI			2	2	2				P
P15254	1	1	1	1	0	1	1	6	A	PUR4_ECOLI	1.53	2	2	2	2		5.370401963	A	P
P15288	1	1	1	1	0	1	1	6	A	PEPD_ECOLI	3.93	2	2	2	2		4.234656008	A	P
P15639	1	1	1	1	0	0	1	5	A	PUR9_ECOLI	3.07	2	2	2	2			A	P
P15640	1	1	1	1	0	0	0	4	A	PUR2_ECOLI	4	2	2	2	2				P
P15723	0	1	1	1	0	0	0	3	A	DGTP_ECOLI			2	0	0				P
P15770	1	1	1	1	1	1	1	7	A	AROE_ECOLI	0.34	2	2	2	2	0	2.510758683	A	P
P15977	1	1	1	1	0	1	1	6	A	MALQ_ECOLI	0.54	2	2	2	2		1.60497022	A	P
P16384	0	1	1	1	0	0	1	4	A	MIAA_ECOLI			2	2	2			A	P
P16432	0	1	1	1	1	0	0	4	A	HYCF_ECOLI			0	0	0	0			A
