Gene Name	Ordered Locus Name	VALUE	ABS_CALL	DETECTION P-VALUE	NORMALIZED BY GLOBAL INTENSITY (EXPRESSED AS PARTS PER MILLION)
yqhE	b3012	208,5	A	0,304618	57
yqhG	b3013	108,021	A	0,0864242	30
yqhH	b3014	41,2872	A	0,432352	11
yqiA	b3031	731,262	P	0,00049077	201
yqiB	b3033	1006,2	P	0,000612512	277
yqiE	b3034	498,323	P	0,00130539	137
yqiG	b3046	33,8733	A	0,140265	9
yqiH	b3047	15,0075	P	0,0391461	4
yqiI	b3048	8,89927	A	0,432352	2
yqjA	b3095	772,373	P	0,000402638	212
yqjB	b3096	401,895	P	0,00188612	110
yqjC	b3097	1199,33	P	0,000493549	330
yqjD	b3098	1205,95	P	0,000327479	331
yqjE	b3099	670,364	P	0,00315926	184
yqjF	b3101	126,023	A	0,181744	35
yqjG	b3102	144,886	P	0,0204441	40
yqjH	b3070	268,869	P	0,00782678	74
yqjI	b3071	253,768	P	0,00852936	70
yraH	b3142	58,8096	P	0,00130539	16
yraI	b3143	6,66008	A	0,388213	2
yraJ	b3144	37,1797	P	0,0204441	10
yraK	b3145	60,8535	A	0,0698779	17
yraL	b3146	164,906	P	0,00529677	45
yraM	b3147	819,641	P	0,0480985	225
yraN	b3148	718,689	P	0,0129214	198
yraO	b3149	1204,21	P	0,000327479	331
yraP	b3150	893,734	P	0,000734887	246
yraQ	b3151	561,105	P	0,00269283	154
yraR	b3152	219,111	P	0,0234132	60
yrbA	b3190	1339,28	P	0,00049077	368
yrbB	b3191	1690,73	P	0,00049077	465
yrbC	b3192	2511,1	P	0,00049077	690
yrbD	b3193	2285,39	P	0,00049077	628
yrbE	b3194	935,726	P	0,00049077	257
yrbF	b3195	978,584	P	0,00049077	269
yrbG	b3196	488,224	P	0,00108112	134
yrbH	b3197	965,803	P	0,00269283	265
yrbI	b3198	836,666	P	0,00049077	230
yrbK	b3199	1494,7	P	0,00049077	411
yrbL	b3207	1216,26	P	0,000327479	334
yrdA	b3279	1607,15	P	0,000327479	442
yrdB	b3280	638,813	P	0,000761638	176
yrdC	b3282	903,997	P	0,00157146	248
yrdD	b3283	1522,82	P	0,000402638	418
yrfA	b3392	110,215	P	0,0373677	30
yrfB	b3393	101,209	A	0,276247	28
yrfC	b3394	82,4334	A	0,181744	23
yrfD	b3395	90,6024	A	0,266065	25
yrfE	b3397	306,586	P	0,00157146	84
yrfF	b3398	209,412	P	0,034572	58
yrfG	b3399	658,825	P	0,000327479	181
yrfH	b3400	1214,76	P	0,0072983	334
yrfI	b3401	500,942	P	0,000493549	138
yrhA	b3443	0,993123	A	0,88284	0
yrhB	b3446	4,80806	A	0,930122	1
ysgA	b3830	169,255	P	0,00459071	47
yshA	b3875	2,61389	A	0,922182	1
ytfA	b4205	21,09	A	0,266065	6
ytfB	b4206	778,947	P	0,000761638	214
ytfE	b4209	158,052	P	0,00108112	43
ytfF	b4210	168,064	P	0,00550396	46
ytfG	b4211	219,349	M	0,0547106	60
ytfH	b4212	109,57	A	0,388213	30
ytfI	b4215	23,405	A	0,0957232	6
ytfJ	b4216	177,283	P	0,00116472	49
ytfK	b4217	68,2543	P	0,00320325	19
ytfL	b4218	201,412	P	0,00852936	55
ytfM	b4220	377,81	P	0,00094359	104
ytfN	b4221	554,74	P	0,000892689	152
ytfP	b4222	686,572	P	0,000402638	189
ytfQ	b4227	242,857	P	0,0072983	67
ytfR	b4228	192,19	M	0,0547106	53
ytfS	b4229	51,0851	A	0,318883	14
ytfT	b4230	97,772	P	0,0178004	27
yzgL	b3427	164,568	P	0,036797	45
zipA	b2412	634,486	P	0,00094359	174
zntA	b3469	467,707	P	0,000892689	129
zwf	b1852	2908,51	P	0,000612512	799
-	b0005	41,1813	A	0,324781	11
-	b0011	76,7554	A	0,150145	21
-	b0024	28,1625	A	0,105738	8
-	b0235	29,3426	A	0,210789	8
-	b0245	47,5676	A	0,462489	13
-	b0263	88,1068	A	0,105738	24
-	b0302	12,4888	A	0,633364	3
-	b0309	26,5146	A	0,198363	7
-	b0359	1,32147	A	0,834732	0
-	b0362	75,7061	A	0,110665	21
-	b0370	0,729737	A	0,973263	0
-	b0379	50,1223	A	0,254899	14
-	b0392	76,0849	A	0,266065	21
-	b0501	73,5777	A	0,105738	20
-	b0502	79,1172	A	0,213264	22
-	b0539	54,4292	A	0,181343	15
-	b0542	52,2756	A	0,0698779	14
-	b0663	71,4586	A	0,181744	20
-	b0703	4,31971	A	0,904277	1
-	b0816	51,602	A	0,230151	14
-	b0832	205,835	A	0,127994	57
-	b0833	15,3709	A	0,266065	4
-	b0836	7,81601	A	0,818256	2
-	b0846	67,6738	A	0,24776	19
-	b0847	164,148	A	0,070073	45
-	b0899	28,4993	A	0,127994	8
-	b0941	54,6859	A	0,41014	15
-	b0942	44,02	A	0,135974	12
-	b0943	20,3063	A	0,51252	6
-	b0959	166,813	A	0,0698779	46
-	b0968	138,817	A	0,24776	38
-	b1007	67,2896	A	0,437665	18
-	b1008	50,5573	A	0,413046	14
-	b1009	6,42153	A	0,889551	2
-	b1011	47,1131	A	0,275462	13
-	b1012	12,0527	A	0,635055	3
-	b1016	34,8984	A	0,155448	10
-	b1017	103,985	A	0,366636	29
-	b1028	3,63718	A	0,802877	1
-	b1052	72,3477	A	0,128906	20
-	b1057	155,778	A	0,110449	43
-	b1121	2,91919	A	0,944116	1
-	b1141	11,7364	A	0,875568	3
-	b1146	22,9877	A	0,522646	6
-	b1152	32,7132	A	0,198363	9
-	b1153	111,94	A	0,366636	31
-	b1155	10,3137	A	0,41014	3
-	b1157	2,51792	A	0,745101	1
-	b1168	7,03055	A	0,654528	2
-	b1169	10,0402	A	0,366636	3
-	b1171	45,7523	A	0,11649	13
-	b1228	2,89139	A	0,951901	1
-	b1337	17,7114	A	0,477354	5
-	b1341	5,30302	A	0,745101	1
-	b1342	19,1254	A	0,230151	5
-	b1345	37,9406	A	0,586954	10
-	b1354	14,1617	A	0,635055	4
-	b1355	5,52917	A	0,537511	2
-	b1362	4,17841	A	0,654528	1
-	b1364	0,212411	A	0,403809	0
-	b1365	112,846	A	0,29146	31
-	b1367	1,75054	A	0,71497	0
-	b1368	2,72438	A	0,937979	1
-	b1371	112,58	A	0,181744	31
-	b1372	7,33588	A	0,944116	2
-	b1377	30,1381	A	0,28503	8
-	b1391	96,7163	A	0,304618	27
-	b1392	103,377	A	0,24776	28
-	b1394	9,70278	A	0,611787	3
-	b1396	35,2138	A	0,181744	10
-	b1398	61,4623	A	0,11649	17
-	b1408	6,18053	A	0,41014	2
-	b1409	3,54237	A	0,872006	1
-	b1410	12,7269	A	0,58986	3
-	b1428	111,696	A	0,34162	31
-	b1433	59,551	A	0,235169	16
-	b1436	40,4505	A	0,48748	11
-	b1437	39,7336	A	0,0957232	11
-	b1439	152,836	A	0,0778177	42
-	b1440	23,5184	A	0,477354	6
-	b1442	60,1289	A	0,254899	17
-	b1443	33,2178	A	0,366636	9
-	b1444	47,5037	A	0,230151	13
-	b1450	1,90429	A	0,944116	1
-	b1454	4,08827	A	0,846688	1
-	b1455	0,260288	A	0,733935	0
-	b1458	13,8531	A	0,181744	4
-	b1459	50,7677	A	0,167138	14
-	b1470	0,972885	A	0,911443	0
-	b1471	0,0963801	A	0,611787	0
-	b1472	3,58309	A	0,96798	1
-	b1484	32,5671	A	0,413046	9
-	b1485	60,0315	A	0,275462	16
-	b1486	87,5326	A	0,0698779	24
-	b1487	58,3737	A	0,0864242	16
-	b1488	87,796	A	0,122747	24
-	b1497	1,10416	A	0,567648	0
-	b1499	1,87949	A	0,904277	1
-	b1500	2,04306	A	0,681117	1
-	b1502	3,31322	A	0,987079	1
-	b1503	2,43712	A	0,921094	1
-	b1504	16,1686	A	0,54522	4
-	b1505	2,14407	A	0,957858	1
-	b1506	4,14116	A	0,922182	1
-	b1513	7,11641	A	0,818657	2
-	b1518	27,349	A	0,181343	8
-	b1522	66,6058	A	0,167138	18
-	b1527	9,9172	A	0,153312	3
-	b1543	8,78791	A	0,921094	2
-	b1547	7,66556	A	0,345472	2
-	b1551	15,2738	A	0,681117	4
-	b1553	18,8227	A	0,213264	5
-	b1554	8,59851	A	0,802877	2
-	b1555	19,6699	A	0,165268	5
-	b1556	25,1651	A	0,197123	7
-	b1559	11,1778	A	0,733935	3
-	b1560	23,578	A	0,462489	6
-	b1579	7,80097	A	0,695382	2
-	b1587	18,1554	A	0,58986	5
-	b1588	63,1395	A	0,567648	17
-	b1589	50,1675	A	0,24776	14
-	b1592	80,6453	A	0,140265	22
-	b1593	99,5029	A	0,181744	27
-	b1601	10,9967	A	0,71497	3
-	b1644	72,2371	A	0,0864242	20
-	b1648	11,0715	A	0,849855	3
-	b1649	117,09	A	0,477354	32
-	b1668	25,5233	A	0,477354	7
-	b1669	148,69	A	0,110449	41
-	b1673	6,3054	A	0,681117	2
-	b1675	50,9412	A	0,165268	14
-	b1690	5,16284	A	0,5	1
-	b1691	7,27153	A	0,695382	2
-	b1695	61,9924	A	0,266065	17
-	b1696	52,5623	A	0,275462	14
-	b1720	2,11586	A	0,611787	1
-	b1721	3,09612	A	0,904277	1
-	b1730	1,23078	A	0,769849	0
-	b1755	92,4243	A	0,127994	25
-	b1771	32,6185	A	0,48748	9
-	b1772	76,0288	A	0,213264	21
-	b1773	18,4436	A	0,562354	5
-	b1775	4,28071	A	0,786736	1
-	b1776	32,5504	A	0,135974	9
-	b1815	48,2694	A	0,127994	13
-	b1821	132,365	A	0,105738	36
-	b1903	55,6803	A	0,304618	15
-	b1933	1,33195	A	0,304618	0
-	b1953	7,88551	A	0,973263	2
-	b1956	65,4626	A	0,135974	18
-	b1964	55,4155	A	0,105738	15
-	b1965	47,82	A	0,167138	13
-	b1970	24,7743	A	0,140265	7
-	b1971	129,971	A	0,167138	36
-	b1972	10,8627	A	0,58986	3
-	b1973	20,0192	A	0,0957232	6
-	b1978	27,127	A	0,366636	7
-	b1979	10,3792	A	0,324781	3
-	b1980	18,1066	A	0,213264	5
-	b2060	70,8107	A	0,181343	19
-	b2072	90,6907	A	0,140265	25
-	b2085	35,4432	A	0,254899	10
-	b2086	36,07	A	0,24776	10
-	b2225	124,852	A	0,0698779	34
-	b2228	107,831	A	0,58986	30
-	b2229	41,4432	A	0,0698779	11
-	b2246	27,4838	A	0,65838	8
-	b2247	6,56825	A	0,889551	2
-	b2248	59,295	A	0,197123	16
-	b2250	166,491	A	0,235169	46
-	b2253	79,8859	A	0,0778177	22
-	b2258	54,2135	A	0,197123	15
-	b2322	124,013	A	0,254899	34
-	b2324	241,146	A	0,153312	66
-	b2333	17,3445	A	0,65838	5
-	b2341	168,356	A	0,324781	46
-	b2345	4,32884	A	0,304618	1
-	b2354	102,345	A	0,324781	28
-	b2359	158,651	A	0,140265	44
-	b2361	29,948	A	0,275462	8
-	b2362	38,5073	A	0,235169	11
-	b2363	39,232	A	0,0698779	11
-	b2372	57,188	A	0,11649	16
-	b2373	90,998	A	0,0778177	25
-	b2376	2,5606	A	0,979556	1
-	b2383	192,416	A	0,0778177	53
-	b2384	83,0523	A	0,165268	23
-	b2385	24,9339	A	0,611787	7
-	b2386	154,934	A	0,0778177	43
-	b2387	15,1468	A	0,745101	4
-	b2390	10,7458	A	0,834961	3
-	b2439	228,187	A	0,275462	63
-	b2444	46,1946	A	0,318883	13
-	b2445	22,1789	A	0,388213	6
-	b2446	121,237	A	0,266065	33
-	b2448	50,9336	A	0,266065	14
-	b2451	31,9967	A	0,537511	9
-	b2461	24,3325	A	0,513937	7
-	b2462	39,2719	A	0,5	11
-	b2466	80,1977	A	0,388782	22
-	b2503	37,8023	A	0,0789057	10
-	b2505	22,946	A	0,45478	6
-	b2506	100,391	A	0,0778177	28
-	b2636	20,5275	A	0,0805664	6
-	b2640	37,3043	A	0,388782	10
-	b2641	58,1867	A	0,34668	16
-	b2648	0,423936	A	0,889551	0
-	b2649	2,57252	A	0,965428	1
-	b2650	4,75719	A	0,611787	1
-	b2651	6,73934	A	0,567648	2
-	b2653	1,55375	A	0,863952	0
-	b2654	1,34721	A	0,913576	0
-	b2655	0,339612	A	0,996207	0
-	b2656	0,577706	A	0,988452	0
-	b2657	1,49021	A	0,894262	0
-	b2658	2,30535	A	0,95023	1
-	b2659	118,866	A	0,254899	33
-	b2667	270,178	A	0,0778177	74
-	b2710	21,1151	A	0,364945	6
-	b2737	66,087	A	0,28503	18
-	b2740	38,3811	A	0,45478	11
-	b2757	47,6606	A	0,324781	13
-	b2758	25,5211	A	0,181744	7
-	b2772	35,7187	A	0,675219	10
-	b2789	58,5339	A	0,34162	16
-	b2832	113,504	A	0,0864242	31
-	b2853	1,0178	A	0,965428	0
-	b2854	1,16365	A	0,996201	0
-	b2856	1,24588	A	0,969554	0
-	b2857	0,274506	A	0,998568	0
-	b2858	7,89404	A	0,11649	2
-	b2862	9,50004	A	0,213264	3
-	b2863	51,2978	A	0,324781	14
-	b2866	33,9852	A	0,5	9
-	b2868	25,0056	A	0,324781	7
-	b2873	43,2423	A	0,28503	12
-	b2876	89,059	A	0,070073	24
-	b2880	125,613	A	0,140265	35
-	b2931	84,9933	A	0,11649	23
-	b2970	8,23912	A	0,894262	2
-	b2971	7,11699	A	0,969554	2
-	b2972	75,6203	A	0,437646	21
-	b2973	49,7618	A	0,437646	14
-	b2974	59,5746	A	0,135974	16
-	b2998	6,12485	A	0,96798	2
-	b2999	81,2997	A	0,0778177	22
-	b3001	115,149	A	0,266065	32
-	b3007	13,987	A	0,30009	4
-	b3023	146,206	A	0,0789057	40
-	b3027	5,40543	A	0,230151	1
-	b3254	44,2457	A	0,28503	12
-	b3808	25,0736	A	0,567648	7
-	b3814	8,24388	A	0,745101	2
-	b3913	140,008	A	0,136048	38
-	b3975	7,72021	A	0,364945	2
-	b4103	32,9239	A	0,413046	9
-	b4286	44,0038	A	0,304618	12
-	b0878	314,521	M	0,0547106	86
-	b1044	36,4503	M	0,0558844	10
-	b1327	50,5549	M	0,0547106	14
-	b1369	47,1134	M	0,0579257	13
-	b1374	68,1448	M	0,0620214	19
-	b1501	29,9029	M	0,0625767	8
-	b1565	47,5886	M	0,0558844	13
-	b1672	55,6603	M	0,0558844	15
-	b1689	47,5488	M	0,0558844	13
-	b1770	66,9687	M	0,0547106	18
-	b2074	133,785	M	0,0558844	37
-	b2083	59,7628	M	0,0579257	16
-	b2335	83,8865	M	0,0558844	23
-	b2360	39,3393	M	0,0625767	11
-	b2447	103,253	M	0,0625767	28
-	b2460	101,927	M	0,0620214	28
-	b2879	80,8681	M	0,0625767	22
-	b3100	273,872	M	0,0625767	75
-	b3122	113,699	M	0,0620214	31
-	b3837	691,841	M	0,0644531	190
-	b0100	258,5	P	0,0234375	71
-	b0105	289,425	P	0,00094359	80
-	b0165	478,448	P	0,0298695	131
-	b0257	244,469	P	0,000612512	67
-	b0332	181,325	P	0,0129214	50
-	b0373	763,661	P	0,0078125	210
-	b0380	124,192	P	0,00225703	34
-	b0395	300,94	P	0,00143671	83
-	b0499	20,0796	P	0,00116472	6
-	b0538	61,8093	P	0,0497698	17
-	b0609	67,8878	P	0,0442012	19
-	b0667	202,667	P	0,000761638	56
-	b0669	167,511	P	0,0129214	46
-	b0671	111,381	P	0,0391461	31
-	b0725	2214,82	P	0,00073689	609
-	b0753	82,6122	P	0,0497698	23
-	b0762	245,06	P	0,000493549	67
-	b0795	649,557	P	0,00049077	179
-	b0805	96,7516	P	0,0151637	27
-	b0817	383,135	P	0,0320196	105
-	b0822	209,38	P	0,00175518	58
-	b0829	505,742	P	0,000892689	139
-	b0830	278,568	P	0,00993898	77
-	b0831	183,445	P	0,015454	50
-	b0834	68,9358	P	0,0072983	19
-	b0844	261,055	P	0,0320196	72
-	b0845	187,513	P	0,00225703	52
-	b0866	347,645	P	0,00049077	96
-	b0867	384,613	P	0,000603158	106
-	b0868	252,413	P	0,0239949	69
-	b0872	199,725	P	0,034572	55
-	b0919	187,124	P	0,0133783	51
-	b0947	548,083	P	0,00657518	151
-	b0955	755,409	P	0,00049077	208
-	b0960	204,916	P	0,00214285	56
-	b0964	97,596	P	0,0234132	27
-	b0965	399,977	P	0,00379911	110
-	b0967	590,636	P	0,000612512	162
-	b1010	146,435	P	0,0304463	40
-	b1045	311,635	P	0,0109718	86
-	b1085	73,1432	P	0,0204441	20
-	b1134	343,58	P	0,00175518	94
-	b1145	130,447	P	0,00320325	36
-	b1163	237,441	P	0,00225703	65
-	b1170	131,081	P	0,00379911	36
-	b1172	324,589	P	0,000612512	89
-	b1180	717,805	P	0,00188612	197
-	b1191	356,659	P	0,0072983	98
-	b1192	360,317	P	0,00116472	99
-	b1199	2126,43	P	0,00049077	584
-	b1200	2217,08	P	0,000327479	609
-	b1201	169,653	P	0,00320325	47
-	b1202	74,8413	P	0,0320196	21
-	b1213	256,897	P	0,00529677	71
-	b1240	461,129	P	0,0196216	127
-	b1248	986,504	P	0,00073689	271
-	b1284	330,283	P	0,00143241	91
-	b1297	479,142	P	0,000603158	132
-	b1310	113,747	P	0,0497698	31
-	b1314	73,0012	P	0,015454	20
-	b1329	183,33	P	0,000402638	50
-	b1330	97,6155	P	0,00157146	27
-	b1360	76,3672	P	0,0277665	21
-	b1397	262,304	P	0,00269283	72
-	b1399	137,198	P	0,00782678	38
-	b1400	310,351	P	0,00852936	85
-	b1420	110,029	P	0,00529677	30
-	b1422	197,212	P	0,00381521	54
-	b1423	95,801	P	0,0133783	26
-	b1425	54,2543	P	0,0239949	15
-	b1431	96,6941	P	0,0267372	27
-	b1432	428,791	P	0,00269283	118
-	b1438	304,509	P	0,000734887	84
-	b1441	137,85	P	0,0304463	38
-	b1445	71,4539	P	0,015454	20
-	b1446	365,904	P	0,0442012	101
-	b1447	211,256	P	0,000612512	58
-	b1448	900,399	P	0,000761638	247
-	b1451	294,697	P	0,00143241	81
-	b1452	551,991	P	0,000402638	152
-	b1462	76,7122	P	0,00188612	21
-	b1463	122,197	P	0,00529677	34
-	b1481	57,1375	P	0,0320196	16
-	b1483	124,746	P	0,0304463	34
-	b1489	49,3631	P	0,0151637	14
-	b1490	96,9056	P	0,00116472	27
-	b1491	68,4683	P	0,0277665	19
-	b1498	37,2339	P	0,0234132	10
-	b1509	245,892	P	0,00852936	68
-	b1516	86,6948	P	0,034572	24
-	b1519	264,087	P	0,034572	73
-	b1520	120,041	P	0,000761638	33
-	b1523	195,036	P	0,00225703	54
-	b1525	592,872	P	0,00379911	163
-	b1541	138,161	P	0,0304463	38
-	b1550	115,916	P	0,00175518	32
-	b1567	100,936	P	0,00993898	28
-	b1568	74,0989	P	0,0231997	20
-	b1582	303,872	P	0,000603158	84
-	b1583	2452,26	P	0,000603158	674
-	b1586	166,381	P	0,0044925	46
-	b1590	132,649	P	0,00157146	36
-	b1591	255,646	P	0,00529677	70
-	b1598	252,071	P	0,0044925	69
-	b1599	89,7527	P	0,04343	25
-	b1600	85,5427	P	0,04343	24
-	b1604	929,43	P	0,00130539	255
-	b1605	186,236	P	0,0304463	51
-	b1624	703,694	P	0,00214285	193
-	b1625	313,748	P	0,0072983	86
-	b1626	330,284	P	0,000603158	91
-	b1627	156,734	P	0,00852936	43
-	b1628	240,299	P	0,00143241	66
-	b1629	249,731	P	0,0133783	69
-	b1631	403,351	P	0,0234132	111
-	b1640	324,381	P	0,0267372	89
-	b1643	92,433	P	0,00603166	25
-	b1645	81,1821	P	0,0044925	22
-	b1647	836,021	P	0,000603158	230
-	b1657	176,962	P	0,0177324	49
-	b1664	1115,77	P	0,00049077	307
-	b1667	1051,12	P	0,000327479	289
-	b1671	111,768	P	0,015454	31
-	b1674	43,4633	P	0,0497698	12
-	b1680	98,7527	P	0,0177324	27
-	b1685	743,342	P	0,00049077	204
-	b1686	396,283	P	0,00260662	109
-	b1688	551,641	P	0,000892689	152
-	b1706	593,363	P	0,000761638	163
-	b1707	36,1188	P	0,0239949	10
-	b1722	294,504	P	0,00315926	81
-	b1724	165,307	P	0,00529677	45
-	b1725	281,224	P	0,00108112	77
-	b1726	491,477	P	0,00379911	135
-	b1728	216,697	P	0,0133783	60
-	b1729	184,79	P	0,00993898	51
-	b1731	95,3601	P	0,0072983	26
-	b1741	323,759	P	0,00379911	89
-	b1742	1001,84	P	0,00459071	275
-	b1745	148,579	P	0,0044925	41
-	b1746	139,954	P	0,0421419	38
-	b1747	164,715	P	0,00550396	45
-	b1754	193,801	P	0,00622665	53
-	b1756	94,5118	P	0,0442012	26
-	b1757	96,6503	P	0,0497698	27
-	b1758	173,062	P	0,000761638	48
-	b1759	348,883	P	0,00622665	96
-	b1760	701,658	P	0,000761638	193
-	b1762	104,769	P	0,00094359	29
-	b1777	2028,04	P	0,000612512	557
-	b1781	311,358	P	0,000327479	86
-	b1788	37,7102	P	0,0421419	10
-	b1806	295,713	P	0,00459071	81
-	b1808	242,128	P	0,00260662	67
-	b1809	741,113	P	0,000327479	204
-	b1810	411,191	P	0,00225703	113
-	b1811	409,241	P	0,0267372	112
-	b1820	86,9955	P	0,0267372	24
-	b1824	6352,15	P	0,000327479	1746
-	b1825	188,695	P	0,000734887	52
-	b1826	940,503	P	0,00049077	258
-	b1827	414,582	P	0,00175518	114
-	b1828	109,076	P	0,00993898	30
-	b1832	1963,78	P	0,000612512	540
-	b1833	160,227	P	0,00459071	44
-	b1834	166,092	P	0,0204441	46
-	b1836	73,1034	P	0,0133783	20
-	b1837	186,429	P	0,0072983	51
-	b1839	1403,65	P	0,000327479	386
-	b1840	2202,8	P	0,00049077	605
-	b1841	2319,38	P	0,00049077	637
-	b1843	133,09	P	0,00993898	37
-	b1844	560,565	P	0,000402638	154
-	b1904	613,422	P	0,000402638	169
-	b1936	174,677	P	0,034572	48
-	b1955	160,789	P	0,0497698	44
-	b1957	309,881	P	0,00214285	85
-	b1963	298,212	P	0,00214285	82
-	b1966	80,4297	P	0,0115479	22
-	b1976	441,653	P	0,000603158	121
-	b1983	520,46	P	0,000327479	143
-	b1995	54,92	P	0,00320325	15
-	b1998	61,2334	P	0,0277665	17
-	b2001	230,551	P	0,000892689	63
-	b2016	1045,56	P	0,00049077	287
-	b2070	174,765	P	0,0133783	48
-	b2071	58,2849	P	0,0178004	16
-	b2073	83,2642	P	0,0320196	23
-	b2080	89,0403	P	0,0072983	24
-	b2084	66,452	P	0,00459071	18
-	b2097	288,176	P	0,00320325	79
-	b2099	126,08	P	0,0267372	35
-	b2100	264,477	P	0,000892689	73
-	b2107	121,992	P	0,00622665	34
-	b2145	187,763	P	0,0267372	52
-	b2146	151,667	P	0,00459071	42
-	b2174	261,099	P	0,000892689	72
-	b2226	119,47	P	0,0391461	33
-	b2227	85,2988	P	0,00782678	23
-	b2245	192,032	P	0,0072983	53
-	b2249	531,802	P	0,00143241	146
-	b2254	82,317	P	0,000402638	23
-	b2255	293,786	P	0,00049077	81
-	b2256	111,129	P	0,0391461	31
-	b2257	85,183	P	0,0497698	23
-	b2274	21,1074	P	0,0115479	6
-	b2275	31,8213	P	0,00320325	9
-	b2290	449,997	P	0,0044925	124
-	b2291	398,753	P	0,00130539	110
-	b2294	2424,22	P	0,000612512	666
-	b2295	401,119	P	0,000327479	110
-	b2299	337,316	P	0,0133783	93
-	b2304	382,706	P	0,00188612	105
-	b2325	676,132	P	0,00094359	186
-	b2326	840,535	P	0,000612512	231
-	b2331	725,763	P	0,00225703	199
-	b2332	262,44	P	0,000612512	72
-	b2334	50,5028	P	0,0277665	14
-	b2337	113,497	P	0,00550396	31
-	b2339	24,3839	P	0,0206634	7
-	b2340	217,924	P	0,0133783	60
-	b2342	192,645	P	0,0391461	53
-	b2343	351,889	P	0,00260662	97
-	b2350	295,61	P	0,00049077	81
-	b2351	1617,06	P	0,000327479	444
-	b2352	475,762	P	0,000327479	131
-	b2353	83,0159	P	0,0133783	23
-	b2374	37,7984	P	0,00049077	10
-	b2375	85,5363	P	0,0177324	24
-	b2377	201,727	P	0,00130539	55
-	b2379	480,196	P	0,00049077	132
-	b2380	228,219	P	0,0044925	63
-	b2381	551,682	P	0,00269283	152
-	b2382	211,066	P	0,00225703	58
-	b2389	124,234	P	0,0497698	34
-	b2392	208,406	P	0,00225703	57
-	b2420	109,741	P	0,000493549	30
-	b2429	103,512	P	0,0320196	28
-	b2430	309,736	P	0,0044925	85
-	b2431	298,371	P	0,000493549	82
-	b2432	553,115	P	0,000402638	152
-	b2433	334,113	P	0,00320325	92
-	b2434	413,889	P	0,00049077	114
-	b2438	210,686	P	0,036797	58
-	b2442	355,917	P	0,0044925	98
-	b2443	160,575	P	0,0133783	44
-	b2449	137,088	P	0,0133783	38
-	b2450	932,19	P	0,000402638	256
-	b2459	58,6947	P	0,0277665	16
-	b2463	1094,47	P	0,000612512	301
-	b2475	712,666	P	0,00269283	196
-	b2490	94,6624	P	0,0177324	26
-	b2494	790,376	P	0,000603158	217
-	b2495	506,956	P	0,00157146	139
-	b2496	528,142	P	0,00225703	145
-	b2504	754,044	P	0,000493549	207
-	b2510	323,635	P	0,00214285	89
-	b2511	565,344	P	0,000327479	155
-	b2512	1248,13	P	0,000603158	343
-	b2513	1859,97	P	0,000402638	511
-	b2520	161,641	P	0,0177324	44
-	b2529	2405,43	P	0,000327479	661
-	b2531	1069,04	P	0,00049077	294
-	b2532	1837	P	0,000327479	505
-	b2534	82,8918	P	0,0115479	23
-	b2595	1545,82	P	0,000493549	425
-	b2596	24,9472	P	0,00379911	7
-	b2603	410,539	P	0,000327479	113
-	b2611	230,613	P	0,000402638	63
-	b2618	592,235	P	0,00315926	163
-	b2619	525,584	P	0,000761638	144
-	b2638	52,5027	P	0,0391461	14
-	b2639	133,693	P	0,0480985	37
-	b2666	167,096	P	0,00175518	46
-	b2670	158,597	P	0,000327479	44
-	b2680	181,222	P	0,00175518	50
-	b2681	62,7411	P	0,00269283	17
-	b2682	348,84	P	0,00782678	96
-	b2689	665,254	P	0,00049077	183
-	b2736	161,729	P	0,0239949	44
-	b2748	852,347	P	0,000603158	234
-	b2755	118,867	P	0,00928336	33
-	b2756	176,253	P	0,0320196	48
-	b2760	39,467	P	0,00260662	11
-	b2790	551,039	P	0,00049077	151
-	b2792	386,18	P	0,00049077	106
-	b2809	94,7986	P	0,00622665	26
-	b2810	557,15	P	0,00269283	153
-	b2817	892,867	P	0,000327479	245
-	b2833	121,441	P	0,0204441	33
-	b2834	1720,44	P	0,000603158	473
-	b2845	160,528	P	0,000603158	44
-	b2859	13,8098	P	0,0151637	4
-	b2865	291,611	P	0,0320196	80
-	b2875	136,298	P	0,0072983	37
-	b2878	178,653	P	0,00550396	49
-	b2881	62,0016	P	0,0234132	17
-	b2889	257,669	P	0,00622665	71
-	b2896	1035,17	P	0,00148832	284
-	b2899	597,85	P	0,00094359	164
-	b2981	160,931	P	0,0442012	44
-	b2989	666,859	P	0,000402638	183
-	b2997	236,508	P	0,036797	65
-	b3000	92,2065	P	0,0206634	25
-	b3004	59,5124	P	0,034572	16
-	b3015	206,837	P	0,00622665	57
-	b3020	175,138	P	0,0044925	48
-	b3021	114,237	P	0,00130539	31
-	b3022	126,669	P	0,00049077	35
-	b3042	670,239	P	0,000327479	184
-	b3050	92,54	P	0,00622665	25
-	b3051	224,779	P	0,00320325	62
-	b3052	691,741	P	0,00188612	190
-	b3472	1753,89	P	0,000493549	482
-	b3694	186,975	P	0,0497698	51
-	b3776	116,643	P	0,00073689	32
-	b3836	2186,55	P	0,000612512	601
-	b3838	2107,26	P	0,000327479	579
-	b3914	111,69	P	0,000327479	31
-	b4140	314,881	P	0,00320325	87
-	b4250	74,4971	P	0,000327479	20
-	b4256	152,703	P	0,00459071	42
-	b4285	117,769	P	0,00622665	32
