Locus	Gene Symbol	Common Name	EC Number	5' End	3' End	DNA molecule	
ECK2896:JW2869:b2901	bglA	6-phospho-beta-glucosidase A	 	3042318	3043757	Chromosome Escherichia coli W3110	
ECK2898:JW2871:b2903	gcvP	glycine decarboxylase, PLP-dependent, subunit (protein P) of glycine cleavage complex	 	3047697	3044824	Chromosome Escherichia coli W3110	
ECK2899:JW2872:b2904	gcvH	glycine cleavage complex lipoylprotein	 	3048205	3047816	Chromosome Escherichia coli W3110	
ECK2901:JW2874:b2906	visC	predicted oxidoreductase, FAD/NAD(P)-binding domain	 	3050973	3049771	Chromosome Escherichia coli W3110	
ECK2902:JW2875:b2907	ubiH	2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding	 	3052174	3050996	Chromosome Escherichia coli W3110	
ECK2903:JW2876:b2908	pepP	proline aminopeptidase P II	 	3053496	3052171	Chromosome Escherichia coli W3110	
ECK2904:JW5473:b2909	ygfB	hypothetical protein	 	3054100	3053522	Chromosome Escherichia coli W3110	
ECK2905:JW2878:b2910	zapA	protein that localizes to the cytokinetic ring	 	3054268	3054597	Chromosome Escherichia coli W3110	
ECK2907:JW2879:b2912	ygfA	predicted ligase	 	3054897	3055445	Chromosome Escherichia coli W3110	
ECK2909:JW2880:b2913	serA	D-3-phosphoglycerate dehydrogenase	 	3057066	3055834	Chromosome Escherichia coli W3110	
ECK2910:JW5475:b2914	rpiA	ribosephosphate isomerase, constitutive	 	3057981	3057322	Chromosome Escherichia coli W3110	
ECK2912:JW2883:b2916	argP	DNA-binding transcriptional activator, replication initiation inhibitor	 	3058409	3059302	Chromosome Escherichia coli W3110	
ECK2917:JW5476:b2921	ygfI	predicted DNA-binding transcriptional regulator	 	3065829	3064933	Chromosome Escherichia coli W3110	
ECK2918:JW2889:b2922	yggE	conserved hypothetical protein	 	3066736	3065996	Chromosome Escherichia coli W3110	
ECK2921:JW2892:b2925	fbaA	fructose-bisphosphate aldolase, class II	 	3069900	3068821	Chromosome Escherichia coli W3110	
ECK2922:JW2893:b2926	pgk	phosphoglycerate kinase	 	3071278	3070115	Chromosome Escherichia coli W3110	
ECK2923:JW2894:b2927	epd	D-erythrose 4-phosphate dehydrogenase	 	3072347	3071328	Chromosome Escherichia coli W3110	
ECK2925:JW2896:b2929	yggD	predicted DNA-binding transcriptional regulator	 	3073851	3073342	Chromosome Escherichia coli W3110	
ECK2930:JW5478:b2935	tktA	transketolase 1, thiamin-binding	 	3080291	3078300	Chromosome Escherichia coli W3110	
ECK2932:JW2904:b2937	speB	agmatinase	 	3082453	3081533	Chromosome Escherichia coli W3110	
ECK2933:JW2905:b2938	speA	biosynthetic arginine decarboxylase, PLP-binding	 	3084567	3082591	Chromosome Escherichia coli W3110	
ECK2937:JW2909:b2942	metK	methionine adenosyltransferase 1	 	3085362	3086516	Chromosome Escherichia coli W3110	
ECK2939:JW2911:b2944	sprT	conserved hypothetical protein	 	3088411	3088908	Chromosome Escherichia coli W3110	
ECK2941:JW2913:b2946	yggJ	hypothetical protein	 	3089790	3090521	Chromosome Escherichia coli W3110	
ECK2942:JW2914:b2947	gshB	glutathione synthetase	 	3090534	3091484	Chromosome Escherichia coli W3110	
ECK2943:JW2915:b2948	yqgE	hypothetical protein	 	3091593	3092156	Chromosome Escherichia coli W3110	
ECK2944:JW2916:b2949	yqgF	predicted Holliday junction resolvase	 	3092156	3092572	Chromosome Escherichia coli W3110	
ECK2945:JW2917:b2950	yggR	predicted transporter	 	3093736	3092756	Chromosome Escherichia coli W3110	
ECK2946:JW2918:b2951	yggS	hypothetical protein	 	3093754	3094458	Chromosome Escherichia coli W3110	
ECK2949:JW2921:b2954	yggV	dITP/XTP pyrophosphatase	 	3095337	3095930	Chromosome Escherichia coli W3110	
ECK2950:JW2922:b2955	yggW	predicted oxidoreductase	 	3095923	3097059	Chromosome Escherichia coli W3110	
ECK2951:JW2923:b2956	yggM	conserved hypothetical protein	 	3098221	3097214	Chromosome Escherichia coli W3110	
ECK2952:JW2924:b2957	ansB	periplasmic L-asparaginase II	 	3099384	3098338	Chromosome Escherichia coli W3110	
ECK2953:JW2925:b2958	yggN	hypothetical protein	 	3100279	3099560	Chromosome Escherichia coli W3110	
ECK2954:JW2926:b2959	yggL	hypothetical protein	 	3100789	3100463	Chromosome Escherichia coli W3110	
ECK2955:JW2927:b2960	yggH	tRNA (m7G46) methyltransferase, SAM-dependent	 	3101508	3100789	Chromosome Escherichia coli W3110	
ECK2956:JW2928:b2961	mutY	adenine DNA glycosylase	 	3101669	3102721	Chromosome Escherichia coli W3110	
ECK2957:JW2929:b2962	yggX	protein that protects iron-sulfur proteins against oxidative damage	 	3102749	3103024	Chromosome Escherichia coli W3110	
ECK2958:JW5481:b2963	mltC	membrane-bound lytic murein transglycosylase C	 	3103089	3104168	Chromosome Escherichia coli W3110	
ECK2960:JW5482:b2965	speC	ornithine decarboxylase, constitutive	 	3107811	3105676	Chromosome Escherichia coli W3110	
ECK2982:JW2956:b2988	gss	fused glutathionylspermidine amidase and glutathionylspermidine synthetase	 	3137178	3135319	Chromosome Escherichia coli W3110	
ECK2983:JW5492:b2989	yghU	predicted S-transferase	 	3137383	3138249	Chromosome Escherichia coli W3110	
ECK2985:JW5493:b2991	hybF	protein involved with the maturation of hydrogenases 1 and 2	 	3138974	3138633	Chromosome Escherichia coli W3110	
ECK2986:JW2960:b2992	hybE	hydrogenase 2-specific chaperone	 	3139455	3138967	Chromosome Escherichia coli W3110	
ECK2987:JW2961:b2993	hybD	predicted maturation element for hydrogenase 2	 	3139942	3139448	Chromosome Escherichia coli W3110	
ECK2988:JW2962:b2994	hybC	hydrogenase 2, large subunit	 	3141645	3139942	Chromosome Escherichia coli W3110	
ECK2989:JW5494:b2995	hybB	predicted hydrogenase 2 cytochrome b type component	 	3142820	3141642	Chromosome Escherichia coli W3110	
ECK2990:JW2964:b2996	hybA	hydrogenase 2 4Fe-4S ferredoxin-type component	 	3143796	3142810	Chromosome Escherichia coli W3110	
ECK2992:JW2966:b2998	yghW	hypothetical protein	 	3145393	3145106	Chromosome Escherichia coli W3110	
ECK2996:JW2971:b3002	yqhA	conserved inner membrane protein	 	3148127	3147633	Chromosome Escherichia coli W3110	
ECK2997:JW2972:b3003	yghA	predicted glutathionylspermidine synthase, with NAD(P)-binding Rossmann-fold domain	 	3148318	3149202	Chromosome Escherichia coli W3110	
ECK2998:JW2973:b3005	exbD	membrane spanning protein in TonB-ExbB-ExbD complex	 	3149899	3149474	Chromosome Escherichia coli W3110	
ECK2999:JW2974:b3006	exbB	membrane spanning protein in TonB-ExbB-ExbD complex	 	3150640	3149906	Chromosome Escherichia coli W3110	
ECK3000:JW2975:b3008	metC	cystathionine beta-lyase, PLP-dependent	 	3150892	3152079	Chromosome Escherichia coli W3110	
ECK3002:JW5849:b3010	yqhC	predicted DNA-binding transcriptional regulator	 	3153874	3152918	Chromosome Escherichia coli W3110	
ECK3003:JW2978:b3011	yqhD	alcohol dehydrogenase, NAD(P)-dependent	 	3154011	3155174	Chromosome Escherichia coli W3110	
ECK3004:JW5499:b3012	dkgA	2,5-diketo-D-gluconate reductase A	 	3155279	3156106	Chromosome Escherichia coli W3110	
ECK3005:JW5500:b3013	yqhG	conserved hypothetical protein	 	3156306	3157232	Chromosome Escherichia coli W3110	
ECK3006:JW2982:b3014	yqhH	predicted outer membrane lipoprotein	 	3157283	3157540	Chromosome Escherichia coli W3110	
ECK3007:JW5501:b4469	ygiQ	conserved hypothetical protein	 	3159802	3157583	Chromosome Escherichia coli W3110	
ECK3008:JW2985:b3017	sufI	repressor protein for FtsI	 	3161325	3159913	Chromosome Escherichia coli W3110	
ECK3009:JW2986:b3018	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	 	3162137	3161400	Chromosome Escherichia coli W3110	
ECK3010:JW2987:b3019	parC	DNA topoisomerase IV, subunit A	 	3164629	3162371	Chromosome Escherichia coli W3110	
ECK3014:JW5502:b3023	ygiV	predicted transcriptional regulator	 	3167887	3167405	Chromosome Escherichia coli W3110	
ECK3015:JW2992:b3024	ygiW	conserved hypothetical protein	 	3168332	3167940	Chromosome Escherichia coli W3110	
ECK3016:JW2993:b3025	qseB	DNA-binding response regulator in two-component regulatory system with QseC	 	3168484	3169143	Chromosome Escherichia coli W3110	
ECK3017:JW2994:b3026	qseC	sensory histidine kinase in two-component regulatory system with QseB	 	3169140	3170489	Chromosome Escherichia coli W3110	
ECK3019:JW2996:b3028	mdaB	NADPH quinone reductase	 	3171186	3171767	Chromosome Escherichia coli W3110	
ECK3021:JW2998:b3030	parE	DNA topoisomerase IV, subunit B	 	3174052	3172160	Chromosome Escherichia coli W3110	
ECK3022:JW2999:b3031	yqiA	predicted esterase	 	3174662	3174081	Chromosome Escherichia coli W3110	
ECK3023:JW3000:b3032	cpdA	cyclic 3,5-adenosine monophosphate phosphodiesterase	 	3175489	3174662	Chromosome Escherichia coli W3110	
ECK3024:JW3001:b3033	yqiB	predicted dehydrogenase	 	3175936	3175514	Chromosome Escherichia coli W3110	
ECK3025:JW3002:b3034	nudF	ADP-ribose pyrophosphatase	 	3176566	3175937	Chromosome Escherichia coli W3110	
ECK3026:JW5503:b3035	tolC	transport channel	 	3176771	3178252	Chromosome Escherichia coli W3110	
ECK3028:JW5927:b3037	ygiB	conserved outer membrane protein	 	3178496	3179071	Chromosome Escherichia coli W3110	
ECK3029:JW3006:b3038	ygiC	hypothetical protein	 	3179077	3180237	Chromosome Escherichia coli W3110	
ECK3030:JW3007:b3039	zupT	predicted dioxygenase	 	3181090	3180275	Chromosome Escherichia coli W3110	
ECK3032:JW3009:b3041	ribB	3,4 dihydroxy-2-butanone-4-phosphate synthase	 	3183122	3182469	Chromosome Escherichia coli W3110	
ECK3042:JW3024:b3052	rfaE	fused heptose 7-phosphate kinase and heptose 1-phosphate adenyltransferase	 	3195409	3193976	Chromosome Escherichia coli W3110	
ECK3043:JW3025:b3053	glnE	fused deadenylyltransferase and adenylyltransferase for glutamine synthetase	 	3198297	3195457	Chromosome Escherichia coli W3110	
ECK3044:JW3026:b3054	ygiF	predicted adenylate cyclase	 	3199621	3198320	Chromosome Escherichia coli W3110	
ECK3046:JW3028:b3056	cca	fused tRNA nucleotidyl transferase and 23-cyclic phosphodiesterase/2nucleotidase/phosphatase	 	3200547	3201785	Chromosome Escherichia coli W3110	
ECK3047:JW3029:b3057	bacA	undecaprenyl pyrophosphate phosphatase	 	3202787	3201966	Chromosome Escherichia coli W3110	
ECK3049:JW3031:b3059	ygiH	conserved inner membrane protein	 	3203350	3203967	Chromosome Escherichia coli W3110	
ECK3050:JW3032:b3060	ygiP	predicted DNA-binding transcriptional regulator	 	3204912	3203980	Chromosome Escherichia coli W3110	
ECK3051:JW3033:b3061	ttdA	L-tartrate dehydratase, alpha subunit	 	3205119	3206030	Chromosome Escherichia coli W3110	
ECK3052:JW3034:b3062	ttdB	L-tartrate dehydratase, beta subunit	 	3206027	3206632	Chromosome Escherichia coli W3110	
ECK3054:JW3036:b3064	ygjD	predicted peptidase	 	3209199	3208186	Chromosome Escherichia coli W3110	
ECK3056:JW3038:b3066	dnaG	DNA primase	 	3209763	3211508	Chromosome Escherichia coli W3110	
ECK3057:JW3039:b3067	rpoD	RNA polymerase, sigma 70 (sigma D) factor	 	3211703	3213544	Chromosome Escherichia coli W3110	
ECK3060:JW3041:b3070	yqjH	predicted siderophore interacting protein	 	3215147	3214383	Chromosome Escherichia coli W3110	
ECK3061:JW3042:b3071	yqjI	predicted transcriptional regulator	 	3215435	3216058	Chromosome Escherichia coli W3110	
ECK3062:JW3043:b3072	aer	fused signal transducer for aerotaxis sensory component and methyl accepting chemotaxis component	 	3217732	3216212	Chromosome Escherichia coli W3110	
ECK3063:JW5510:b3073	ygjG	putrescine:2-oxoglutaric acid aminotransferase, PLP-dependent	 	3218123	3219529	Chromosome Escherichia coli W3110	
ECK3065:JW3046:b3075	ebgR	DNA-binding transcriptional repressor	 	3220122	3221105	Chromosome Escherichia coli W3110	
ECK3066:JW5511:b3076	ebgA	cryptic beta-D-galactosidase, alpha subunit	 	3221289	3224381	Chromosome Escherichia coli W3110	
ECK3067:JW3048:b3077	ebgC	cryptic beta-D-galactosidase, beta subunit	 	3224378	3224827	Chromosome Escherichia coli W3110	
ECK3068:JW5512:b3078	ygjI	predicted transporter	 	3224890	3226323	Chromosome Escherichia coli W3110	
ECK3069:JW3050:b3079	ygjJ	conserved hypothetical protein	 	3226457	3227527	Chromosome Escherichia coli W3110	
ECK3070:JW3051:b3080	ygjK	predicted glycosyl hydrolase	 	3227544	3229895	Chromosome Escherichia coli W3110	
ECK3071:JW3052:b3081	fadH	2,4-dienoyl-CoA reductase, NADH and FMN-linked	 	3230321	3232339	Chromosome Escherichia coli W3110	
ECK3074:JW5513:b3084	ygjO	predicted methyltransferase small domain	 	3234531	3233395	Chromosome Escherichia coli W3110	
ECK3076:JW3057:b3086	ygjQ	predicted thioredoxin-like	 	3235196	3235888	Chromosome Escherichia coli W3110	
ECK3077:JW3058:b3087	ygjR	predicted NAD(P)-binding dehydrogenase	 	3235949	3236953	Chromosome Escherichia coli W3110	
ECK3079:JW5515:b3088	alx	predicted inner membrane protein, part of terminus	 	3237236	3238201	Chromosome Escherichia coli W3110	
ECK3081:JW3061:b3090	ygjV	conserved inner membrane protein	 	3240400	3239849	Chromosome Escherichia coli W3110	
ECK3082:JW3062:b3091	uxaA	altronate hydrolase	 	3241970	3240483	Chromosome Escherichia coli W3110	
ECK3083:JW3063:b3092	uxaC	uronate isomerase	 	3243397	3241985	Chromosome Escherichia coli W3110	
ECK3085:JW3065:b3094	exuR	DNA-binding transcriptional repressor	 	3245308	3246084	Chromosome Escherichia coli W3110	
ECK3086:JW3066:b3095	yqjA	conserved inner membrane protein	 	3246429	3247091	Chromosome Escherichia coli W3110	
ECK3088:JW5516:b3097	yqjC	conserved hypothetical protein	 	3247625	3247993	Chromosome Escherichia coli W3110	
ECK3091:JW3071:b3100	yqjK	conserved hypothetical protein	 	3248733	3249032	Chromosome Escherichia coli W3110	
ECK3094:JW3074:b3103	yhaH	predicted inner membrane protein	 	3250960	3251325	Chromosome Escherichia coli W3110	
ECK3096:JW3076:b3105	yhaJ	predicted DNA-binding transcriptional regulator	 	3252870	3251974	Chromosome Escherichia coli W3110	
ECK3097:JW3077:b3106	yhaK	predicted pirin-related protein	 	3252975	3253676	Chromosome Escherichia coli W3110	
ECK3101:JW5520:b4471	tdcG	L-serine dehydratase 3	 	3258305	3256941	Chromosome Escherichia coli W3110	
ECK3102:JW5521:b3113	tdcF	predicted L-PSP (mRNA) endoribonuclease	 	3258766	3258377	Chromosome Escherichia coli W3110	
ECK3103:JW5522:b3114	tdcE	pyruvate formate-lyase 4/2-ketobutyrate formate-lyase	 	3261074	3258780	Chromosome Escherichia coli W3110	
ECK3105:JW3087:b3116	tdcC	L-threonine/L-serine transporter	 	3264872	3263541	Chromosome Escherichia coli W3110	
ECK3106:JW3088:b3117	tdcB	catabolic threonine dehydratase, PLP-dependent	 	3265883	3264894	Chromosome Escherichia coli W3110	
ECK3107:JW3089:b3118	tdcA	DNA-binding transcriptional activator	 	3266920	3265982	Chromosome Escherichia coli W3110	
ECK3112:JW3093:b3124	garK	glycerate kinase I	 	3271706	3270480	Chromosome Escherichia coli W3110	
ECK3113:JW5526:b3125	garR	tartronate semialdehyde reductase	 	3272612	3271722	Chromosome Escherichia coli W3110	
ECK3114:JW3095:b3126	garL	alpha-dehydro-beta-deoxy-D-glucarate aldolase	 	3273412	3272642	Chromosome Escherichia coli W3110	
ECK3116:JW3097:b3128	garD	(D)-galactarate dehydrogenase	 	3275137	3276708	Chromosome Escherichia coli W3110	
ECK3119:JW3100:b3131	agaR	DNA-binding transcriptional dual regulator	 	3278520	3277711	Chromosome Escherichia coli W3110	
ECK3120:JW3101:b3132	kbaZ	tagatose 6-phosphate aldolase 1, kbaZ subunit	 	3278769	3280049	Chromosome Escherichia coli W3110	
ECK3121:JW3102:b3133	agaV	N-acetylgalactosamine-specific enzyme IIB component of PTS	 	3280072	3280545	Chromosome Escherichia coli W3110	
ECK3124:JW3105:b3136	agaS	tagatose-6-phosphate ketose/aldose isomerase	 	3281831	3282985	Chromosome Escherichia coli W3110	
ECK3125:JW3106:b3137	kbaY	tagatose 6-phosphate aldolase 1, kbaY subunit	 	3282998	3283858	Chromosome Escherichia coli W3110	
ECK3128:JW3109:b3140	agaD	N-acetylgalactosamine-specific enzyme IID component of PTS	 	3285333	3286124	Chromosome Escherichia coli W3110	
ECK3134:JW3115:b3146	yraL	predicted methyltransferase	 	3293190	3292330	Chromosome Escherichia coli W3110	
ECK3136:JW3117:b3148	yraN	conserved hypothetical protein	 	3295249	3295644	Chromosome Escherichia coli W3110	
ECK3137:JW3118:b3149	yraO	DnaA initiator-associating factor for replication initiation	 	3295664	3296254	Chromosome Escherichia coli W3110	
ECK3139:JW3120:b3151	yraQ	predicted permease	 	3297993	3296953	Chromosome Escherichia coli W3110	
ECK3140:JW5528:b3152	yraR	predicted nucleoside-diphosphate-sugar epimerase	 	3298701	3298066	Chromosome Escherichia coli W3110	
ECK3142:JW3123:b3154	yhbP	conserved hypothetical protein	 	3299770	3299327	Chromosome Escherichia coli W3110	
ECK3143:JW3124:b3155	yhbQ	predicted endonuclease	 	3299821	3300123	Chromosome Escherichia coli W3110	
ECK3144:JW3125:b3156	yhbS	predicted acyltransferase with acyl-CoA N-acyltransferase domain	 	3300613	3300110	Chromosome Escherichia coli W3110	
ECK3145:JW3126:b3157	yhbT	predicted lipid carrier protein	 	3301131	3300607	Chromosome Escherichia coli W3110	
ECK3146:JW3127:b3158	yhbU	predicted peptidase, collagenase-like	 	3301340	3302335	Chromosome Escherichia coli W3110	
ECK3147:JW5530:b3159	yhbV	predicted protease	 	3302344	3303222	Chromosome Escherichia coli W3110	
ECK3148:JW3129:b3160	yhbW	hypothetical protein	 	3303303	3304310	Chromosome Escherichia coli W3110	
ECK3149:JW3130:b3161	mtr	tryptophan transporter of high affinity	 	3305672	3304428	Chromosome Escherichia coli W3110	
ECK3150:JW5531:b3162	deaD	ATP-dependent RNA helicase	 	3307715	3305826	Chromosome Escherichia coli W3110	
ECK3151:JW3132:b3163	nlpI	lipoprotein, putative	 	3308779	3307895	Chromosome Escherichia coli W3110	
ECK3152:JW5851:b3164	pnp	polynucleotide phosphorylase/polyadenylase	 	3311092	3308888	Chromosome Escherichia coli W3110	
ECK3154:JW3134:b3165	rpsO	30S ribosomal subunit protein S15	 	3311539	3311270	Chromosome Escherichia coli W3110	
ECK3155:JW3135:b3166	truB	tRNA pseudouridine synthase	 	3312632	3311688	Chromosome Escherichia coli W3110	
ECK3156:JW3136:b3167	rbfA	30s ribosome binding factor	 	3313033	3312632	Chromosome Escherichia coli W3110	
ECK3158:JW3138:b3169	nusA	transcription termination/antitermination L factor	 	3317381	3315894	Chromosome Escherichia coli W3110	
ECK3159:JW5533:b3170	yhbC	conserved hypothetical protein	 	3317861	3317409	Chromosome Escherichia coli W3110	
ECK3161:JW3140:b3172	argG	argininosuccinate synthetase	 	3318492	3319835	Chromosome Escherichia coli W3110	
ECK3162:JW5534:b3173	yhbX	predicted hydrolase, inner membrane	 	3321468	3319843	Chromosome Escherichia coli W3110	
ECK3164:JW3142:b3175	secG	preprotein translocase membrane subunit	 	3322360	3322028	Chromosome Escherichia coli W3110	
ECK3165:JW3143:b3176	glmM	phosphoglucosamine mutase	 	3323925	3322588	Chromosome Escherichia coli W3110	
ECK3166:JW3144:b3177	folP	7,8-dihydropteroate synthase	 	3324766	3323918	Chromosome Escherichia coli W3110	
ECK3168:JW3146:b3179	rrmJ	23S rRNA methyltransferase	 	3327519	3326890	Chromosome Escherichia coli W3110	
ECK3170:JW3148:b3181	greA	transcription elongation factor	 	3328570	3328094	Chromosome Escherichia coli W3110	
ECK3171:JW3149:b3182	dacB	D-alanyl-D-alanine carboxypeptidase	 	3328818	3330251	Chromosome Escherichia coli W3110	
ECK3173:JW3151:b3184	yhbE	conserved inner membrane protein	 	3332590	3331625	Chromosome Escherichia coli W3110	
ECK3176:JW3154:b3187	ispB	octaprenyl diphosphate synthase	 	3333565	3334536	Chromosome Escherichia coli W3110	
ECK3177:JW3155:b3188	sfsB	DNA-binding transcriptional regulator	 	3334764	3335042	Chromosome Escherichia coli W3110	
ECK3179:JW3157:b3190	yrbA	predicted DNA-binding transcriptional regulator	 	3336658	3336404	Chromosome Escherichia coli W3110	
