K12 Entry name (Uniprot)	BL21(DE3) Accession name (Uniprot)	BL21(DE3) Entry name (Uniprot)
RHAT_ECOLI	C6EEZ0	C6EEZ0_ECOBD
RHTA_ECOLI	C6EIW9	C6EIW9_ECOBD
RHTB_ECOLI	C6EF87	C6EF87_ECOBD
RHTC_ECOLI	C6EF88	C6EF88_ECOBD
RIHC_ECOLI	C6EB23	C6EB23_ECOBD
RIML_ECOLI	C6EET6	C6EET6_ECOBD
RL1_ECOLI	C6EE35	C6EE35_ECOBD
RL11_ECOLI	C6EE36	C6EE36_ECOBD
RL20_ECOLI	C6ECP1	C6ECP1_ECOBD
RL21_ECOLI	C6EH41	C6EH41_ECOBD
RL23_ECOLI	C6EGE8	C6EGE8_ECOBD
RL25_ECOLI	C6EA12	C6EA12_ECOBD
RL27_ECOLI	C6EH42	C6EH42_ECOBD
RL28_ECOLI	C6EDF4	C6EDF4_ECOBD
RL30_ECOLI	C6EGG4	C6EGG4_ECOBD
RL31_ECOLI	C6EE73	C6EE73_ECOBD
RL31B_ECOLI	C6ELT3	C6ELT3_ECOBD
RL32_ECOLI	C6EHC5	C6EHC5_ECOBD
RL33_ECOLI	C6EDF5	C6EDF5_ECOBD
RL36_ECOLI	C6EGG7	C6EGG7_ECOBD
RL5_ECOLI	C6EGF8	C6EGF8_ECOBD
RL7_ECOLI	C6EE33	C6EE33_ECOBD
RL9_ECOLI	C6ECE6	C6ECE6_ECOBD
RLMF_ECOLI	C6EIX5	C6EIX5_ECOBD
RLPA_ECOLI	C6EK60	C6EK60_ECOBD
RMF_ECOLI	C6EI29	C6EI29_ECOBD
RMLA1_ECOLI	C6EAR8	C6EAR8_ECOBD
RNFE_ECOLI	C6EDL4	C6EDL4_ECOBD
RNZ_ECOLI	C6E9T1	C6E9T1_ECOBD
RODA_ECOLI	C6EK59	C6EK59_ECOBD
RODZ_ECOLI	C6EKJ3	C6EKJ3_ECOBD
RP54_ECOLI	C6EH25	C6EH25_ECOBD
RPIB_ECOLI	C6ED33	C6ED33_ECOBD
RPIR_ECOLI	C6ED34	C6ED34_ECOBD
RPOS_ECOLI	C6EJC6	C6EJC6_ECOBD
RPOZ_ECOLI	C6EDE1	C6EDE1_ECOBD
RRAA_ECOLI	C6EEW9	C6EEW9_ECOBD
RS1_ECOLI	C6EI71	C6EI71_ECOBD
RS12_ECOLI	C6EGC2	C6EGC2_ECOBD
RS18_ECOLI	C6ECE7	C6ECE7_ECOBD
RS20_ECOLI	C6EB30	C6EB30_ECOBD
RS21_ECOLI	C6EHT0	C6EHT0_ECOBD
RS3_ECOLI	C6EGF2	C6EGF2_ECOBD
RSEA_ECOLI	C6EK15	C6EK15_ECOBD
RSMG_ECOLI	C6EG63	C6EG63_ECOBD
RSPA_ECOLI	C6EDR7	C6EDR7_ECOBD
RSPB_ECOLI	C6EDR8	C6EDR8_ECOBD
RTCA_ECOLI	C6EFF4	C6EFF4_ECOBD
RTCR_ECOLI	C6EFF2	C6EFF2_ECOBD
RUTD_ECOLI	C6EHJ8	C6EHJ8_ECOBD
RUTG_ECOLI	C6EHK1	C6EHK1_ECOBD
RUVC_ECOLI	C6EBW4	C6EBW4_ECOBD
SBM_ECOLI	C6EIJ2	C6EIJ2_ECOBD
SDHD_ECOLI	C6ELA2	C6ELA2_ECOBD
SDHM_ECOLI	C6EJ74	C6EJ74_ECOBD
SDIA_ECOLI	C6EBE5	C6EBE5_ECOBD
SELA_ECOLI	C6EE84	C6EE84_ECOBD
SELU_ECOLI	C6EKW2	C6EKW2_ECOBD
SETA_ECOLI	C6EAY4	C6EAY4_ECOBD
SETB_ECOLI	C6EA28	C6EA28_ECOBD
SETC_ECOLI	C6EDB2	C6EDB2_ECOBD
SFA_ECOLI	C6EHL7	C6EHL7_ECOBD
SFMA_ECOLI	C6EKT6	C6EKT6_ECOBD
SFMC_ECOLI	C6EKT5	C6EKT5_ECOBD
SFMD_ECOLI	C6EKT4	C6EKT4_ECOBD
SFMF_ECOLI	C6EKT2	C6EKT2_ECOBD
SFMH_ECOLI	C6EKT3	C6EKT3_ECOBD
SGBE_ECOLI	C6EE96	C6EE96_ECOBD
SGBH_ECOLI	C6EE98	C6EE98_ECOBD
SGBU_ECOLI	C6EE97	C6EE97_ECOBD
SGCA_ECOLI	C6EC57	C6EC57_ECOBD
SGCC_ECOLI	C6EC55	C6EC55_ECOBD
SGCE_ECOLI	C6EC58	C6EC58_ECOBD
SGCQ_ECOLI	C6EC56	C6EC56_ECOBD
SGCR_ECOLI	C6EC59	C6EC59_ECOBD
SGCX_ECOLI	C6EBT0	C6EBT0_ECOBD
SGRR_ECOLI	C6EAY6	C6EAY6_ECOBD
SKP_ECOLI	C6EAA7	C6EAA7_ECOBD
SOHA_ECOLI	C6EH97	C6EH97_ECOBD
SOHB_ECOLI	C6EFW5	C6EFW5_ECOBD
SOTB_ECOLI	C6EDW1	C6EDW1_ECOBD
SOXS_ECOLI	C6ED62	C6ED62_ECOBD
SPY_ECOLI	C6ECL5	C6ECL5_ECOBD
SRA_ECOLI	C6EEN7	C6EEN7_ECOBD
SRLD_ECOLI	C6EJS6	C6EJS6_ECOBD
SRLR_ECOLI	C6EJS4	C6EJS4_ECOBD
SRMB_ECOLI	C6EK10	C6EK10_ECOBD
SSUB_ECOLI	C6EI49	C6EI49_ECOBD
SSUC_ECOLI	C6EI48	C6EI48_ECOBD
STPA_ECOLI	C6EJV6	C6EJV6_ECOBD
SUCD_ECOLI	C6EJK9	C6EJK9_ECOBD
SUCP_ECOLI	C6EFS3	C6EFS3_ECOBD
SUFE_ECOLI	C6ECS6	C6ECS6_ECOBD
SUGE_ECOLI	C6ECX5	C6ECX5_ECOBD
SUHB_ECOLI	C6EKH4	C6EKH4_ECOBD
SULA_ECOLI	C6EI23	C6EI23_ECOBD
SURA_ECOLI	C6EB00	C6EB00_ECOBD
SYA_ECOLI	C6EJT4	C6EJT4_ECOBD
SYFB_ECOLI	C6ECP4	C6ECP4_ECOBD
SYGA_ECOLI	C6EEB9	C6EEB9_ECOBD
SYME_ECOLI	C6EBN4	C6EBN4_ECOBD
SYY_ECOLI	C6EDK8	C6EDK8_ECOBD
T1MK_ECOLI	C6EBN1	C6EBN1_ECOBD
T1RK_ECOLI	C6EBN0	C6EBN0_ECOBD
TAM_ECOLI	C6EEK4	C6EEK4_ECOBD
TATA_ECOLI	C6EF60	C6EF60_ECOBD
TATD_ECOLI	C6EF57	C6EF57_ECOBD
TAUA_ECOLI	C6ELL9	C6ELL9_ECOBD
TAUB_ECOLI	C6ELL8	C6ELL8_ECOBD
TAUC_ECOLI	C6ELL7	C6ELL7_ECOBD
TDCD_ECOLI	C6EHA9	C6EHA9_ECOBD
TDCG_ECOLI	C6EHB2	C6EHB2_ECOBD
TDCR_ECOLI	C6EHA5	C6EHA5_ECOBD
TEHA_ECOLI	C6EET4	C6EET4_ECOBD
TEHB_ECOLI	C6EET3	C6EET3_ECOBD
TESA_ECOLI	C6EKX0	C6EKX0_ECOBD
TESC_ECOLI	C6EL20	C6EL20_ECOBD
THGA_ECOLI	C6ELN8	C6ELN8_ECOBD
THIB_ECOLI	C6EAY7	C6EAY7_ECOBD
THII_ECOLI	C6EL46	C6EL46_ECOBD
THIM_ECOLI	C6EAK6	C6EAK6_ECOBD
THIO_ECOLI	C6EG32	C6EG32_ECOBD
THIP_ECOLI	C6EAY8	C6EAY8_ECOBD
THIQ_ECOLI	C6EAY9	C6EAY9_ECOBD
TILS_ECOLI	C6EA97	C6EA97_ECOBD
TNAB_ECOLI	C6EG94	C6EG94_ECOBD
TOLA_ECOLI	C6EJJ8	C6EJJ8_ECOBD
TONB_ECOLI	C6EFY4	C6EFY4_ECOBD
TORZ_ECOLI	C6EBV5	C6EBV5_ECOBD
TPX_ECOLI	C6EFQ8	C6EFQ8_ECOBD
TQSA_ECOLI	C6EDP7	C6EDP7_ECOBD
TREA_ECOLI	C6EGS0	C6EGS0_ECOBD
TRKA_ECOLI	C6EGH7	C6EGH7_ECOBD
TRMN6_ECOLI	C6EK11	C6EK11_ECOBD
TRPA_ECOLI	C6EFX6	C6EFX6_ECOBD
TRPC_ECOLI	C6EFX4	C6EFX4_ECOBD
TRPR_ECOLI	C6EBH8	C6EBH8_ECOBD
TTDT_ECOLI	C6EHT2	C6EHT2_ECOBD
DMLA_ECOLI	C6EC30	C6EC30_ECOBD
TUSA_ECOLI	C6EFA4	C6EFA4_ECOBD
TUSB_ECOLI	C6EGC1	C6EGC1_ECOBD
TUSC_ECOLI	C6EGC0	C6EGC0_ECOBD
TYRP_ECOLI	C6EBF2	C6EBF2_ECOBD
UBIA_ECOLI	C6EDY0	C6EDY0_ECOBD
UGPQ_ECOLI	C6EFC5	C6EFC5_ECOBD
UHPB_ECOLI	C6EDA1	C6EDA1_ECOBD
UIDB_ECOLI	C6EDN1	C6EDN1_ECOBD
UIDC_ECOLI	C6EDN2	C6EDN2_ECOBD
ULAB_ECOLI	C6ECF5	C6ECF5_ECOBD
ULAC_ECOLI	C6ECF4	C6ECF4_ECOBD
UMUD_ECOLI	C6EGT4	C6EGT4_ECOBD
USG_ECOLI	C6ELD4	C6ELD4_ECOBD
USHA_ECOLI	C6EKY4	C6EKY4_ECOBD
UUP_ECOLI	C6EI33	C6EI33_ECOBD
UVRA_ECOLI	C6ED66	C6ED66_ECOBD
UVRY_ECOLI	C6EBE8	C6EBE8_ECOBD
UXAB_ECOLI	C6EEK2	C6EEK2_ECOBD
UXUA_ECOLI	C6EBR1	C6EBR1_ECOBD
UXUB_ECOLI	C6EBR0	C6EBR0_ECOBD
UXUR_ECOLI	C6EBQ8	C6EBQ8_ECOBD
VSR_ECOLI	C6EBA6	C6EBA6_ECOBD
WCAD_ECOLI	C6EAQ1	C6EAQ1_ECOBD
WECA_ECOLI	C6EG28	C6EG28_ECOBD
WECF_ECOLI	C6EG19	C6EG19_ECOBD
WRBA_ECOLI	C6EHK3	C6EHK3_ECOBD
WZXE_ECOLI	C6EG20	C6EG20_ECOBD
WZYE_ECOLI	C6EG18	C6EG18_ECOBD
WZZB_ECOLI	C6EB58	C6EB58_ECOBD
XDHC_ECOLI	C6EIP0	C6EIP0_ECOBD
XDHD_ECOLI	C6EIM7	C6EIM7_ECOBD
XYLB_ECOLI	C6EEB4	C6EEB4_ECOBD
XYLE_ECOLI	C6EDZ2	C6EDZ2_ECOBD
XYLH_ECOLI	C6EEB1	C6EEB1_ECOBD
XYLS_ECOLI	C6EDD3	C6EDD3_ECOBD
YAAW_ECOLI	C6EB42	C6EB42_ECOBD
YAAY_ECOLI	C6EB29	C6EB29_ECOBD
YABI_ECOLI	C6EAZ0	C6EAZ0_ECOBD
YACG_ECOLI	C6EAV5	C6EAV5_ECOBD
YACH_ECOLI	C6EAU0	C6EAU0_ECOBD
YADH_ECOLI	C6EAS9	C6EAS9_ECOBD
YADK_ECOLI	C6EAS1	C6EAS1_ECOBD
YADM_ECOLI	C6EAE6	C6EAE6_ECOBD
YADN_ECOLI	C6EAE3	C6EAE3_ECOBD
YADS_ECOLI	C6EAC7	C6EAC7_ECOBD
YAEF_ECOLI	C6EA91	C6EA91_ECOBD
YAEI_ECOLI	C6EAC0	C6EAC0_ECOBD
YAER_ECOLI	C6EA98	C6EA98_ECOBD
YAFN_ECOLI	C6EA55	C6EA55_ECOBD
YAFO_ECOLI	C6EA54	C6EA54_ECOBD
YAFP_ECOLI	C6EA53	C6EA53_ECOBD
YAFQ_ECOLI	C6EA63	C6EA63_ECOBD
YAFT_ECOLI	C6EA74	C6EA74_ECOBD
YAGQ_ECOLI	C6EA40	C6EA40_ECOBD
YAGR_ECOLI	C6EA39	C6EA39_ECOBD
YAGS_ECOLI	C6EA38	C6EA38_ECOBD
YAGT_ECOLI	C6EA37	C6EA37_ECOBD
YAGU_ECOLI	C6EA36	C6EA36_ECOBD
YAGV_ECOLI	C6EA34	C6EA34_ECOBD
YAGW_ECOLI	C6EA33	C6EA33_ECOBD
YAGX_ECOLI	C6EA32	C6EA32_ECOBD
YAHA_ECOLI	C6ELR5	C6ELR5_ECOBD
YAHB_ECOLI	C6ELR4	C6ELR4_ECOBD
YAHC_ECOLI	C6ELR3	C6ELR3_ECOBD
YAHD_ECOLI	C6ELR2	C6ELR2_ECOBD
YAHE_ECOLI	C6ELR1	C6ELR1_ECOBD
YAHF_ECOLI	C6ELR0	C6ELR0_ECOBD
YAHG_ECOLI	C6ELQ9	C6ELQ9_ECOBD
YAHJ_ECOLI	C6ELQ6	C6ELQ6_ECOBD
YAHK_ECOLI	C6ELQ5	C6ELQ5_ECOBD
YAHL_ECOLI	C6ELQ4	C6ELQ4_ECOBD
YAHM_ECOLI	C6ELQ3	C6ELQ3_ECOBD
YAHN_ECOLI	C6ELQ2	C6ELQ2_ECOBD
YAHO_ECOLI	C6ELQ1	C6ELQ1_ECOBD
YAIA_ECOLI	C6ELJ8	C6ELJ8_ECOBD
YAIO_ECOLI	C6ELM2	C6ELM2_ECOBD
YAIV_ECOLI	C6ELL3	C6ELL3_ECOBD
YAIW_ECOLI	C6ELK9	C6ELK9_ECOBD
YAJI_ECOLI	C6ELH2	C6ELH2_ECOBD
YBAJ_ECOLI	C6EL03	C6EL03_ECOBD
YBAK_ECOLI	C6EKY3	C6EKY3_ECOBD
YBAL_ECOLI	C6EKY6	C6EKY6_ECOBD
YBAM_ECOLI	C6EKZ8	C6EKZ8_ECOBD
YBAN_ECOLI	C6EKZ6	C6EKZ6_ECOBD
YBAP_ECOLI	C6EKY2	C6EKY2_ECOBD
YBAQ_ECOLI	C6EKY1	C6EKY1_ECOBD
YBAT_ECOLI	C6EKX8	C6EKX8_ECOBD
YBAV_ECOLI	C6EL21	C6EL21_ECOBD
YBBA_ECOLI	C6EKW9	C6EKW9_ECOBD
YBBC_ECOLI	C6EKW6	C6EKW6_ECOBD
YBBJ_ECOLI	C6EKX6	C6EKX6_ECOBD
YBBM_ECOLI	C6EKX3	C6EKX3_ECOBD
YBBN_ECOLI	C6EKX2	C6EKX2_ECOBD
YBBO_ECOLI	C6EKX1	C6EKX1_ECOBD
YBBP_ECOLI	C6EKW8	C6EKW8_ECOBD
YBCI_ECOLI	C6EKT9	C6EKT9_ECOBD
YBCJ_ECOLI	C6EKT8	C6EKT8_ECOBD
YBDJ_ECOLI	C6EKC1	C6EKC1_ECOBD
YBDL_ECOLI	C6EK94	C6EK94_ECOBD
YBDR_ECOLI	C6EK86	C6EK86_ECOBD
YBEB_ECOLI	C6EK56	C6EK56_ECOBD
YBEF_ECOLI	C6EK64	C6EK64_ECOBD
YBEQ_ECOLI	C6EK49	C6EK49_ECOBD
YBEQ_ECOLI	C6EK48	C6EK48_ECOBD
YBER_ECOLI	C6EK47	C6EK47_ECOBD
YBEY_ECOLI	C6EK36	C6EK36_ECOBD
YBFA_ECOLI	C6EJN5	C6EJN5_ECOBD
YBFB_ECOLI	C6EJN4	C6EJN4_ECOBD
YBFC_ECOLI	C6EJN3	C6EJN3_ECOBD
YBFE_ECOLI	C6EJP9	C6EJP9_ECOBD
YBFP_ECOLI	C6EJP5	C6EJP5_ECOBD
YBGD_ECOLI	C6EJL9	C6EJL9_ECOBD
YBGL_ECOLI	C6EJM5	C6EJM5_ECOBD
YBGO_ECOLI	C6EJM2	C6EJM2_ECOBD
YBGP_ECOLI	C6EJM1	C6EJM1_ECOBD
YBGQ_ECOLI	C6EJM0	C6EJM0_ECOBD
YBHG_ECOLI	C6EIY7	C6EIY7_ECOBD
YBHK_ECOLI	C6EJ02	C6EJ02_ECOBD
YBHM_ECOLI	C6EIZ5	C6EIZ5_ECOBD
YBHN_ECOLI	C6EIZ4	C6EIZ4_ECOBD
YBHQ_ECOLI	C6EIZ1	C6EIZ1_ECOBD
YBIA_ECOLI	C6EIY4	C6EIY4_ECOBD
YBIH_ECOLI	C6EIY6	C6EIY6_ECOBD
YBII_ECOLI	C6EIX9	C6EIX9_ECOBD
YBIJ_ECOLI	C6EIY0	C6EIY0_ECOBD
YBIO_ECOLI	C6EIX4	C6EIX4_ECOBD
YBIR_ECOLI	C6EIW4	C6EIW4_ECOBD
YBIU_ECOLI	C6EIW1	C6EIW1_ECOBD
YBJC_ECOLI	C6EIQ5	C6EIQ5_ECOBD
YBJE_ECOLI	C6EIA7	C6EIA7_ECOBD
YBJJ_ECOLI	C6EIT8	C6EIT8_ECOBD
YBJP_ECOLI	C6EIB6	C6EIB6_ECOBD
YBJS_ECOLI	C6EIB3	C6EIB3_ECOBD
YCAC_ECOLI	C6EI85	C6EI85_ECOBD
YCAI_ECOLI	C6EI69	C6EI69_ECOBD
YCAK_ECOLI	C6EI81	C6EI81_ECOBD
YCAM_ECOLI	C6EI83	C6EI83_ECOBD
YCAN_ECOLI	C6EI82	C6EI82_ECOBD
YCAQ_ECOLI	C6EI66	C6EI66_ECOBD
YCAR_ECOLI	C6EI65	C6EI65_ECOBD
YCBC_ECOLI	C6EI62	C6EI62_ECOBD
YCBF_ECOLI	C6EI38	C6EI38_ECOBD
YCBQ_ECOLI	C6EI44	C6EI44_ECOBD
YCBR_ECOLI	C6EI43	C6EI43_ECOBD
YCBS_ECOLI	C6EI42	C6EI42_ECOBD
YCBT_ECOLI	C6EI41	C6EI41_ECOBD
YCBU_ECOLI	C6EI40	C6EI40_ECOBD
YCBV_ECOLI	C6EI39	C6EI39_ECOBD
YCCE_ECOLI	C6EHK6	C6EHK6_ECOBD
YCCJ_ECOLI	C6EHK4	C6EHK4_ECOBD
YCDT_ECOLI	C6EHI2	C6EHI2_ECOBD
YCED_ECOLI	C6EHC6	C6EHC6_ECOBD
YCEK_ECOLI	C6EHG2	C6EHG2_ECOBD
YCEO_ECOLI	C6EHF5	C6EHF5_ECOBD
YCFJ_ECOLI	C6EGY2	C6EGY2_ECOBD
YCFT_ECOLI	C6EGX7	C6EGX7_ECOBD
YCFZ_ECOLI	C6EGX0	C6EGX0_ECOBD
YCGE_ECOLI	C6EGV2	C6EGV2_ECOBD
YCGF_ECOLI	C6EGV1	C6EGV1_ECOBD
YCGG_ECOLI	C6EGU6	C6EGU6_ECOBD
YCGK_ECOLI	C6EGT8	C6EGT8_ECOBD
YCGV_ECOLI	C6EGR5	C6EGR5_ECOBD
YCGX_ECOLI	C6EGV3	C6EGV3_ECOBD
YCGY_ECOLI	C6EGS1	C6EGS1_ECOBD
YCGZ_ECOLI	C6EGV0	C6EGV0_ECOBD
YCHM_ECOLI	C6EGR0	C6EGR0_ECOBD
YCIC_ECOLI	C6EFY1	C6EFY1_ECOBD
YCIE_ECOLI	C6EFX9	C6EFX9_ECOBD
YCIF_ECOLI	C6EFX8	C6EFX8_ECOBD
YCIG_ECOLI	C6EFX7	C6EFX7_ECOBD
YCIH_ECOLI	C6EFV2	C6EFV2_ECOBD
YCIS_ECOLI	C6EFV5	C6EFV5_ECOBD
YCIW_ECOLI	C6EFU5	C6EFU5_ECOBD
YCJD_ECOLI	C6EFU3	C6EFU3_ECOBD
YCJN_ECOLI	C6EFS2	C6EFS2_ECOBD
YCJO_ECOLI	C6EFS1	C6EFS1_ECOBD
YCJP_ECOLI	C6EFS0	C6EFS0_ECOBD
YCJQ_ECOLI	C6EFR9	C6EFR9_ECOBD
YCJR_ECOLI	C6EFR8	C6EFR8_ECOBD
YCJS_ECOLI	C6EFR7	C6EFR7_ECOBD
YCJT_ECOLI	C6EFR6	C6EFR6_ECOBD
YCJW_ECOLI	C6EFR2	C6EFR2_ECOBD
YCJY_ECOLI	C6EFQ4	C6EFQ4_ECOBD
YCJZ_ECOLI	C6EFQ3	C6EFQ3_ECOBD
YDAM_ECOLI	C6EFP2	C6EFP2_ECOBD
YDBD_ECOLI	C6EEV6	C6EEV6_ECOBD
YDBL_ECOLI	C6EEW1	C6EEW1_ECOBD
YDCA_ECOLI	C6EEU3	C6EEU3_ECOBD
YDCD_ECOLI	C6EEQ5	C6EEQ5_ECOBD
YDCH_ECOLI	C6EET7	C6EET7_ECOBD
YDCI_ECOLI	C6EEU0	C6EEU0_ECOBD
YDCJ_ECOLI	C6EET9	C6EET9_ECOBD
YDCK_ECOLI	C6EET5	C6EET5_ECOBD
YDCL_ECOLI	C6EET2	C6EET2_ECOBD
YDCN_ECOLI	C6EES9	C6EES9_ECOBD
YDCO_ECOLI	C6EET0	C6EET0_ECOBD
YDCP_ECOLI	C6EES8	C6EES8_ECOBD
YDCQ_ECOLI	C6EES5	C6EES5_ECOBD
YDCR_ECOLI	C6EES4	C6EES4_ECOBD
YDCS_ECOLI	C6EES3	C6EES3_ECOBD
YDCT_ECOLI	C6EES2	C6EES2_ECOBD
YDCU_ECOLI	C6EES1	C6EES1_ECOBD
YDCX_ECOLI	C6EER8	C6EER8_ECOBD
YDCY_ECOLI	C6EER7	C6EER7_ECOBD
YDCZ_ECOLI	C6EER6	C6EER6_ECOBD
YDDA_ECOLI	C6EEM1	C6EEM1_ECOBD
YDDB_ECOLI	C6EEM2	C6EEM2_ECOBD
YDDL_ECOLI	C6EEP5	C6EEP5_ECOBD
YDDM_ECOLI	C6EEP0	C6EEP0_ECOBD
DOSC_ECOLI	C6EEM7	C6EEM7_ECOBD
YDEE_ECOLI	C6EDV3	C6EDV3_ECOBD
YDEI_ECOLI	C6EDV0	C6EDV0_ECOBD
YDEJ_ECOLI	C6EDU9	C6EDU9_ECOBD
YDEN_ECOLI	C6EEL9	C6EEL9_ECOBD
YDEQ_ECOLI	C6EEL5	C6EEL5_ECOBD
YDER_ECOLI	C6EEL4	C6EEL4_ECOBD
YDES_ECOLI	C6EEL3	C6EEL3_ECOBD
YDFE_ECOLI	C6EDR9	C6EDR9_ECOBD
YDFZ_ECOLI	C6EDU5	C6EDU5_ECOBD
YDGH_ECOLI	C6EDP4	C6EDP4_ECOBD
YDGK_ECOLI	C6EDM0	C6EDM0_ECOBD
YDHC_ECOLI	C6ECU3	C6ECU3_ECOBD
YDHI_ECOLI	C6EDK2	C6EDK2_ECOBD
YDHJ_ECOLI	C6EDK1	C6EDK1_ECOBD
YDHK_ECOLI	C6EDK0	C6EDK0_ECOBD
YDHL_ECOLI	C6ECV5	C6ECV5_ECOBD
YDHO_ECOLI	C6ECU8	C6ECU8_ECOBD
YDHP_ECOLI	C6ECU6	C6ECU6_ECOBD
YDHR_ECOLI	C6ECT8	C6ECT8_ECOBD
YDHS_ECOLI	C6ECT7	C6ECT7_ECOBD
YDHV_ECOLI	C6ECT2	C6ECT2_ECOBD
YDHW_ECOLI	C6ECT3	C6ECT3_ECOBD
YDHX_ECOLI	C6ECT4	C6ECT4_ECOBD
YDHZ_ECOLI	C6ECT0	C6ECT0_ECOBD
YDIE_ECOLI	C6ECQ1	C6ECQ1_ECOBD
YDIF_ECOLI	C6ECR3	C6ECR3_ECOBD
YDIK_ECOLI	C6ECR8	C6ECR8_ECOBD
YDIL_ECOLI	C6ECR7	C6ECR7_ECOBD
YDIO_ECOLI	C6ECR2	C6ECR2_ECOBD
YDIU_ECOLI	C6ECQ0	C6ECQ0_ECOBD
YDJG_ECOLI	C6ECI6	C6ECI6_ECOBD
YDJI_ECOLI	C6ECI4	C6ECI4_ECOBD
YDJK_ECOLI	C6ECI2	C6ECI2_ECOBD
YDJN_ECOLI	C6ECM9	C6ECM9_ECOBD
YDJO_ECOLI	C6ECM8	C6ECM8_ECOBD
YDJX_ECOLI	C6ECK7	C6ECK7_ECOBD
YDJY_ECOLI	C6ECK6	C6ECK6_ECOBD
YEAC_ECOLI	C6EC52	C6EC52_ECOBD
YEAJ_ECOLI	C6EC44	C6EC44_ECOBD
YEAK_ECOLI	C6EC43	C6EC43_ECOBD
YEAM_ECOLI	C6EC41	C6EC41_ECOBD
YEAN_ECOLI	C6EC40	C6EC40_ECOBD
YEAR_ECOLI	C6EC33	C6EC33_ECOBD
DMLR_ECOLI	C6EC31	C6EC31_ECOBD
YEAW_ECOLI	C6EC29	C6EC29_ECOBD
YEAX_ECOLI	C6EC28	C6EC28_ECOBD
YEBG_ECOLI	C6EBY0	C6EBY0_ECOBD
YEBO_ECOLI	C6EC05	C6EC05_ECOBD
YEBR_ECOLI	C6EBZ7	C6EBZ7_ECOBD
YEBV_ECOLI	C6EBZ3	C6EBZ3_ECOBD
YEBY_ECOLI	C6EBZ0	C6EBZ0_ECOBD
YECC_ECOLI	C6EBE4	C6EBE4_ECOBD
YECF_ECOLI	C6EBE6	C6EBE6_ECOBD
YECH_ECOLI	C6EBF3	C6EBF3_ECOBD
YECR_ECOLI	C6EBF5	C6EBF5_ECOBD
YECS_ECOLI	C6EBE3	C6EBE3_ECOBD
YECT_ECOLI	C6EBV0	C6EBV0_ECOBD
YEDA_ECOLI	C6EBA7	C6EBA7_ECOBD
YEDD_ECOLI	C6EBD3	C6EBD3_ECOBD
YEDE_ECOLI	C6EBD2	C6EBD2_ECOBD
YEDF_ECOLI	C6EBD1	C6EBD1_ECOBD
YEDI_ECOLI	C6EBA8	C6EBA8_ECOBD
YEDJ_ECOLI	C6EBA4	C6EBA4_ECOBD
YEDK_ECOLI	C6EBD0	C6EBD0_ECOBD
YEDL_ECOLI	C6EBC9	C6EBC9_ECOBD
YEDQ_ECOLI	C6EBB0	C6EBB0_ECOBD
YEDR_ECOLI	C6EBA3	C6EBA3_ECOBD
YEDY_ECOLI	C6EB97	C6EB97_ECOBD
YEED_ECOLI	C6EB71	C6EB71_ECOBD
YEEE_ECOLI	C6EB70	C6EB70_ECOBD
YEEJ_ECOLI	C6EB89	C6EB89_ECOBD
YEEO_ECOLI	C6EB85	C6EB85_ECOBD
YEGE_ECOLI	C6EAP0	C6EAP0_ECOBD
YEGK_ECOLI	C6EAN6	C6EAN6_ECOBD
YEGL_ECOLI	C6EAN5	C6EAN5_ECOBD
YEGS_ECOLI	C6EAM2	C6EAM2_ECOBD
YEGT_ECOLI	C6EAL2	C6EAL2_ECOBD
YEGV_ECOLI	C6EAL0	C6EAL0_ECOBD
YEHI_ECOLI	C6EAJ5	C6EAJ5_ECOBD
YEHL_ECOLI	C6EAJ3	C6EAJ3_ECOBD
YEHM_ECOLI	C6EAJ2	C6EAJ2_ECOBD
YEHP_ECOLI	C6EAJ1	C6EAJ1_ECOBD
YEHR_ECOLI	C6EAI9	C6EAI9_ECOBD
YEHW_ECOLI	C6EAI3	C6EAI3_ECOBD
YEIB_ECOLI	C6EAG1	C6EAG1_ECOBD
YEIH_ECOLI	C6EAF5	C6EAF5_ECOBD
YEII_ECOLI	C6EAF3	C6EAF3_ECOBD
YEIQ_ECOLI	C6EA25	C6EA25_ECOBD
YEIR_ECOLI	C6EA24	C6EA24_ECOBD
YEIS_ECOLI	C6EAG7	C6EAG7_ECOBD
YEJA_ECOLI	C6EA20	C6EA20_ECOBD
YEJG_ECOLI	C6EA16	C6EA16_ECOBD
YEJL_ECOLI	C6EA10	C6EA10_ECOBD
YFAA_ECOLI	C6E9X1	C6E9X1_ECOBD
YFAL_ECOLI	C6E9W8	C6E9W8_ECOBD
YFAS_ECOLI	C6E9X3	C6E9X3_ECOBD
RHMT_ECOLI	C6E9V4	C6E9V4_ECOBD
RHMR_ECOLI	C6E9V2	C6E9V2_ECOBD
YFAZ_ECOLI	C6E9V0	C6E9V0_ECOBD
YFBS_ECOLI	C6ELG1	C6ELG1_ECOBD
YFBV_ECOLI	C6ELF8	C6ELF8_ECOBD
YFCC_ECOLI	C6ELF5	C6ELF5_ECOBD
YFCJ_ECOLI	C6ELD1	C6ELD1_ECOBD
YFCN_ECOLI	C6ELC2	C6ELC2_ECOBD
YFCS_ECOLI	C6ELB7	C6ELB7_ECOBD
YFCU_ECOLI	C6ELB6	C6ELB6_ECOBD
YFCV_ECOLI	C6ELB5	C6ELB5_ECOBD
YFCZ_ECOLI	C6ELB1	C6ELB1_ECOBD
